ORF_ID,Resistance_Mechanism,ID,genome
EGR50445.1 hypothetical protein TRIREDRAFT_121031 [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2129|hsp_num:0,GCA_000167675
"EGR50490.1 predicted protein, partial [Trichoderma reesei QM6a]",antibiotic target protection,gnl|BL_ORD_ID|2556|hsp_num:0,GCA_000167675
EGR50519.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1948|hsp_num:0,GCA_000167675
EGR50523.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2271|hsp_num:0,GCA_000167675
EGR50637.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1948|hsp_num:0,GCA_000167675
EGR50659.1 predicted protein [Trichoderma reesei QM6a],antibiotic target replacement,gnl|BL_ORD_ID|563|hsp_num:0,GCA_000167675
EGR50694.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1687|hsp_num:0,GCA_000167675
EGR50699.1 predicted protein [Trichoderma reesei QM6a],antibiotic inactivation,gnl|BL_ORD_ID|647|hsp_num:0,GCA_000167675
EGR50807.1 protein kinase [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|425|hsp_num:0,GCA_000167675
EGR50883.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_000167675
EGR50974.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_000167675
EGR51070.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2553|hsp_num:0,GCA_000167675
EGR51106.1 lactate dehydrogenase [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|587|hsp_num:0,GCA_000167675
EGR51126.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|980|hsp_num:0,GCA_000167675
EGR51194.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1386|hsp_num:0,GCA_000167675
EGR51323.1 predicted protein [Trichoderma reesei QM6a],antibiotic target protection,gnl|BL_ORD_ID|2108|hsp_num:0,GCA_000167675
EGR51435.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_000167675
EGR51461.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2326|hsp_num:0,GCA_000167675
EGR51481.1 predicted protein [Trichoderma reesei QM6a],antibiotic target protection,gnl|BL_ORD_ID|2560|hsp_num:0,GCA_000167675
EGR51619.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1125|hsp_num:0,GCA_000167675
EGR51638.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|352|hsp_num:0,GCA_000167675
"EGR51677.1 predicted protein, partial [Trichoderma reesei QM6a]",antibiotic efflux,gnl|BL_ORD_ID|2330|hsp_num:0,GCA_000167675
EGR51680.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|322|hsp_num:0,GCA_000167675
EGR51686.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,GCA_000167675
"EGR51790.1 predicted protein, partial [Trichoderma reesei QM6a]",antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,GCA_000167675
"EGR51910.1 predicted protein, partial [Trichoderma reesei QM6a]",antibiotic efflux,gnl|BL_ORD_ID|1839|hsp_num:0,GCA_000167675
EGR51924.1 hypothetical protein TRIREDRAFT_74701 [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2125|hsp_num:0,GCA_000167675
EGR51942.1 predicted protein [Trichoderma reesei QM6a],antibiotic target replacement,gnl|BL_ORD_ID|2470|hsp_num:0,GCA_000167675
EGR51944.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2283|hsp_num:0,GCA_000167675
EGR52001.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|151|hsp_num:0,GCA_000167675
EGR52003.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1066|hsp_num:0,GCA_000167675
"EGR52004.1 predicted protein, partial [Trichoderma reesei QM6a]",antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_000167675
EGR52049.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_000167675
EGR52054.1 predicted protein [Trichoderma reesei QM6a],antibiotic inactivation,gnl|BL_ORD_ID|1336|hsp_num:0,GCA_000167675
EGR52062.1 elongation factor 2 [Trichoderma reesei QM6a],antibiotic target protection,gnl|BL_ORD_ID|1928|hsp_num:0,GCA_000167675
EGR52109.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_000167675
EGR52139.1 predicted protein [Trichoderma reesei QM6a],antibiotic target protection,gnl|BL_ORD_ID|2499|hsp_num:0,GCA_000167675
EGR52183.1 predicted protein [Trichoderma reesei QM6a],antibiotic target protection,gnl|BL_ORD_ID|2555|hsp_num:0,GCA_000167675
"EGR52296.1 histidine kinase, partial [Trichoderma reesei QM6a]",antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,GCA_000167675
EGR52352.1 translation elongation factor 3-like protein [Trichoderma reesei QM6a],antibiotic target protection,gnl|BL_ORD_ID|2123|hsp_num:0,GCA_000167675
EGR52375.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,GCA_000167675
EGR52391.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_000167675
EGR52409.1 predicted protein [Trichoderma reesei QM6a],antibiotic inactivation,gnl|BL_ORD_ID|537|hsp_num:0,GCA_000167675
EGR52410.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1065|hsp_num:0,GCA_000167675
EGR52428.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2248|hsp_num:0,GCA_000167675
EGR52477.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,GCA_000167675
EGR52623.1 histidine kinase [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,GCA_000167675
EGR52624.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|854|hsp_num:0,GCA_000167675
EGR52633.1 predicted protein [Trichoderma reesei QM6a],antibiotic inactivation,gnl|BL_ORD_ID|1312|hsp_num:0,GCA_000167675
EGR52648.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1627|hsp_num:0,GCA_000167675
EGR52691.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2246|hsp_num:0,GCA_000167675
EGR52710.1 predicted protein [Trichoderma reesei QM6a],antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,GCA_000167675
EGR52805.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_000167675
EGR52809.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1948|hsp_num:0,GCA_000167675
EGR52815.1 abc transporter-like protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,GCA_000167675
EGR52888.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_000167675
EGR52898.1 predicted protein [Trichoderma reesei QM6a],antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,GCA_000167675
EGR52903.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_000167675
EGR52912.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2244|hsp_num:0,GCA_000167675
EGR52957.1 predicted protein [Trichoderma reesei QM6a],antibiotic inactivation,gnl|BL_ORD_ID|2085|hsp_num:0,GCA_000167675
EGR52981.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_000167675
EGR53011.1 predicted protein [Trichoderma reesei QM6a],antibiotic target protection,gnl|BL_ORD_ID|2560|hsp_num:0,GCA_000167675
EGR53012.1 predicted protein [Trichoderma reesei QM6a],antibiotic inactivation,gnl|BL_ORD_ID|1064|hsp_num:0,GCA_000167675
EGR53020.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,GCA_000167675
"EGR53068.1 translation elongation factor precursor, mitochondrial [Trichoderma reesei QM6a]",antibiotic target alteration,gnl|BL_ORD_ID|2027|hsp_num:0,GCA_000167675
EGR53081.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,GCA_000167675
EGR44232.1 bifunctional catalase/peroxidase [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2008|hsp_num:0,GCA_000167675
"EGR44417.1 predicted protein, partial [Trichoderma reesei QM6a]",antibiotic target alteration,gnl|BL_ORD_ID|2037|hsp_num:0,GCA_000167675
EGR44538.1 predicted protein [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2024|hsp_num:0,GCA_000167675
EGR45039.1 bifunctional catalase/peroxidase [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2008|hsp_num:0,GCA_000167675
EGR46571.1 polyketide synthase [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2024|hsp_num:0,GCA_000167675
EGR47225.1 predicted protein [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2341|hsp_num:0,GCA_000167675
EGR48895.1 stress response regulator [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|1997|hsp_num:0,GCA_000167675
EGR49443.1 predicted protein [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2320|hsp_num:0,GCA_000167675
EGR50309.1 hypothetical protein TRIREDRAFT_46382 [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2092|hsp_num:0,GCA_000167675
EGR50727.1 predicted protein [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2344|hsp_num:0,GCA_000167675
EGR51063.1 hypothetical protein TRIREDRAFT_2529 [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2009|hsp_num:0,GCA_000167675
EGR51999.1 predicted protein [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2565|hsp_num:0,GCA_000167675
EGR52147.1 hypothetical protein TRIREDRAFT_43615 [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2311|hsp_num:0,GCA_000167675
EGR52690.1 predicted protein [Trichoderma reesei QM6a],antibiotic target alteration,gnl|BL_ORD_ID|2024|hsp_num:0,GCA_000167675
EGR44579.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
"EGR44596.1 predicted protein, partial [Trichoderma reesei QM6a]",antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR45040.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR45145.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR45193.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR45370.1 alcohol dehydrogenase [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR45722.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR45907.1 alcohol dehydrogenase [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
"EGR46200.1 predicted protein, partial [Trichoderma reesei QM6a]",antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR46271.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR46926.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR46929.1 polyketide synthase [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR47468.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
"EGR48373.1 Zinc-binding dehydrogenase, partial [Trichoderma reesei QM6a]",antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR48519.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR49286.1 polyketide synthase [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR49398.1 polyketide synthase [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR49751.1 polyketide synthase [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR49778.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR49971.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR50329.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR50643.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR51092.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR51327.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR51360.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EGR53135.1 predicted protein [Trichoderma reesei QM6a],antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,GCA_000167675
EHK15139.1 hypothetical protein TRIVIDRAFT_83610 [Trichoderma virens Gv29-8],antibiotic target alteration,gnl|BL_ORD_ID|165|hsp_num:0,GCA_000170995
EHK15167.1 hypothetical protein TRIVIDRAFT_175548 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,GCA_000170995
EHK15242.1 hypothetical protein TRIVIDRAFT_38632 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_000170995
EHK15245.1 hypothetical protein TRIVIDRAFT_165573 [Trichoderma virens Gv29-8],antibiotic inactivation,gnl|BL_ORD_ID|1312|hsp_num:0,GCA_000170995
EHK15293.1 hypothetical protein TRIVIDRAFT_217191 [Trichoderma virens Gv29-8],antibiotic target protection,gnl|BL_ORD_ID|810|hsp_num:0,GCA_000170995
EHK15323.1 hypothetical protein TRIVIDRAFT_211025 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|1839|hsp_num:0,GCA_000170995
EHK15395.1 hypothetical protein TRIVIDRAFT_82613 [Trichoderma virens Gv29-8],antibiotic target alteration,gnl|BL_ORD_ID|2129|hsp_num:0,GCA_000170995
EHK15426.1 hypothetical protein TRIVIDRAFT_37876 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,GCA_000170995
EHK15428.1 hypothetical protein TRIVIDRAFT_38447 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|460|hsp_num:0,GCA_000170995
EHK15456.1 hypothetical protein TRIVIDRAFT_39025 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,GCA_000170995
EHK15462.1 hypothetical protein TRIVIDRAFT_184876 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,GCA_000170995
EHK15472.1 hypothetical protein TRIVIDRAFT_184899 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|580|hsp_num:0,GCA_000170995
EHK15477.1 hypothetical protein TRIVIDRAFT_74555 [Trichoderma virens Gv29-8],antibiotic target alteration,gnl|BL_ORD_ID|2129|hsp_num:0,GCA_000170995
EHK15480.1 hypothetical protein TRIVIDRAFT_165253 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2326|hsp_num:0,GCA_000170995
EHK15596.1 hypothetical protein TRIVIDRAFT_56332 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|1948|hsp_num:0,GCA_000170995
EHK15682.1 hypothetical protein TRIVIDRAFT_74371 [Trichoderma virens Gv29-8],antibiotic target protection,gnl|BL_ORD_ID|114|hsp_num:0,GCA_000170995
EHK15782.1 hypothetical protein TRIVIDRAFT_64335 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_000170995
EHK15785.1 histidine kinase NIK-1 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,GCA_000170995
"EHK15812.1 hypothetical protein TRIVIDRAFT_116619, partial [Trichoderma virens Gv29-8]",antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_000170995
EHK15881.1 hypothetical protein TRIVIDRAFT_206553 [Trichoderma virens Gv29-8],antibiotic target alteration; antibiotic target replacement,gnl|BL_ORD_ID|2406|hsp_num:0,GCA_000170995
EHK16093.1 hypothetical protein TRIVIDRAFT_195959 [Trichoderma virens Gv29-8],antibiotic target alteration,gnl|BL_ORD_ID|2129|hsp_num:0,GCA_000170995
EHK16104.1 hypothetical protein TRIVIDRAFT_228034 [Trichoderma virens Gv29-8],antibiotic target protection,gnl|BL_ORD_ID|2555|hsp_num:0,GCA_000170995
EHK16174.1 hypothetical protein TRIVIDRAFT_39979 [Trichoderma virens Gv29-8],antibiotic target alteration,gnl|BL_ORD_ID|165|hsp_num:0,GCA_000170995
EHK16180.1 hypothetical protein TRIVIDRAFT_39699 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_000170995
EHK16181.1 hypothetical protein TRIVIDRAFT_65006 [Trichoderma virens Gv29-8],antibiotic inactivation,gnl|BL_ORD_ID|2302|hsp_num:0,GCA_000170995
EHK16207.1 hypothetical protein TRIVIDRAFT_64982 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_000170995
EHK16215.1 hypothetical protein TRIVIDRAFT_196045 [Trichoderma virens Gv29-8],antibiotic inactivation,gnl|BL_ORD_ID|2085|hsp_num:0,GCA_000170995
EHK16238.1 hypothetical protein TRIVIDRAFT_40073 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_000170995
EHK16247.1 hypothetical protein TRIVIDRAFT_39634 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_000170995
EHK16259.1 hypothetical protein TRIVIDRAFT_64931 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,GCA_000170995
EHK16269.1 hypothetical protein TRIVIDRAFT_184629 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_000170995
EHK16287.1 hypothetical protein TRIVIDRAFT_64905 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_000170995
EHK16290.1 hypothetical protein TRIVIDRAFT_196099 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,GCA_000170995
EHK16309.1 hypothetical protein TRIVIDRAFT_206945 [Trichoderma virens Gv29-8],antibiotic target protection,gnl|BL_ORD_ID|2558|hsp_num:0,GCA_000170995
EHK16312.1 hypothetical protein TRIVIDRAFT_39246 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2327|hsp_num:0,GCA_000170995
EHK16333.1 hypothetical protein TRIVIDRAFT_163701 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_000170995
EHK16455.1 hypothetical protein TRIVIDRAFT_40995 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|555|hsp_num:0,GCA_000170995
EHK16463.1 hypothetical protein TRIVIDRAFT_40363 [Trichoderma virens Gv29-8],antibiotic inactivation,gnl|BL_ORD_ID|1336|hsp_num:0,GCA_000170995
EHK16491.1 hypothetical protein TRIVIDRAFT_40928 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|1948|hsp_num:0,GCA_000170995
EHK16514.1 hypothetical protein TRIVIDRAFT_195440 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_000170995
EHK16516.1 hypothetical protein TRIVIDRAFT_65721 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,GCA_000170995
EHK16640.1 hypothetical protein TRIVIDRAFT_65604 [Trichoderma virens Gv29-8],antibiotic target replacement,gnl|BL_ORD_ID|563|hsp_num:0,GCA_000170995
EHK16652.1 hypothetical protein TRIVIDRAFT_195551 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_000170995
EHK16731.1 hypothetical protein TRIVIDRAFT_40622 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|1386|hsp_num:0,GCA_000170995
"EHK16738.1 hypothetical protein TRIVIDRAFT_136505, partial [Trichoderma virens Gv29-8]",antibiotic inactivation,gnl|BL_ORD_ID|2534|hsp_num:0,GCA_000170995
EHK16835.1 hypothetical protein TRIVIDRAFT_75084 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_000170995
EHK16877.1 hypothetical protein TRIVIDRAFT_40370 [Trichoderma virens Gv29-8],antibiotic target alteration,gnl|BL_ORD_ID|165|hsp_num:0,GCA_000170995
EHK16892.1 hypothetical protein TRIVIDRAFT_227735 [Trichoderma virens Gv29-8],antibiotic inactivation,gnl|BL_ORD_ID|1873|hsp_num:0,GCA_000170995
EHK16900.1 putative response regulator receiver Rim15p [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|425|hsp_num:0,GCA_000170995
EHK16941.1 hypothetical protein TRIVIDRAFT_183270 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_000170995
EHK16986.1 hypothetical protein TRIVIDRAFT_57040 [Trichoderma virens Gv29-8],antibiotic target alteration,gnl|BL_ORD_ID|1630|hsp_num:0,GCA_000170995
EHK17023.1 hypothetical protein TRIVIDRAFT_42424 [Trichoderma virens Gv29-8],antibiotic inactivation,gnl|BL_ORD_ID|1123|hsp_num:0,GCA_000170995
"EHK17047.1 hypothetical protein TRIVIDRAFT_42602, partial [Trichoderma virens Gv29-8]",antibiotic inactivation,gnl|BL_ORD_ID|2197|hsp_num:0,GCA_000170995
EHK17089.1 hypothetical protein TRIVIDRAFT_66050 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,GCA_000170995
EHK17094.1 hypothetical protein TRIVIDRAFT_195099 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,GCA_000170995
EHK17183.1 hypothetical protein TRIVIDRAFT_42158 [Trichoderma virens Gv29-8],antibiotic target alteration,gnl|BL_ORD_ID|587|hsp_num:0,GCA_000170995
EHK17196.1 hypothetical protein TRIVIDRAFT_183490 [Trichoderma virens Gv29-8],antibiotic target alteration; antibiotic target replacement,gnl|BL_ORD_ID|2506|hsp_num:0,GCA_000170995
EHK17223.1 hypothetical protein TRIVIDRAFT_80526 [Trichoderma virens Gv29-8],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_000170995
