Gene	interpro	PANTHER	MobiDBLite	Pfam	Phobius	TMHMM	GO	PRINTS	Gene3D	SUPERFAMILY	CDD	SMART	ProSitePatterns	ProSiteProfiles	SignalP_GRAM_POSITIVE	PATHWAY	PIRSF	Hamap	Coils	SFLD	TIGRFAM	SignalP_EUK	SignalP_GRAM_NEGATIVE	ProDom
augustus_masked-NODE_31_length_158924_cov_45.864217-processed-gene-0.313-mRNA-1	IPR036887	PTHR24157;PTHR24157:SF0	mobidb-lite	PF12709	NA	NA	GO:0003677	NA	G3DSA:3.10.260.10	SSF54616	NA	SM01252	NA	PS51299	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_138_length_61766_cov_48.620695-augustus-gene-0.49-mRNA-1	IPR002347	PTHR43180:SF24;PTHR43180	mobidb-lite	PF13561	NA	NA	GO:0016491	PR00080;PR00081	G3DSA:3.40.50.720	SSF51735	cd05233	NA	PS00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_221_length_35195_cov_49.140213-augustus-gene-0.19-mRNA-1	IPR002020	PTHR23118;PTHR23118:SF0	mobidb-lite	PF00285;PF02629;PF00549	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	GO:0046912;GO:0048037;GO:0003824	NA	G3DSA:3.40.50.720;G3DSA:1.10.230.10;G3DSA:1.10.580.10;G3DSA:3.40.50.261	SSF48256;SSF51735	cd06100	SM00881	PS00399;PS01216;PS01217	NA	NA	KEGG: 00020+6.2.1.5|KEGG: 00640+6.2.1.5|KEGG: 00660+6.2.1.5|KEGG: 00720+6.2.1.5|MetaCyc: PWY-5392|MetaCyc: PWY-5537|MetaCyc: PWY-5538|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7384	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_84_length_92442_cov_48.890592-processed-gene-0.0-mRNA-1	IPR035979	PTHR15608	mobidb-lite	PF00076	NA	NA	GO:0003676;GO:0000398	NA	G3DSA:3.30.70.330	SSF54928	cd12285;cd12281	SM00360	NA	PS50102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_28_length_165981_cov_49.966302-processed-gene-0.45-mRNA-1	IPR000182	NA	mobidb-lite	PF00583	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	G3DSA:3.40.630.30	SSF55729	NA	NA	NA	PS51186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_231_length_32299_cov_47.388816-processed-gene-0.11-mRNA-1	IPR024610	PTHR10333:SF88;PTHR10333	mobidb-lite	PF12998	NA	NA	GO:0035267	NA	NA	NA	NA	SM01408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_19_length_187502_cov_46.633025-processed-gene-0.398-mRNA-1	IPR036259	PTHR23503:SF8;PTHR23503	mobidb-lite	PF00083	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0016020;GO:0022857;GO:0055085;GO:0016021;GO:0005215	PR00171	G3DSA:1.20.1250.20	SSF103473	cd06174	NA	PS00217	PS50850	NA	Reactome: R-HSA-189200	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA
maker-NODE_112_length_76101_cov_46.500066-augustus-gene-0.4-mRNA-1	IPR001711	PTHR10336:SF36;PTHR10336	mobidb-lite	PF00387;PF00388	NA	NA	GO:0004435;GO:0006629;GO:0007165;GO:0035556;GO:0008081	PR00390	G3DSA:1.10.238.10;G3DSA:3.20.20.190;G3DSA:2.60.40.150;G3DSA:2.30.29.30	SSF50729;SSF51695;SSF49562;SSF47473	cd00275;cd08598;cd13360	SM00149;SM00148;SM00239	NA	PS50007;PS50008;PS50004	NA	KEGG: 00562+3.1.4.11|KEGG: 04070+3.1.4.11|MetaCyc: PWY-6351|MetaCyc: PWY-6367|MetaCyc: PWY-7039|Reactome: R-HSA-1855204	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_167_length_53331_cov_49.576648-augustus-gene-0.5-mRNA-1	IPR014710	PTHR16684	mobidb-lite	PF11699;PF15624	NA	NA	GO:0000776;GO:0019237;GO:0051382;GO:0003677	PR00929	G3DSA:2.60.120.10	SSF51182	NA	NA	NA	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_86_length_89937_cov_46.211458-snap-gene-0.60-mRNA-1	IPR001202	PTHR11864;PTHR11864:SF0	mobidb-lite	PF00397;PF01846	NA	NA	GO:0005515;GO:0045292	NA	G3DSA:2.20.70.10;G3DSA:1.10.10.440	SSF81698;SSF51045	cd00201	SM00456;SM00441	PS01159	PS50020;PS51676	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_222_length_34930_cov_44.269029-augustus-gene-0.23-mRNA-1	IPR003616	PTHR22884:SF455;PTHR22884	mobidb-lite	PF00856;PF17907	NA	NA	GO:0005634;GO:0018024;GO:0005515	NA	G3DSA:2.170.270.10	SSF82199	NA	SM00508;SM00317	NA	PS51215;PS50868;PS50280	NA	KEGG: 00310+2.1.1.43|Reactome: R-HSA-3214841	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_154_length_57525_cov_46.929545-processed-gene-0.9-mRNA-1	IPR036028	NA	mobidb-lite	PF00018	NA	NA	GO:0005515	NA	G3DSA:2.30.30.40	SSF50044	NA	SM00326	NA	PS50002	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_256992_cov_44.085294-processed-gene-1.336-mRNA-1	IPR013083	PTHR13510;PTHR13510:SF44	mobidb-lite	PF01363;PF11464	NA	NA	GO:0003677;GO:0006281;GO:0046872	NA	G3DSA:3.30.40.10	SSF57903;SSF140125	cd15761;cd15737	SM00734;SM00064	NA	PS50178	NA	Reactome: R-HSA-168138|Reactome: R-HSA-983231	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_104_length_78031_cov_21.500783-snap-gene-0.49-mRNA-1	IPR008949	PTHR12001	NA	PF00348	NA	NA	GO:0008299	NA	G3DSA:1.10.600.10	SSF48576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_146_length_59692_cov_44.393402-augustus-gene-0.98-mRNA-1	NA	NA	mobidb-lite	NA	SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA
maker-NODE_217_length_36233_cov_14.379272-snap-gene-0.0-mRNA-1	IPR020849	PTHR24070;PTHR24070:SF226	NA	PF00071	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	GO:0005525;GO:0007165;GO:0016020;GO:0003924	PR00449	G3DSA:3.40.50.300	SSF52540	NA	SM00175;SM00173	NA	PS51421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_286_length_22117_cov_49.279081-snap-gene-0.93-mRNA-1	IPR019564	PTHR12289;PTHR12289:SF41	mobidb-lite	PF10568	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION	NA	GO:0001401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_67_length_104896_cov_45.390803-snap-gene-0.291-mRNA-1	IPR032792	PTHR10569	mobidb-lite	PF14701;PF14699;PF06202;PF14702	NA	NA	GO:0003824;GO:0004134;GO:0004135;GO:0005980	NA	G3DSA:3.20.20.80	SSF51445;SSF48208	cd11327	NA	NA	NA	NA	KEGG: 00500+2.4.1.25|MetaCyc: PWY-5941|MetaCyc: PWY-6724|MetaCyc: PWY-6737|MetaCyc: PWY-7238|Reactome: R-HSA-6798695|Reactome: R-HSA-70221	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_37_length_141075_cov_45.808234-processed-gene-0.297-mRNA-1	IPR014001	PTHR10799;PTHR10799:SF870	mobidb-lite	PF00176;PF00271	NA	NA	GO:0005524	NA	G3DSA:3.40.50.300;G3DSA:3.40.50.10810	SSF52540;SSF57850	cd16449;cd00079;cd00046	SM00490;SM00487	PS00518	PS51192;PS50089;PS51194	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_17_length_191130_cov_47.991796-snap-gene-0.120-mRNA-1	IPR004835	PTHR22914;PTHR22914:SF21	NA	PF03142	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0016758	NA	G3DSA:3.90.550.10	SSF53448	NA	NA	NA	NA	NA	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_108_length_76639_cov_32.607839-processed-gene-0.26-mRNA-1	IPR017930	PTHR10641:SF721;PTHR10641	mobidb-lite	PF00249	NA	NA	GO:0003677	NA	G3DSA:1.10.10.60	SSF46689	cd00167	SM00717	NA	PS51294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_150_length_58496_cov_47.035293-processed-gene-0.26-mRNA-1	IPR019371	PTHR37787	mobidb-lite	PF10241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_112_length_76101_cov_46.500066-snap-gene-0.18-mRNA-1	IPR013783	PTHR42715;PTHR42715:SF11	NA	PF14310;PF00933;PF01915	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	GO:0004553;GO:0005975	PR00133	G3DSA:2.60.40.10;G3DSA:3.40.50.1700;G3DSA:3.20.20.300	SSF52279;SSF51445	NA	SM01217	PS00775	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
augustus_masked-NODE_57_length_116565_cov_45.321003-processed-gene-0.66-mRNA-1	IPR019446	PTHR11538;PTHR11538:SF26	mobidb-lite	PF10354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_227953_cov_50.657541-processed-gene-0.42-mRNA-1	IPR026505	PTHR19346;PTHR19346:SF4	mobidb-lite	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	SSF103481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_165_length_54250_cov_47.195684-processed-gene-0.55-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_52_length_119193_cov_47.475442-snap-gene-0.25-mRNA-1	IPR001611	PTHR24113	mobidb-lite	PF13516	NA	NA	GO:0005515;GO:0005096	NA	G3DSA:3.80.10.10	SSF52047	cd00116	SM00368	NA	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-165054|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-4615885|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_33_length_151398_cov_47.693537-augustus-gene-0.55-mRNA-1	IPR001138	PTHR31313	mobidb-lite	PF00172;PF04082	NA	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	G3DSA:4.10.240.10	SSF57701	cd00067;cd12148	SM00066	NA	PS50048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_257_length_27694_cov_43.594660-augustus-gene-0.58-mRNA-1	IPR015943	PTHR19918;PTHR19918:SF1	mobidb-lite	PF00400;PF12894	NA	NA	GO:0005515;GO:0010997;GO:0097027;GO:1904668	NA	G3DSA:2.130.10.10	SSF50978	cd00200	SM00320	NA	PS50294;PS50082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_133_length_63194_cov_48.582254-augustus-gene-0.31-mRNA-1	IPR003961	PTHR13561:SF43;PTHR13561	mobidb-lite	PF12738;PF16893;PF16892	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	GO:0005515;GO:0046983	NA	G3DSA:3.40.50.10190;G3DSA:2.60.40.10;G3DSA:2.40.50.890	SSF52113;SSF49265	cd00063;cd00027;cd13945	SM00292	NA	PS50853;PS50172	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA
maker-NODE_202_length_40380_cov_43.400318-augustus-gene-0.122-mRNA-1	IPR036291	PTHR43245;PTHR43245:SF11	NA	PF01370	NA	NA	GO:0003824;GO:0050662	NA	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_256992_cov_44.085294-processed-gene-1.8-mRNA-1	IPR038665	PTHR31162	NA	PF03595	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0015140;GO:0016021;GO:0071423;GO:0055085	NA	G3DSA:1.50.10.150	NA	cd09317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_67_length_104896_cov_45.390803-snap-gene-0.299-mRNA-1	IPR024571	PTHR11533;PTHR11533:SF171	NA	PF11838;PF17900;PF01433	NA	NA	GO:0006508;GO:0008237;GO:0008270	PR00756	G3DSA:2.60.40.1910;G3DSA:2.60.40.1730;G3DSA:1.25.50.20;G3DSA:1.10.390.60	SSF63737;SSF55486	cd09601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_29_length_164962_cov_46.753942-processed-gene-0.14-mRNA-1	IPR005805	PTHR10134;PTHR10134:SF13	NA	PF00355;PF02921	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	GO:0016020;GO:0055114;GO:0008121;GO:0016679;GO:0016491;GO:0051537	PR00162	G3DSA:1.20.5.270;G3DSA:2.102.10.10	SSF81502;SSF50022	cd03470	NA	NA	PS51296	SignalP-TM	KEGG: 00190+1.10.2.2	NA	NA	NA	NA	TIGR01416	NA	NA	NA
augustus_masked-NODE_19_length_187502_cov_46.633025-processed-gene-0.376-mRNA-1	IPR000453	PTHR21085	mobidb-lite	PF01264	NA	NA	GO:0004107;GO:0009073	NA	G3DSA:3.60.150.10	SSF103263	cd07304	NA	PS00788;PS00789	NA	NA	KEGG: 00400+4.2.3.5|MetaCyc: PWY-6163	PIRSF001456	MF_00300	NA	NA	TIGR00033	NA	NA	NA
maker-NODE_8_length_237230_cov_48.894759-snap-gene-1.31-mRNA-1	IPR005706	PTHR43263	mobidb-lite	PF00571;PF00564;PF00318	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	GO:0003735;GO:0006412;GO:0015935;GO:0005515;GO:0005840;GO:0005622	PR00395	G3DSA:3.10.580.10;G3DSA:3.40.50.10490	SSF54277;SSF52313;SSF54631	cd04587;cd06409;cd01425	SM00666;SM00116	PS00962	PS51745;PS51371	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	MF_00291_B	Coil	NA	NA	NA	NA	NA
maker-NODE_72_length_100746_cov_46.226925-augustus-gene-0.48-mRNA-1	IPR004776	PTHR31794;PTHR31794:SF2	mobidb-lite	PF03547	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0055085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_33_length_151398_cov_47.693537-augustus-gene-0.30-mRNA-1	IPR017972	PTHR24305:SF62;PTHR24305	NA	PF00067	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	GO:0016705;GO:0055114;GO:0005506;GO:0020037	PR00385;PR00463	G3DSA:1.10.630.10	SSF48264	NA	NA	PS00086	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_93_length_87200_cov_45.857752-processed-gene-0.24-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_44_length_127631_cov_48.206103-processed-gene-0.23-mRNA-1	IPR001680	PTHR19853;PTHR19853:SF0	mobidb-lite	PF00400;PF04003	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0005515	PR00320	G3DSA:2.130.10.10	SSF50978;SSF50998	cd00200	SM00320	PS00678	PS50082;PS50294	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_218_length_35962_cov_45.089968-augustus-gene-0.50-mRNA-1	IPR013928	PTHR31382;PTHR31382:SF4	mobidb-lite	PF08619;PF00999	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0006814;GO:0015385;GO:0016020;GO:0005886;GO:0016021;GO:0030004;GO:0006812;GO:0015299;GO:0055085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_103_length_78628_cov_49.032420-processed-gene-0.3-mRNA-1	IPR026566	PTHR13205:SF15;PTHR13205	mobidb-lite	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0004168;GO:0043048	NA	NA	NA	NA	NA	NA	NA	NA	KEGG: 00510+2.7.1.108|MetaCyc: PWY-6129|Reactome: R-HSA-446199|Reactome: R-HSA-4755583	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_229998_cov_45.057580-processed-gene-1.12-mRNA-1	IPR018492	PTHR23105;PTHR23105:SF70	mobidb-lite	PF01248	NA	NA	GO:0042254;GO:1990904	PR00881;PR00882	G3DSA:3.30.1330.210	SSF55315	NA	NA	PS01082	NA	NA	Reactome: R-HSA-6791226	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_106_length_77067_cov_21.979088-augustus-gene-0.50-mRNA-1	IPR019734	PTHR11102:SF145;PTHR11102	mobidb-lite	PF08238	NA	NA	GO:0005515	NA	G3DSA:1.25.40.10	SSF81901	NA	SM00671	NA	PS50005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_140_length_61476_cov_48.949600-processed-gene-0.25-mRNA-1	IPR004254	PTHR20855:SF15;PTHR20855	mobidb-lite	PF03006	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_56_length_116941_cov_48.009665-augustus-gene-0.242-mRNA-1	IPR003152	PTHR11139;PTHR11139:SF1	mobidb-lite	PF02259;PF00454	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	GO:0005515;GO:0000123;GO:0005634;GO:0016573	NA	NA	SSF48371;SSF56112	cd05163	SM01343;SM00146	NA	PS50290;PS51189;PS51190	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_219827_cov_45.592399-augustus-gene-0.147-mRNA-1	IPR003347	PTHR10796;PTHR10796:SF184	mobidb-lite	PF12349;PF13621	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	G3DSA:2.60.120.1660	SSF50969;SSF51197	NA	SM00558	PS00678	PS51184;PS50156	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_36_length_144801_cov_50.200693-snap-gene-0.125-mRNA-1	IPR005178	PTHR23423:SF34;PTHR23423	mobidb-lite	PF03619	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_22_length_183859_cov_45.279597-augustus-gene-0.403-mRNA-1	IPR020846	PTHR23502;PTHR23502:SF29	NA	PF07690	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0055085	NA	NA	SSF103473	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_80_length_94230_cov_46.496860-processed-gene-0.205-mRNA-1	IPR013819	PTHR11771;PTHR11771:SF42	mobidb-lite	PF00305	NA	NA	GO:0016702;GO:0046872;GO:0055114	NA	G3DSA:1.20.245.10	SSF48484	NA	NA	NA	PS51393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_215955_cov_40.277522-processed-gene-0.67-mRNA-1	IPR025066	PTHR15885	mobidb-lite	PF13300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_117_length_71636_cov_42.516900-snap-gene-0.102-mRNA-1	IPR029063	PTHR11558:SF11;PTHR11558	NA	PF17284;PF01564	NA	NA	GO:0003824;GO:0006595	NA	G3DSA:3.40.50.150;G3DSA:2.30.140.10	SSF53335	cd02440	NA	PS01330	PS51006	NA	KEGG: 00270+2.5.1.16|KEGG: 00330+2.5.1.16|KEGG: 00410+2.5.1.16|KEGG: 00480+2.5.1.16|Reactome: R-HSA-351202	PIRSF000502	MF_00198	NA	NA	TIGR00417	NA	NA	NA
maker-NODE_311_length_15614_cov_39.735972-snap-gene-0.26-mRNA-1	IPR005828	PTHR23500;PTHR23500:SF333	NA	PF00083	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0022857;GO:0055085;GO:0005215;GO:0016020	PR00171	G3DSA:1.20.1250.20	SSF103473	cd06174	NA	PS00216	PS50850	NA	Reactome: R-HSA-189200	NA	NA	NA	NA	TIGR00879	NA	NA	NA
maker-NODE_174_length_50259_cov_50.435231-augustus-gene-0.4-mRNA-1	IPR019775	PTHR13831	mobidb-lite	PF00400;PF09453;PF07569	NA	NA	GO:0005515;GO:0005634;GO:0006325;GO:0006351;GO:0006355	NA	G3DSA:2.130.10.10	SSF50978	NA	SM00320	PS00678	PS50082;PS50294	NA	Reactome: R-HSA-2559584	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_17_length_191130_cov_47.991796-snap-gene-0.123-mRNA-1	IPR027417	PTHR24031;PTHR24031:SF252	mobidb-lite	PF00271;PF09369;PF00270	NA	NA	GO:0003676;GO:0005524	NA	G3DSA:3.40.50.300	SSF52540	cd00046;cd00079	SM00487;SM00490	NA	PS51192;PS51194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_67_length_104896_cov_45.390803-snap-gene-0.296-mRNA-1	IPR029063	PTHR43712:SF1;PTHR43712	NA	PF00891	NA	NA	GO:0008168;GO:0008171	NA	G3DSA:1.10.10.10;G3DSA:3.40.50.150	SSF53335;SSF46785	NA	NA	NA	PS51683	NA	NA	PIRSF005739	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_62_length_109588_cov_47.045514-processed-gene-0.1-mRNA-1	IPR013083	PTHR22765;PTHR22765:SF27	mobidb-lite	PF13639	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	G3DSA:3.30.40.10	SSF57850	cd16454	SM00184	NA	PS50089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_37_length_141075_cov_45.808234-snap-gene-0.227-mRNA-1	IPR011701	PTHR43791;PTHR43791:SF59	mobidb-lite	PF07690	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0055085	NA	G3DSA:1.20.1250.20	SSF103473	cd06174	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_105_length_77337_cov_48.574485-processed-gene-0.35-mRNA-1	IPR006593	PTHR23130:SF115;PTHR23130	mobidb-lite	PF03188;PF16010	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	G3DSA:2.60.40.1210;G3DSA:1.20.120.1770	SSF49344	cd09630;cd08760	SM00665	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_25_length_178167_cov_47.592041-augustus-gene-0.20-mRNA-1	IPR004923	PTHR31632;PTHR31632:SF2	mobidb-lite	PF03239	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0005381;GO:0016020;GO:0033573;GO:0034755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_27_length_172964_cov_49.170901-processed-gene-0.134-mRNA-1	IPR003439	PTHR43514:SF4;PTHR43514	mobidb-lite	PF00005	NA	NA	GO:0005524;GO:0016887	NA	G3DSA:3.40.50.300	SSF52540	cd00267	SM00382	NA	PS50893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_404280_cov_47.690922-augustus-gene-2.42-mRNA-1	IPR027417	PTHR24031;PTHR24031:SF57	mobidb-lite	PF00271;PF00270	NA	NA	GO:0003676;GO:0005524	NA	G3DSA:3.40.50.300	SSF52540	cd00079;cd00268	SM00490;SM00487	PS00039	PS51195;PS51194;PS51192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
