Gene	interpro	SUPERFAMILY	GO	PATHWAY	Gene3D	TIGRFAM	Pfam	MobiDBLite	PIRSF	Hamap	ProSiteProfiles	SMART	PRINTS	Coils	CDD	ProSitePatterns	SFLD
maker-SPDT01000003.1-snap-gene-13.50-mRNA-1	IPR013783	SSF50998	GO:0005515	NA	G3DSA:2.60.40.10;G3DSA:2.130.10.10	NA	PF01822	mobidb-lite	NA	NA	PS51212	SM00321	NA	Coil	NA	NA	NA
maker-SPDT01000003.1-snap-gene-16.3-mRNA-1	IPR011058	SSF51322	NA	NA	G3DSA:2.30.60.10	NA	PF08881	NA	NA	NA	NA	SM01111	NA	NA	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-40.193-mRNA-1	IPR001806	SSF52540	GO:0003924;GO:0005525	NA	NA	TIGR00231	PF00071	mobidb-lite	NA	NA	PS51419	SM00174;SM00175;SM00173	PR00449	NA	cd00154	NA	NA
maker-SPDT01000005.1-augustus-gene-49.26-mRNA-1	IPR000690	SSF57667	GO:0003676;GO:0005634;GO:0008270	Reactome: R-HSA-72163	G3DSA:3.30.160.60	NA	PF12108;PF11931;PF16837;PF12874	mobidb-lite	NA	NA	PS50171	SM00355;SM00451	NA	NA	NA	PS00028	NA
maker-SPDT01000004.1-augustus-gene-29.266-mRNA-1	IPR001382	SSF48225	GO:0004571;GO:0005509;GO:0016020;GO:0003824	NA	G3DSA:1.50.10.10	NA	PF01532	NA	NA	NA	NA	NA	PR00747	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-42.28-mRNA-1	IPR012337	SSF53098	GO:0003676	NA	G3DSA:3.30.420.10	NA	PF00929	mobidb-lite	NA	NA	NA	SM00479	NA	NA	cd06137	NA	NA
augustus_masked-SPDT01000002.1-processed-gene-34.65-mRNA-1	IPR022043	NA	NA	NA	NA	NA	PF12253	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
snap_masked-SPDT01000005.1-processed-gene-44.203-mRNA-1	IPR036756	SSF144210	GO:0001522;GO:0030515;GO:0042254	Reactome: R-HSA-6790901	G3DSA:2.20.28.40	NA	PF04135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000002.1-augustus-gene-30.0-mRNA-1	IPR036770	SSF48403	GO:0005515	NA	G3DSA:1.25.40.20	NA	PF12796	mobidb-lite	NA	NA	PS50088;PS50297	SM00248	NA	NA	NA	NA	NA
augustus_masked-SPDT01000010.1-processed-gene-8.70-mRNA-1	IPR004043	SSF69848	NA	NA	G3DSA:2.170.130.20	NA	PF03815	mobidb-lite	NA	NA	PS50820	SM00603	NA	NA	NA	NA	NA
augustus_masked-SPDT01000002.1-processed-gene-25.9-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000013.1-augustus-gene-0.80-mRNA-1	IPR000425	SSF81338	GO:0015267;GO:0016020;GO:0055085	Reactome: R-HSA-432047	G3DSA:1.20.1080.10	TIGR00861	PF00230	mobidb-lite	NA	NA	NA	NA	PR00783	NA	cd00333	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-44.56-mRNA-1	IPR036259	SSF103473	GO:0055085	NA	G3DSA:1.20.1250.20	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	cd17325	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-41.205-mRNA-1	IPR021460	NA	NA	NA	NA	NA	PF11309	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-snap-gene-22.156-mRNA-1	IPR003615	NA	NA	NA	NA	NA	PF13391	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-28.146-mRNA-1	IPR002110	SSF48403	GO:0005515	NA	G3DSA:1.25.40.20	NA	PF12796	NA	NA	NA	PS50088;PS50181;PS50297	SM00248	NA	NA	NA	NA	NA
maker-SPDT01000005.1-snap-gene-52.9-mRNA-1	IPR029058	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	PF00135	NA	NA	NA	NA	NA	NA	NA	NA	PS00122	NA
snap_masked-SPDT01000006.1-processed-gene-15.26-mRNA-1	IPR027417	SSF52540	GO:0003924;GO:0005525	NA	G3DSA:3.40.50.300	TIGR00231	PF00071	mobidb-lite	NA	NA	PS51419	SM00175;SM00173;SM00174	PR00449	NA	NA	NA	NA
maker-SPDT01000007.1-snap-gene-50.149-mRNA-1	IPR003021	SSF55979	GO:0000077;GO:0042025;GO:0006487;GO:0034998	Reactome: R-HSA-176187|Reactome: R-HSA-5685938|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473	G3DSA:3.70.10.10	NA	PF05251;PF02144	NA	NA	NA	NA	NA	PR01245	NA	cd00577	NA	NA
maker-SPDT01000003.1-augustus-gene-19.88-mRNA-1	IPR032821	SSF50129;SSF53335;SSF47336;SSF51735;SSF52151;SSF55048;SSF53901	GO:0031177;GO:0003824;GO:0055114;GO:0016740;GO:0016491	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	G3DSA:3.40.50.720;G3DSA:3.40.47.10;G3DSA:3.40.366.10;G3DSA:3.90.180.10;G3DSA:3.10.129.110;G3DSA:1.10.1200.10;G3DSA:3.40.50.150	NA	PF16197;PF00109;PF13602;PF08659;PF00698;PF08240;PF02801;PF08242;PF14765	NA	NA	NA	PS50075	SM00823;SM00822;SM00825;SM00827;SM00826;SM00829	NA	NA	cd00833;cd05195;cd02440	PS00012;PS00606	NA
maker-SPDT01000005.1-augustus-gene-17.44-mRNA-1	IPR027417	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000007.1-snap-gene-19.238-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000008.1-processed-gene-11.131-mRNA-1	IPR002587	SSF55347;SSF51735	GO:0004512;GO:0006021;GO:0008654	KEGG: 00521+5.5.1.4|KEGG: 00562+5.5.1.4|MetaCyc: PWY-2301|MetaCyc: PWY-4661|MetaCyc: PWY-6372|MetaCyc: PWY-6580|MetaCyc: PWY-6664|Reactome: R-HSA-1855183	G3DSA:3.30.360.10;G3DSA:3.40.50.720	NA	PF07994;PF01658	NA	PIRSF015578	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-20.26-mRNA-1	IPR007590	NA	NA	NA	NA	NA	PF04502	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-14.47-mRNA-1	IPR036045	SSF56815;SSF51905	GO:0006904;GO:0016192;GO:0002098	Reactome: R-HSA-6787450	G3DSA:3.40.50.2060;G3DSA:3.50.50.60;G3DSA:3.90.830.10;G3DSA:3.40.50.1910;G3DSA:1.25.40.60;G3DSA:1.10.150.570	TIGR00136	PF13932;PF01134;PF00995	NA	NA	MF_00129	NA	SM01228	NA	NA	NA	PS01280;PS01281	NA
augustus_masked-SPDT01000002.1-processed-gene-18.141-mRNA-1	IPR019411	NA	GO:0008289	NA	NA	NA	PF10296	mobidb-lite	NA	NA	PS51847	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-61.88-mRNA-1	IPR001611	SSF52058	GO:0005515	NA	G3DSA:3.80.10.10	NA	NA	mobidb-lite	NA	NA	PS51450	SM00364;SM00369;SM00365	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-16.149-mRNA-1	IPR013698	SSF51905	GO:0004506;GO:0016021;GO:0050660;GO:0055114;GO:0016491	KEGG: 00100+1.14.14.17|KEGG: 00909+1.14.14.17|MetaCyc: PWY-5670|Reactome: R-HSA-191273|Reactome: R-HSA-2426168	G3DSA:3.30.9.50;G3DSA:3.50.50.60	NA	PF08491;PF01266	NA	NA	NA	NA	NA	PR00420	NA	NA	NA	NA
maker-SPDT01000004.1-augustus-gene-4.92-mRNA-1	IPR002937	SSF51905	GO:0016491;GO:0055114	NA	G3DSA:3.90.660.10;G3DSA:3.50.50.60	NA	PF01593;PF13450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000009.1-processed-gene-7.16-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
snap_masked-SPDT01000002.1-processed-gene-26.132-mRNA-1	IPR021036	NA	NA	NA	NA	NA	PF12298	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-67.15-mRNA-1	IPR029063	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-27.201-mRNA-1	IPR038377	NA	GO:0016020;GO:0022857;GO:0055085	NA	G3DSA:1.20.1730.10	TIGR00813	PF00474	NA	NA	NA	PS50283	NA	NA	NA	cd11476	NA	NA
maker-SPDT01000007.1-augustus-gene-9.36-mRNA-1	IPR011763	SSF52096	GO:0016874	MetaCyc: PWY-4381|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6722|Reactome: R-HSA-196780	G3DSA:3.90.226.10	NA	PF01039	NA	NA	NA	PS50989;PS50980	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-5.151-mRNA-1	IPR001849	SSF50729;SSF47769;SSF50044	GO:0005515	NA	G3DSA:2.30.30.40;G3DSA:1.10.150.50	NA	PF07647;PF14604;PF00169	mobidb-lite	NA	NA	PS50003;PS50002;PS50105	SM00454;SM00326;SM00233	PR00452	NA	cd09535;cd13316;cd11886	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-58.49-mRNA-1	IPR017441	SSF56112	GO:0005524;GO:0004672;GO:0006468;GO:0004707	KEGG: 04150+2.7.11.24|Reactome: R-HSA-168638|Reactome: R-HSA-171007|Reactome: R-HSA-376172|Reactome: R-HSA-4420097	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	PF00069	NA	PIRSF000615	NA	PS50011	SM00220	PR01773	NA	cd07857	PS00107;PS01351;PS00108	NA
maker-SPDT01000005.1-augustus-gene-25.50-mRNA-1	IPR010754	NA	NA	NA	NA	NA	PF07047	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-14.11-mRNA-1	IPR005599	NA	GO:0016757	NA	NA	NA	PF03901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-43.16-mRNA-1	IPR036778	SSF158694		KEGG: 00230+4.1.1.97|MetaCyc: PWY-5691|MetaCyc: PWY-7394|MetaCyc: PWY-7849	G3DSA:1.10.3330.10	NA	PF09349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000008.1-processed-gene-7.186-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000006.1-snap-gene-12.0-mRNA-1	IPR003439	SSF52540	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	NA	G3DSA:3.40.50.300	NA	PF00005;PF06472	NA	NA	NA	PS50893	SM00382	NA	Coil	cd03223	NA	NA
maker-SPDT01000005.1-snap-gene-44.164-mRNA-1	IPR036864	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	G3DSA:4.10.240.10	NA	PF04082	mobidb-lite	NA	NA	PS50048	SM00066;SM00906	NA	NA	cd00067;cd12148	PS00463	NA
maker-SPDT01000006.1-snap-gene-39.28-mRNA-1	IPR005225	SSF52540	GO:0005525	NA	G3DSA:3.40.50.300	TIGR00231	PF00025	NA	NA	NA	PS51417	SM00175;SM00178;SM00177	PR00328	Coil	cd04151	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-50.230-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000002.1-processed-gene-7.36-mRNA-1	IPR002889	NA	NA	NA	NA	NA	PF01822	mobidb-lite	NA	NA	PS51212	SM00321	PR01217	NA	NA	NA	NA
maker-SPDT01000010.1-snap-gene-13.3-mRNA-1	IPR000692	SSF53335	GO:0003723;GO:0006364;GO:0008168	NA	G3DSA:3.30.200.20;G3DSA:3.40.50.150	NA	PF01269	mobidb-lite	PIRSF006540	MF_00351	NA	SM01206	PR00052	NA	cd02440	NA	NA
maker-SPDT01000003.1-protein2genome-gene-3.41-mRNA-1	IPR002347	SSF51735	GO:0016491	NA	G3DSA:3.40.50.720	NA	PF00106	NA	NA	NA	NA	SM00822	PR00081;PR00080	NA	NA	PS00061	NA
augustus_masked-SPDT01000004.1-processed-gene-6.49-mRNA-1	IPR000375	SSF52540	GO:0005525;GO:0003924	NA	G3DSA:3.40.50.300	NA	PF01031;PF00350	mobidb-lite	NA	NA	PS51718;PS51388	SM00053	PR00195	Coil	cd08771	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-57.64-mRNA-1	IPR026885	NA	NA	NA	NA	NA	PF13329;PF09333	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-11.90-mRNA-1	IPR027539	SSF50182	GO:0007005;GO:0032865;GO:0000398;GO:0005681	Reactome: R-HSA-111367|Reactome: R-HSA-191859|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-73856|Reactome: R-HSA-77588	G3DSA:2.30.30.100	NA	PF12519;PF01423	mobidb-lite	NA	MF_03102	NA	SM00651	NA	NA	cd01718	NA	NA
snap_masked-SPDT01000006.1-processed-gene-1.28-mRNA-1	IPR001128	SSF48264;SSF103473	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0055085	NA	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20;G3DSA:1.10.630.10	NA	PF00067;PF07690	NA	NA	NA	NA	NA	PR00385;PR00463	NA	cd17323	PS00086	NA
maker-SPDT01000005.1-augustus-gene-8.38-mRNA-1	IPR023391	SSF103456	GO:0006605;GO:0006886;GO:0016020;GO:0015031;GO:0015450	Reactome: R-HSA-1236974|Reactome: R-HSA-1799339|Reactome: R-HSA-9609523	G3DSA:1.20.5.820	TIGR00327	PF00584	NA	NA	MF_00422	NA	NA	NA	NA	NA	PS01067	NA
maker-SPDT01000006.1-snap-gene-42.25-mRNA-1	IPR031468	NA	GO:0008289;GO:0007005;GO:0032865	NA	NA	NA	NA	mobidb-lite	NA	MF_03105	PS51847	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-55.46-mRNA-1	IPR023395	SSF103506	GO:0005347;GO:0055085	NA	G3DSA:1.50.40.10	NA	PF00153	mobidb-lite	NA	NA	PS50920	NA	PR00926	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-44.10-mRNA-1	IPR017853	SSF51445;SSF74650	GO:0004553;GO:0005975;GO:0003824;GO:0030246	NA	G3DSA:2.60.40.4040;G3DSA:2.60.40.1760;G3DSA:3.20.20.80	NA	PF01055;PF13802	mobidb-lite	NA	NA	NA	NA	NA	NA	cd14752	NA	NA
snap_masked-SPDT01000004.1-processed-gene-9.133-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-37.283-mRNA-1	IPR003807	SSF55298;SSF52402		MetaCyc: PWY-6482|MetaCyc: PWY-7546|Reactome: R-HSA-5358493	G3DSA:3.40.50.620;G3DSA:3.30.1330.40;G3DSA:3.90.1490.10	NA	PF02656;PF01902	mobidb-lite	NA	NA	NA	NA	NA	NA	cd01994;cd06156;cd06155	NA	NA
maker-SPDT01000007.1-augustus-gene-12.16-mRNA-1	IPR002347	SSF51735	GO:0016491	NA	NA	NA	PF00106	NA	NA	NA	NA	SM00822	PR00081;PR00080	NA	cd05233	PS00061	NA
augustus_masked-SPDT01000005.1-processed-gene-12.4-mRNA-1	IPR000086	SSF55811	GO:0016787	NA	NA	NA	PF00293	NA	NA	NA	PS51462	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-9.167-mRNA-1	IPR002110	SSF54556;SSF48403;SSF51445	GO:0005515;GO:0004553;GO:0005975;GO:0008061	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	G3DSA:1.25.40.20;G3DSA:1.25.40.960;G3DSA:3.10.50.10;G3DSA:3.20.20.80	NA	PF00704;PF13857;PF13637;PF00023	NA	NA	NA	PS50088;PS50297	SM00636;SM00248	PR01415	NA	NA	PS01095	NA
maker-SPDT01000003.1-snap-gene-4.267-mRNA-1	IPR013078	SSF53254	NA	NA	G3DSA:3.40.50.1240	NA	PF00300	NA	NA	NA	NA	SM00855	NA	NA	cd07040	NA	NA
augustus_masked-SPDT01000002.1-processed-gene-11.3-mRNA-1	IPR001680	SSF54928;SSF50978	GO:0005515;GO:0003676	NA	G3DSA:2.130.10.10;G3DSA:3.30.70.330	NA	PF00400;PF00076	mobidb-lite	NA	NA	PS50102;PS50082;PS50294	SM00320;SM00360	PR00320	NA	cd12372	PS00678	NA
maker-SPDT01000008.1-augustus-gene-9.26-mRNA-1	IPR001650	SSF52540	GO:0003676;GO:0005524	NA	G3DSA:3.40.50.300	NA	PF00271;PF00270	mobidb-lite	NA	NA	PS51192;PS51194	SM00490;SM00487	NA	NA	cd18795;cd18025	NA	NA
maker-SPDT01000007.1-augustus-gene-23.29-mRNA-1	IPR013149	SSF50129;SSF51735	GO:0055114;GO:0016491	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	PF00107;PF16884	NA	NA	NA	NA	SM00829	NA	NA	cd05288	NA	NA
maker-SPDT01000003.1-protein2genome-gene-39.54-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000009.1-snap-gene-9.4-mRNA-1	IPR001002	SSF54106;SSF57016	GO:0008061	NA	G3DSA:3.10.350.10;G3DSA:3.30.60.10	NA	PF00187;PF01476	NA	NA	NA	PS51782	SM00257	NA	NA	cd00118;cd00035	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-30.233-mRNA-1	IPR036412	SSF56784	NA	NA	G3DSA:1.10.150.750;G3DSA:3.40.50.1000	NA	PF13419	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00003;SFLDG01129
maker-SPDT01000002.1-snap-gene-1.49-mRNA-1	IPR041492	SSF56784	GO:0016787	NA	G3DSA:1.10.150.240;G3DSA:3.40.50.1000	TIGR01509	PF13419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000002.1-snap-gene-13.46-mRNA-1	IPR011419	SSF160909	GO:0043461	NA	G3DSA:1.10.3580.10;G3DSA:3.30.2180.30	NA	PF07542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000010.1-processed-gene-9.93-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000003.1-snap-gene-6.9-mRNA-1	IPR003593	SSF90123;SSF52540	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	NA	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	NA	PF00005;PF00664	mobidb-lite	NA	NA	PS50929;PS50893	SM00382	NA	NA	cd03249;cd18577;cd18578	PS00211	NA
maker-SPDT01000007.1-snap-gene-33.98-mRNA-1	IPR022764	SSF144091	GO:0004252;GO:0016021	NA	G3DSA:1.20.1540.10	NA	PF01694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000006.1-protein2genome-gene-16.155-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000002.1-snap-gene-34.187-mRNA-1	IPR013320	SSF49899	GO:0004553;GO:0005975	NA	G3DSA:2.60.120.200	NA	NA	NA	NA	NA	PS51762	NA	NA	NA	cd02181	NA	NA
maker-SPDT01000001.1-augustus-gene-44.130-mRNA-1	IPR006195	SSF50249;SSF55681	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0003676;GO:0004816;GO:0006421	KEGG: 00970+6.1.1.22	G3DSA:2.40.50.140;G3DSA:3.30.930.10;G3DSA:1.10.10.1430	TIGR00457	PF00152;PF01336	mobidb-lite	NA	NA	PS50862	NA	PR01042	Coil	cd04323;cd00776	NA	NA
maker-SPDT01000002.1-augustus-gene-30.2-mRNA-1	IPR008930	SSF48239;SSF48452;SSF49764	GO:0016866;GO:0005515;GO:0000250;GO:0005811;GO:0016104;GO:0042300	Reactome: R-HSA-191273|Reactome: R-HSA-2426168	G3DSA:1.50.10.20;G3DSA:2.40.50.310;G3DSA:2.60.40.790;G3DSA:1.25.40.10	TIGR01787	PF05002;PF13249;PF13243;PF04969	mobidb-lite	NA	NA	PS51048;PS51203	NA	NA	NA	cd02892;cd06466	PS01074	SFLDG01016
maker-SPDT01000007.1-snap-gene-43.80-mRNA-1	IPR008255	SSF51905	GO:0016491;GO:0055114	NA	G3DSA:3.50.50.60	NA	PF07992	NA	NA	NA	NA	NA	PR00368;PR00469	NA	NA	PS00573	NA
maker-SPDT01000005.1-augustus-gene-0.18-mRNA-1	IPR000757	SSF49899	GO:0004553;GO:0005975	NA	G3DSA:2.60.120.200	NA	PF00722	mobidb-lite	NA	NA	PS51762	NA	NA	NA	cd08023	NA	NA
maker-SPDT01000004.1-augustus-gene-26.156-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-49.232-mRNA-1	IPR041447	SSF49303;SSF49785;SSF51445	GO:0004553;GO:0005975	KEGG: 00511+3.2.1.25|Reactome: R-HSA-6798695|Reactome: R-HSA-8853383	G3DSA:2.60.120.260;G3DSA:3.20.20.80;G3DSA:2.60.40.10	NA	PF17786;PF17753;PF00703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-15.72-mRNA-1	IPR018961	NA	NA	NA	NA	NA	PF09350	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000009.1-processed-gene-8.26-mRNA-1	IPR040595	SSF82199;SSF54001	GO:0006508;GO:0008234;GO:0005515	NA	G3DSA:2.170.270.10;G3DSA:3.40.395.10	NA	PF18601;PF18600;PF02902;PF18264;PF00856	mobidb-lite	NA	NA	PS50280;PS51633	SM00317	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-30.222-mRNA-1	IPR005828	SSF103473	GO:0016021;GO:0022857;GO:0055085;GO:0016020	Reactome: R-HSA-189200	G3DSA:1.20.1250.20	TIGR00879	PF00083	mobidb-lite	NA	NA	PS50850	NA	PR00171	NA	cd17315	PS00217	NA
maker-SPDT01000001.1-snap-gene-45.0-mRNA-1	IPR011333	SSF54695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd18186	NA	NA
snap_masked-SPDT01000007.1-processed-gene-49.261-mRNA-1	IPR011009	SSF56112	GO:0004672;GO:0005524;GO:0006468	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	PF00069	mobidb-lite	NA	NA	PS50011	SM00220	NA	NA	NA	PS00108	NA
maker-SPDT01000002.1-snap-gene-10.104-mRNA-1	IPR002347	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	PF00106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000010.1-augustus-gene-8.251-mRNA-1	IPR018200	SSF54001;SSF49599	GO:0006511;GO:0036459;GO:0016579;GO:0005515	Reactome: R-HSA-5689880	G3DSA:3.90.70.10;G3DSA:3.10.20.90;G3DSA:2.60.210.10	NA	PF00443;PF00917;PF14533;PF12436	mobidb-lite	NA	NA	PS50235;PS50144	SM00061	NA	Coil	cd02659	PS00973;PS00972	NA
maker-SPDT01000001.1-protein2genome-gene-17.80-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-2.39-mRNA-1	IPR019327	NA	NA	NA	NA	NA	PF10180	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-31.37-mRNA-1	IPR012312	NA		Reactome: R-HSA-390471|Reactome: R-HSA-8951664|Reactome: R-HSA-917937|Reactome: R-HSA-983168	G3DSA:1.20.120.520	NA	PF01814	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-17.37-mRNA-1	NA	NA	NA	NA	G3DSA:2.60.40.2970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-12.25-mRNA-1	IPR008839	NA	NA	NA	NA	NA	PF05546	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-48.218-mRNA-1	IPR018853	NA	NA	NA	NA	NA	PF10446	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000002.1-snap-gene-22.21-mRNA-1	IPR001757	SSF81665;SSF81653;SSF56784;SSF55008	GO:0016021;GO:0000166;GO:0030001;GO:0046872;GO:0006812;GO:0019829	Reactome: R-HSA-936837	G3DSA:3.40.50.1000;G3DSA:2.70.150.20;G3DSA:3.40.1110.10;G3DSA:3.30.70.100	TIGR01494;TIGR01511;TIGR01525	PF00122;PF00702	NA	NA	NA	PS50846	NA	PR00119	NA	cd00371	PS00154	SFLDS00003;SFLDF00027
maker-SPDT01000007.1-augustus-gene-47.12-mRNA-1	IPR019340	NA		Reactome: R-HSA-3214847|Reactome: R-HSA-5689880	NA	NA	PF10198	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000003.1-snap-gene-33.153-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-65.111-mRNA-1	IPR036526	SSF56317	GO:0006807	NA	G3DSA:3.60.110.10	NA	PF00795	mobidb-lite	NA	NA	PS50263	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-snap-gene-14.154-mRNA-1	IPR002293	NA	GO:0016020;GO:0022857;GO:0055085	NA	G3DSA:1.20.1740.10	NA	PF13520	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-27.5-mRNA-1	IPR042451	NA	GO:0008270	NA	G3DSA:2.60.120.1040;G3DSA:2.20.25.420	TIGR00310	PF03367	mobidb-lite	NA	NA	NA	SM00709	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000003.1-processed-gene-11.94-mRNA-1	IPR012337	SSF53098	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-snap-gene-16.13-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
