Gene	interpro	GO	ProSiteProfiles	MobiDBLite	Pfam	PATHWAY	SMART	PANTHER	Coils	Phobius	TMHMM	ProSitePatterns	CDD	PRINTS	Gene3D	SUPERFAMILY	TIGRFAM	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	SFLD	Hamap	PIRSF	ProDom
maker-NQYR01000015.1-augustus-gene-3.3-mRNA-1	IPR001789	GO:0000160;GO:0000155;GO:0007165;GO:0016310;GO:0016772;GO:0005515	PS50110;PS50109	mobidb-lite	PF00072;PF02518;PF00512;PF01590	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	SM00448;SM00387;SM00388	PTHR43719;PTHR43719:SF11	Coil	NA	NA	NA	cd00156;cd00082;cd00075	PR00344	G3DSA:3.40.50.2300;G3DSA:1.10.287.130;G3DSA:3.30.450.40;G3DSA:3.30.565.10	SSF47384;SSF55874;SSF55781;SSF52172	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000015.1-processed-gene-1.46-mRNA-1	IPR016181	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	cd04301	NA	NA	SSF55729	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000011.1-augustus-gene-11.30-mRNA-1	IPR005576	GO:0003899;GO:0006351	NA	NA	PF03876;PF08292	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	PTHR12709:SF1;PTHR12709	NA	NA	NA	NA	cd04330	NA	G3DSA:2.40.50.140;G3DSA:3.30.1490.120	SSF88798;SSF50249	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-9.15-mRNA-1	IPR009051	GO:0051536;GO:0006537;GO:0015930;GO:0016638;GO:0055114;GO:0016491;GO:0016639;GO:0006807;GO:0003824;GO:0005506;GO:0010181;GO:0016040;GO:0050660	PS51278	NA	PF01645;PF01493;PF14691;PF00310;PF04898;PF07992	Reactome: R-HSA-73621	NA	PTHR11938:SF1;PTHR11938	NA	NA	NA	NA	cd02808;cd00713;cd00982	PR00419	G3DSA:1.10.1060.10;G3DSA:2.160.20.60;G3DSA:3.50.50.60;G3DSA:3.20.20.70;G3DSA:3.60.20.10	SSF46548;SSF51971;SSF69336;SSF51395;SSF56235	TIGR01317	NA	NA	NA	NA	NA	PIRSF000187	NA
augustus_masked-NQYR01000015.1-processed-gene-0.4-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000013.1-processed-gene-8.20-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-0.16-mRNA-1	IPR036217	GO:0003908;GO:0006281;GO:0003824;GO:0005198;GO:0051536;GO:0097428	NA	mobidb-lite	PF01035;PF01521	Reactome: R-HSA-5657655	NA	PTHR10072:SF41;PTHR10072	NA	NA	NA	PS00374;PS01152	cd06445	NA	G3DSA:1.10.10.10;G3DSA:2.60.300.12	SSF46767;SSF89360	TIGR00589;TIGR00049	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000012.1-processed-gene-7.8-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR42064	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000013.1-augustus-gene-6.7-mRNA-1	IPR004837	GO:0016021;GO:0055085	NA	mobidb-lite	PF01699	Reactome: R-HSA-425561	NA	PTHR31503;PTHR31503:SF20	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	G3DSA:1.20.1420.30	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-4.6-mRNA-1	IPR003864	GO:0016020	NA	mobidb-lite	PF02714;PF13967;PF14703	NA	NA	PTHR13018;PTHR13018:SF83	Coil	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000005.1-processed-gene-6.5-mRNA-1	IPR003892	GO:0005515	PS51140	mobidb-lite	PF02845	NA	SM00546	PTHR21494:SF0;PTHR21494	NA	NA	NA	NA	cd14364	NA	G3DSA:1.10.8.10	SSF46934	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-10.17-mRNA-1	IPR036320	GO:0000162;GO:0004048;GO:0016757	NA	NA	PF00591;PF02885	Reactome: R-HSA-73614|Reactome: R-HSA-73621	NA	PTHR43285	NA	NA	NA	NA	NA	NA	G3DSA:3.40.1030.10;G3DSA:1.20.970.10	SSF47648;SSF52418	TIGR01245	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-27.8-mRNA-1	IPR003903	GO:0006886;GO:0046872	PS50330;PS50179;PS50178	mobidb-lite	PF01363;PF02809;PF00790	Reactome: R-HSA-182971|Reactome: R-HSA-432720|Reactome: R-HSA-5689880|Reactome: R-HSA-6807004|Reactome: R-HSA-8856825|Reactome: R-HSA-8856828|Reactome: R-HSA-8875360|Reactome: R-HSA-917729	SM00726;SM00288;SM00064	PTHR13856;PTHR13856:SF100	Coil	NA	NA	NA	cd15735;cd03569	NA	G3DSA:1.25.40.90;G3DSA:3.30.40.10	SSF48464;SSF57903	NA	NA	NA	NA	NA	NA	PIRSF036956	NA
augustus_masked-NQYR01000006.1-processed-gene-12.36-mRNA-1	IPR001926	GO:0006520;GO:0030170	NA	NA	PF00291	NA	NA	PTHR43419;PTHR43419:SF9	NA	NA	NA	PS00165	NA	NA	G3DSA:3.40.50.1100	SSF53686	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000007.1-processed-gene-20.18-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-19.5-mRNA-1	IPR005479	GO:0005524;GO:0003989;GO:0006633;GO:0016874;GO:0046872	PS50989;PS50979;PS50975;PS50968;PS50980	NA	PF00364;PF01039;PF00289;PF08326;PF02786;PF02785	MetaCyc: PWY-4381|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6722|Reactome: R-HSA-196780	SM00878	PTHR18866:SF6;PTHR18866	NA	NA	NA	PS00866;PS00867;PS00188	cd06850	NA	G3DSA:3.90.226.10;G3DSA:3.90.1770.10;G3DSA:3.30.470.20;G3DSA:2.40.460.10;G3DSA:3.40.50.12210;G3DSA:3.30.1490.20;G3DSA:2.40.50.100	SSF52096;SSF52440;SSF51230;SSF56059;SSF51246	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-22.26-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR38701	Coil	NA	NA	NA	cd14688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-40.16-mRNA-1	IPR038883	NA	NA	mobidb-lite	NA	NA	NA	PTHR42085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-24.24-mRNA-1	IPR006876	NA	NA	mobidb-lite	PF04791	NA	NA	PTHR16130	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000007.1-processed-gene-18.30-mRNA-1	IPR017168	GO:0005618;GO:0016798;GO:0071555;GO:0004553;GO:0005975	PS51762	mobidb-lite	PF00722	NA	NA	PTHR10963;PTHR10963:SF27	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;TRANSMEMBRANE	NA	NA	cd02183	NA	G3DSA:2.60.120.200	SSF49899	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	PIRSF037299	NA
maker-NQYR01000011.1-augustus-gene-5.26-mRNA-1	IPR007034	GO:0005634;GO:0042254	PS51714	mobidb-lite	PF08142;PF04950	Reactome: R-HSA-6791226	SM01362;SM00785	PTHR12858:SF1;PTHR12858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-37.34-mRNA-1	IPR036910	NA	PS50118	mobidb-lite	PF00505	NA	SM00398	NA	Coil	NA	NA	NA	cd01390	NA	G3DSA:1.10.30.10	SSF47095	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000011.1-processed-gene-14.15-mRNA-1	IPR029209		NA	NA	PF14881;PF10644	Reactome: R-HSA-380320	NA	PTHR13391	NA	NA	NA	NA	NA	NA	NA	SSF52490	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-0.26-mRNA-1	IPR001248	GO:0016020;GO:0022857;GO:0055085	NA	NA	PF02133	NA	NA	PTHR30618:SF11;PTHR30618	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	G3DSA:1.10.4160.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-28.18-mRNA-1	IPR001841	GO:0005675;GO:0006289;GO:0045737;GO:0061575	PS50089	NA	PF17121;PF06391	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-69202|Reactome: R-HSA-69231|Reactome: R-HSA-69273|Reactome: R-HSA-69656|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8939236	NA	PTHR12683;PTHR12683:SF13	Coil	NA	NA	PS00518	NA	NA	G3DSA:3.30.40.10	SSF57850	TIGR00570	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000010.1-augustus-gene-11.32-mRNA-1	IPR005002	GO:0004615;GO:0005737;GO:0009298	NA	NA	PF03332	KEGG: 00051+5.4.2.8|KEGG: 00520+5.4.2.8|MetaCyc: PWY-5659|MetaCyc: PWY-7456|MetaCyc: PWY-7586|MetaCyc: PWY-882|Reactome: R-HSA-446205	NA	PTHR10466;PTHR10466:SF0	NA	NA	NA	NA	cd02585	NA	G3DSA:3.40.50.1000;G3DSA:3.30.1240.20	SSF56784	TIGR01484	NA	NA	NA	SFLDG01143;SFLDF00445	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-33.0-mRNA-1	IPR036188	GO:0016491;GO:0055114	NA	mobidb-lite	PF07992	Reactome: R-HSA-1614517	NA	PTHR10632:SF12;PTHR10632	NA	NA	NA	NA	NA	NA	G3DSA:3.50.50.60	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-6.20-mRNA-1	IPR001736	GO:0003824;GO:0004630;GO:0006654;GO:0048017;GO:0035091	PS50035	mobidb-lite	PF00614;PF00787;PF13091	Reactome: R-HSA-1483148	SM00155	PTHR18896:SF113;PTHR18896	NA	NA	NA	NA	cd09138;cd09141;cd01254	NA	G3DSA:3.30.870.10	SSF56024	NA	NA	NA	NA	NA	NA	PIRSF009376	NA
maker-NQYR01000007.1-augustus-gene-9.4-mRNA-1	IPR004087	GO:0003676;GO:0003723;GO:0005634	PS50084	mobidb-lite	PF00013;PF06159	Reactome: R-HSA-8876198	SM00322	PTHR15744	Coil	NA	NA	NA	NA	NA	G3DSA:3.30.1370.10	SSF54791	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-22.32-mRNA-1	IPR002219	GO:0035556;GO:0004672;GO:0005524;GO:0006468;GO:0007165;GO:0004697;GO:0009272;GO:0004674	PS50081;PS50011;PS51285	mobidb-lite	PF00069;PF02185;PF00130;PF00433	KEGG: 04070+2.7.11.13	SM00239;SM00220;SM00109;SM00742;SM00133	PTHR24356;PTHR24356:SF240	Coil	NA	NA	PS00479;PS00107	cd11620;cd00029;cd08689	NA	G3DSA:3.30.60.20;G3DSA:1.10.287.160;G3DSA:3.30.200.20	SSF49562;SSF57889;SSF56112;SSF46585	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000007.1-processed-gene-24.14-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-8.43-mRNA-1	IPR036513	GO:0008271;GO:0008272;GO:0016020;GO:0055085;GO:0015116;GO:0016021	PS50801;PS50042	mobidb-lite	PF00916;PF01740;PF00027	NA	SM00100	PTHR11814;PTHR11814:SF59	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	cd00038;cd07042	NA	G3DSA:3.30.750.24;G3DSA:2.60.120.10	SSF51206;SSF52091	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-18.46-mRNA-1	IPR032691	GO:0015031	NA	mobidb-lite	PF12783;PF16206;PF16213	NA	NA	PTHR44195	Coil	NA	NA	NA	NA	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-15.0-mRNA-1	IPR001727	NA	NA	mobidb-lite	PF01169	NA	NA	PTHR12608:SF1;PTHR12608	Coil	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	TMhelix	PS01214	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-20.4-mRNA-1	IPR001248	GO:0016020;GO:0022857;GO:0055085	NA	NA	PF02133	NA	NA	PTHR30618;PTHR30618:SF2	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	cd11482	NA	G3DSA:1.10.4160.10	NA	TIGR00800	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000009.1-augustus-gene-6.3-mRNA-1	IPR006597	GO:0005515	NA	mobidb-lite	PF08238	NA	SM00671	PTHR11102	Coil	NA	NA	NA	NA	NA	G3DSA:1.25.40.10	SSF81901	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000012.1-augustus-gene-10.52-mRNA-1	IPR011053	GO:0005960;GO:0019464	PS50968	NA	PF01597	Reactome: R-HSA-389661|Reactome: R-HSA-6783984	NA	PTHR11715:SF3;PTHR11715	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	PS00189	cd06848	NA	G3DSA:2.40.50.100	SSF51230	TIGR00527	NA	NA	NA	NA	MF_00272	NA	NA
maker-NQYR01000012.1-augustus-gene-2.34-mRNA-1	IPR001313	GO:0003723;GO:0003676	PS50302;PS50102;PS50303	mobidb-lite	PF00806;PF00076	NA	SM00025;SM00360	PTHR12537;PTHR12537:SF73	Coil	NA	NA	NA	cd00590	NA	G3DSA:3.30.70.330;G3DSA:1.25.10.10	SSF54928;SSF48371	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000004.1-processed-gene-2.25-mRNA-1	IPR002885	GO:0005515	PS51375	mobidb-lite	PF13041;PF01535	NA	NA	PTHR44149;PTHR44149:SF3	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.10	NA	TIGR00756	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000006.1-augustus-gene-18.31-mRNA-1	IPR013562	GO:0008080;GO:0005524;GO:0016072;GO:0034470	NA	mobidb-lite	PF08351;PF13718;PF13725;PF05127	Reactome: R-HSA-6790901	NA	PTHR10925:SF5;PTHR10925	NA	NA	NA	NA	NA	NA	G3DSA:3.40.630.30	NA	NA	NA	NA	NA	NA	MF_03211	NA	NA
maker-NQYR01000012.1-augustus-gene-3.35-mRNA-1	IPR013657	GO:0055085	NA	mobidb-lite	PF08449	NA	NA	PTHR10778;PTHR10778:SF10	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	SSF103481	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-6.15-mRNA-1	IPR016315	GO:0006783;GO:0008495;GO:0031966;GO:0016021;GO:0016765;GO:0048034	NA	mobidb-lite	PF01040	Reactome: R-HSA-189451	NA	PTHR43448:SF2;PTHR43448	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	PS00943	cd13957	NA	G3DSA:1.10.357.140	NA	NA	NA	NA	NA	NA	MF_00154	PIRSF001773	NA
augustus_masked-NQYR01000006.1-processed-gene-22.21-mRNA-1	IPR000253	GO:0005515	PS50006	mobidb-lite	PF00498	NA	SM00240	PTHR15715;PTHR15715:SF37	Coil	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	cd00060	NA	G3DSA:2.60.200.20	SSF49879	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000017.1-augustus-gene-1.16-mRNA-1	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0016020;GO:0005215	PS50850	NA	PF00083	Reactome: R-HSA-189200	NA	PTHR23500;PTHR23500:SF125	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	TMhelix	PS00216;PS00217	cd06174	PR00171	G3DSA:1.20.1250.20	SSF103473	TIGR00879	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-19.22-mRNA-1	IPR017871	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	PS50893;PS50929	mobidb-lite	PF00005;PF00664	NA	SM00382	PTHR24223;PTHR24223:SF240	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	PS00211	cd03244	NA	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	SSF90123;SSF52540	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-3.6-mRNA-1	IPR010935	GO:0005515;GO:0005524;GO:0005694;GO:0051276	NA	mobidb-lite	PF06470;PF02463	NA	SM00968	PTHR43939;PTHR43939:SF1	Coil	NA	NA	NA	cd03274	NA	G3DSA:1.20.5.340;G3DSA:3.40.50.300;G3DSA:1.20.1060.20;G3DSA:3.30.70.1620	SSF52540;SSF57997;SSF75553	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-4.25-mRNA-1	IPR021109	GO:0004190;GO:0006508	PS51767	NA	PF00026	NA	NA	PTHR13683:SF345;PTHR13683	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	PS00141	cd06097	PR00792	G3DSA:2.40.70.10	SSF50630	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000011.1-augustus-gene-4.10-mRNA-1	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	PS50893;PS50929	mobidb-lite	PF00664;PF00005	NA	SM00382	PTHR24221:SF406;PTHR24221	Coil	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	PS00211	cd03253	NA	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	SSF52540;SSF90123	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000009.1-processed-gene-15.34-mRNA-1	IPR014044	GO:0005576	NA	NA	PF00188	NA	SM00198	PTHR10334:SF312;PTHR10334	NA	SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	TMhelix	PS01009	NA	PR00837	G3DSA:3.40.33.10	SSF55797	NA	SignalP-noTM	SignalP-TM	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-19.28-mRNA-1	IPR011990	GO:0005515	PS50005;PS50293	mobidb-lite	PF17830;PF13424;PF13181	NA	SM00028;SM00727	PTHR22904:SF488;PTHR22904	Coil	NA	NA	NA	NA	NA	G3DSA:1.10.260.100;G3DSA:1.25.40.10	SSF48452	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-47.28-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR33048	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-26.30-mRNA-1	IPR002772	GO:0004553;GO:0005975	NA	NA	PF01915;PF00933;PF14310	NA	SM01217	PTHR42715:SF5;PTHR42715	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	PR00133	G3DSA:3.20.20.300;G3DSA:3.40.50.1700;G3DSA:2.60.40.10	SSF51445;SSF52279	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000007.1-processed-gene-17.26-mRNA-1	IPR004827	GO:0003700;GO:0006355	NA	mobidb-lite	NA	NA	NA	PTHR39607:SF1;PTHR39607	Coil	NA	NA	PS00036	cd14688	NA	NA	SSF57959	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000013.1-processed-gene-3.25-mRNA-1	IPR004431	GO:0003861;GO:0009098;GO:0009316;GO:0051539	NA	mobidb-lite	PF00694;PF00330	KEGG: 00290+4.2.1.33	NA	PTHR43822:SF3;PTHR43822	NA	NA	NA	PS01244;PS00450	cd01583;cd01577	PR00415	G3DSA:3.20.19.10;G3DSA:3.30.499.20;G3DSA:3.30.499.10	SSF52016;SSF53732	TIGR00171;TIGR00170	NA	NA	NA	NA	MF_01031;MF_01026	PIRSF001418	NA
maker-NQYR01000001.1-augustus-gene-37.44-mRNA-1	IPR029055	GO:0004298;GO:0005839;GO:0051603;GO:0004175	PS51476	NA	PF00227	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	PTHR11599:SF5;PTHR11599	NA	NA	NA	PS00854	cd03760	NA	G3DSA:3.60.20.10	SSF56235	NA	NA	NA	NA	NA	NA	PIRSF001213	NA
maker-NQYR01000007.1-augustus-gene-14.1-mRNA-1	IPR007862	GO:0004017;GO:0005524;GO:0006139;GO:0019205;GO:0006172;GO:0016776	NA	NA	PF05191;PF00406	KEGG: 00230+2.7.4.3|KEGG: 00730+2.7.4.3|MetaCyc: PWY-7219	NA	PTHR23359;PTHR23359:SF117	Coil	NA	NA	PS00113	cd01428	PR00094	G3DSA:3.40.50.300	SSF52540	TIGR01351	NA	NA	NA	NA	MF_00235;MF_03168	NA	NA
augustus_masked-NQYR01000007.1-processed-gene-13.15-mRNA-1	IPR036852	GO:0004252;GO:0006508;GO:0008236	PS51695	NA	PF09286;PF00082	Reactome: R-HSA-381038	SM00944	PTHR14218;PTHR14218:SF18	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	cd11377;cd04056	NA	G3DSA:3.40.50.200	SSF52743;SSF54897	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000015.1-processed-gene-1.35-mRNA-1	IPR036866	GO:0008033	NA	mobidb-lite	PF12706;PF13691	Reactome: R-HSA-6784531|Reactome: R-HSA-6785470|Reactome: R-HSA-8868766	NA	PTHR12553:SF49;PTHR12553	NA	NA	NA	NA	cd07718	NA	G3DSA:3.60.15.10	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA
