Gene	MobiDBLite	Phobius	interpro	Pfam	TMHMM	PANTHER	GO	Coils	Gene3D	CDD	PATHWAY	SUPERFAMILY	ProSiteProfiles	SFLD	PRINTS	TIGRFAM	ProSitePatterns	SMART	PIRSF	Hamap	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	ProDom
maker-scaffold72-augustus-gene-0.59-mRNA-1	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR020846	PF00083	TMhelix	PTHR24064;PTHR24064:SF337	GO:0016021;GO:0022857;GO:0055085;GO:0005215	NA	NA	cd06174	NA	SSF103473	PS50850	NA	NA	NA	PS00217	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold170-processed-gene-0.10-mRNA-1	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR009571	PF06687	TMhelix	PTHR28013:SF5;PTHR28013	GO:0005886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold20-processed-gene-0.371-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR036259	PF13347	TMhelix	PTHR19432;PTHR19432:SF30	NA	Coil	G3DSA:1.20.1250.20	NA	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold251-augustus-gene-0.63-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold38-processed-gene-0.216-mRNA-1	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	IPR023346	NA	NA	NA	NA	NA	G3DSA:1.10.530.10	NA	NA	SSF53955	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
maker-scaffold36-augustus-gene-0.285-mRNA-1	mobidb-lite	NA	IPR002933	PF01546;PF07687;PF00400	NA	PTHR43270:SF8;PTHR43270	GO:0016787;GO:0005515;GO:0006508;GO:0008237;GO:0006751	NA	G3DSA:3.40.630.10;G3DSA:2.130.10.10;G3DSA:3.30.70.360	NA	NA	SSF50978;SSF53187	PS50082;PS50294	NA	NA	NA	PS00758;PS00678	SM00320	PIRSF037237	NA	NA	NA	NA	NA
maker-scaffold275-augustus-gene-0.51-mRNA-1	NA	NA	IPR008948	PF10415;PF00206	NA	PTHR11444;PTHR11444:SF1	GO:0003824;GO:0006099;GO:0016829;GO:0004333;GO:0006106;GO:0045239	Coil	G3DSA:1.10.275.10;G3DSA:1.20.200.10;G3DSA:1.10.40.30	cd01362	KEGG: 00020+4.2.1.2|KEGG: 00620+4.2.1.2|KEGG: 00720+4.2.1.2|MetaCyc: PWY-5392|MetaCyc: PWY-561|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7254|MetaCyc: PWY-7384|Reactome: R-HSA-71403	SSF48557	NA	NA	PR00149	TIGR00979	PS00163	NA	NA	MF_00743	NA	NA	NA	NA
maker-scaffold7-snap-gene-0.29-mRNA-1	mobidb-lite	NA	IPR007502	PF04408;PF00270;PF00271	NA	PTHR18934;PTHR18934:SF190	GO:0004386;GO:0003676;GO:0005524	Coil	G3DSA:1.20.120.1080;G3DSA:3.40.50.300	cd00046;cd00079	NA	SSF52540	PS51192;PS51194	NA	NA	NA	NA	SM00847;SM00487;SM00490	NA	NA	NA	NA	NA	NA
snap_masked-scaffold5-processed-gene-2.356-mRNA-1	NA	NA	IPR011047	PF03178;PF10433	NA	PTHR10644:SF3;PTHR10644	GO:0005515;GO:0003676;GO:0005634;GO:0006281	Coil	G3DSA:2.130.10.10;G3DSA:3.30.980.30	NA	Reactome: R-HSA-110314|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-8951664	SSF50998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold12-snap-gene-0.199-mRNA-1	NA	NA	IPR000717	PF01399;PF18261	NA	PTHR10539;PTHR10539:SF0		Coil	G3DSA:1.25.40.570	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	SSF46785	PS50250	NA	NA	NA	NA	SM00088;SM00753	NA	NA	NA	NA	NA	NA
maker-scaffold13-snap-gene-0.6-mRNA-1	mobidb-lite	NA	IPR001650	PF00270;PF00271	NA	PTHR24031:SF406;PTHR24031	GO:0003676;GO:0005524	NA	G3DSA:3.40.50.300	cd00079;cd00268	NA	SSF52540	PS51194;PS51195;PS51192	NA	NA	NA	PS00039	SM00487;SM00490	NA	NA	NA	NA	NA	NA
maker-scaffold218-snap-gene-0.0-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR014743	PF00654	TMhelix	PTHR11689:SF65;PTHR11689	GO:0005247;GO:0006821;GO:0016020;GO:0055085	NA	G3DSA:1.10.3080.10;G3DSA:3.90.1280.20;G3DSA:3.10.580.20	cd03684;cd04591	Reactome: R-HSA-2672351	SSF54631;SSF81340	PS51371	NA	PR00762	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
snap_masked-scaffold112-processed-gene-0.128-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	IPR023395	PF00153	NA	PTHR24089:SF45;PTHR24089	GO:0022857	NA	G3DSA:1.50.40.10	NA	NA	SSF103506	PS50920	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
snap_masked-scaffold43-processed-gene-0.225-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-scaffold145-processed-gene-0.9-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold50-snap-gene-0.106-mRNA-1	NA	NA	IPR011057	PF04828	NA	PTHR33337:SF6;PTHR33337	GO:0016846	NA	G3DSA:2.170.150.70	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	SSF51316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold249-processed-gene-0.88-mRNA-1	mobidb-lite	NA	IPR036910	PF00505	NA	PTHR10270;PTHR10270:SF246	NA	NA	G3DSA:1.10.30.10	NA	NA	SSF47095	PS50118	NA	NA	NA	NA	SM00398	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold118-processed-gene-0.54-mRNA-1	mobidb-lite	NA	IPR000008	PF00168	NA	PTHR10774;PTHR10774:SF151	GO:1903474	NA	G3DSA:2.60.40.150	cd08681	NA	SSF49562	PS50004	NA	NA	NA	NA	SM00239	NA	NA	NA	NA	NA	NA
snap_masked-scaffold4-processed-gene-2.85-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR022057	PF12271	TMhelix	PTHR35329;PTHR35329:SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold33-augustus-gene-0.106-mRNA-1	mobidb-lite	NA	IPR022745	PF12152;PF02854	NA	PTHR23253;PTHR23253:SF9	GO:0003723;GO:0005515	Coil	G3DSA:1.25.40.180	NA	NA	SSF101489;SSF48371	NA	NA	NA	NA	NA	SM00543	NA	NA	NA	SignalP-TM	NA	NA
maker-scaffold247-augustus-gene-0.65-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	TMhelix	PTHR37451;PTHR37451:SF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
maker-scaffold35-snap-gene-0.322-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR006634	PF03798;PF08390	TMhelix	PTHR12560;PTHR12560:SF0	GO:0016021	NA	NA	NA	Reactome: R-HSA-1660661	NA	PS50922	NA	NA	NA	NA	SM00724	NA	NA	NA	NA	NA	NA
maker-scaffold86-augustus-gene-0.9-mRNA-1	mobidb-lite	NA	IPR003395	PF02463;PF06470	NA	PTHR18937;PTHR18937:SF12	GO:0005515;GO:0005524;GO:0005694;GO:0051276;GO:0003682;GO:0007064;GO:0008278;GO:0046982	Coil	G3DSA:1.20.1060.20;G3DSA:3.30.70.1620;G3DSA:3.40.50.300	cd03275	NA	SSF52540;SSF75553	NA	NA	NA	NA	NA	SM00968	PIRSF005719	NA	NA	NA	NA	NA
maker-scaffold67-snap-gene-0.5-mRNA-1	mobidb-lite	NA	IPR021582	PF11489	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold100-snap-gene-0.24-mRNA-1	NA	NA	IPR036322	PF00400	NA	PTHR44006	GO:0005515	NA	G3DSA:2.130.10.10	cd00200	NA	SSF50978	PS50082;PS50294	NA	PR00320	NA	PS00678	SM00320	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold5-processed-gene-2.389-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR008839	PF05546	TMhelix	PTHR31961	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold173-snap-gene-0.96-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR036259	PF07690	TMhelix	PTHR43791;PTHR43791:SF6	GO:0016021;GO:0055085	NA	G3DSA:1.20.1250.20	cd06174	NA	SSF103473	PS50850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold307-snap-gene-0.37-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR005828	PF00083	TMhelix	PTHR23508;PTHR23508:SF10	GO:0016021;GO:0022857;GO:0055085	NA	G3DSA:1.20.1250.20	cd06174	NA	SSF103473	PS50850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold7-snap-gene-0.25-mRNA-1	mobidb-lite	NA	IPR036872	PF00307	NA	PTHR19961:SF18;PTHR19961	GO:0005515;GO:0051015;GO:0051017	NA	G3DSA:1.10.418.10	cd00014	NA	SSF47576;SSF47473	PS50021	NA	NA	NA	PS00020;PS00018	SM00033	NA	NA	NA	NA	NA	NA
maker-scaffold50-snap-gene-0.95-mRNA-1	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	IPR008313	PF06824	NA	PTHR31047	GO:0003824	NA	NA	NA	NA	SSF48208	NA	NA	NA	NA	NA	SM01149	PIRSF028846	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
maker-scaffold117-snap-gene-0.133-mRNA-1	mobidb-lite	NA	IPR009057	NA	NA	PTHR24326;PTHR24326:SF485	GO:0003677	NA	NA	cd00086	NA	SSF46689	NA	NA	NA	NA	NA	SM00389	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold106-processed-gene-0.196-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR002048	PF00569	TMhelix	PTHR23055:SF60;PTHR23055	GO:0005509;GO:0008270	Coil	G3DSA:1.10.238.10;G3DSA:3.30.60.90	cd00051;cd02340	NA	SSF57850;SSF47473	PS50222;PS50135	NA	NA	NA	PS00018;PS01357	SM00291;SM00054	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold92-processed-gene-0.40-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold5-snap-gene-2.428-mRNA-1	NA	NA	IPR027410	PF00118	NA	PTHR11353;PTHR11353:SF177	GO:0005524;GO:0006457;GO:0051082	NA	G3DSA:3.50.7.10;G3DSA:3.30.260.10;G3DSA:1.10.560.10	cd03335	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	SSF54849;SSF48592;SSF52029	NA	NA	PR00304	TIGR02340	PS00995;PS00750	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold70-processed-gene-0.140-mRNA-1	mobidb-lite	NA	IPR007304	PF04177	NA	PTHR10933;PTHR10933:SF9	GO:0009966	NA	G3DSA:1.25.40.540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold1-augustus-gene-1.199-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR000644	PF00571;PF00654	TMhelix	PTHR11689;PTHR11689:SF93	GO:0005247;GO:0006821;GO:0016020;GO:0055085	NA	G3DSA:1.10.3080.10;G3DSA:3.10.580.20;G3DSA:3.90.1280.20	cd04591;cd03684	Reactome: R-HSA-2672351	SSF54631;SSF81340	PS51371	NA	PR00762	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold51-processed-gene-0.229-mRNA-1	mobidb-lite	NA	IPR015679	PF00614;PF00787;PF13091	NA	PTHR18896;PTHR18896:SF113	GO:0004630;GO:0006654;GO:0048017;GO:0003824;GO:0035091	Coil	G3DSA:3.30.870.10	cd09138;cd01254;cd09141	KEGG: 00564+3.1.4.4|KEGG: 00565+3.1.4.4|MetaCyc: PWY-3561|MetaCyc: PWY-7039|Reactome: R-HSA-1483148|Reactome: R-HSA-1483166|Reactome: R-HSA-2029485	SSF56024	PS50035	NA	NA	NA	NA	SM00155	PIRSF009376	NA	NA	NA	NA	NA
maker-scaffold52-augustus-gene-0.59-mRNA-1	mobidb-lite	NA	IPR013910	PF08601;PF00170	NA	PTHR22952;PTHR22952:SF267	GO:0003700;GO:0006355	Coil	G3DSA:1.20.5.170	cd14688	NA	SSF57959	PS50217	NA	NA	NA	PS00036	SM00338	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold7-processed-gene-1.173-mRNA-1	mobidb-lite	NA	IPR029021	PF00782;PF12697	NA	PTHR10367;PTHR10367:SF6	GO:0016311;GO:0016791;GO:0004725;GO:0008138	NA	G3DSA:3.90.190.10;G3DSA:3.40.50.1820	NA	NA	SSF52799;SSF53474	PS50056	NA	NA	NA	PS00383	NA	NA	NA	NA	NA	NA	NA
maker-scaffold53-augustus-gene-0.186-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold290-augustus-gene-0.2-mRNA-1	mobidb-lite	NA	IPR002075	PF02136;PF00076	NA	PTHR10693;PTHR10693:SF20	GO:0003676	Coil	G3DSA:3.10.450.50;G3DSA:3.30.70.330	cd00780;cd00590	NA	SSF54928;SSF54427	PS50177;PS50102	NA	NA	NA	NA	SM00360	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold1-processed-gene-3.145-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR027417	PF03142;PF00173;PF08766	TMhelix	PTHR22914:SF13;PTHR22914	GO:0003774;GO:0005524;GO:0016459;GO:0016758	NA	G3DSA:1.20.120.720;G3DSA:3.90.550.10;G3DSA:3.10.120.10;G3DSA:1.10.10.820	NA	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	SSF52540;SSF109715;SSF53448;SSF55856	NA	NA	NA	NA	NA	SM00242	NA	NA	NA	NA	NA	NA
snap_masked-scaffold24-processed-gene-0.291-mRNA-1	NA	NA	IPR036291	PF01408	NA	PTHR22604;PTHR22604:SF136	GO:0016491	NA	G3DSA:3.40.50.720	NA	NA	SSF55347;SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold282-processed-gene-0.52-mRNA-1	NA	NA	IPR006811	PF04722	NA	PTHR20383:SF9;PTHR20383	GO:0004721;GO:0005634;GO:0006397	NA	G3DSA:3.40.50.2300	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|Reactome: R-HSA-6807505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold106-augustus-gene-0.220-mRNA-1	mobidb-lite	NA	IPR013902	PF08593;PF07534	NA	PTHR23354:SF94;PTHR23354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SM00584	NA	NA	NA	NA	NA	NA
maker-scaffold283-augustus-gene-0.11-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR020846	PF00083	TMhelix	PTHR24064;PTHR24064:SF325	GO:0005215;GO:0016021;GO:0055085;GO:0022857;GO:0005315;GO:0006817	NA	NA	cd06174	NA	SSF103473	PS50850	NA	NA	TIGR00887	PS00217	NA	NA	NA	NA	NA	NA	NA
maker-scaffold95-augustus-gene-0.27-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR011527	PF00005;PF00664	TMhelix	PTHR24223:SF332;PTHR24223	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887;GO:0008559;GO:0042908	Coil	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	cd03250;cd03244	NA	SSF52540;SSF90123	PS50929;PS50893	NA	NA	NA	PS00211	SM00382	NA	NA	NA	NA	NA	NA
maker-scaffold41-snap-gene-0.81-mRNA-1	NA	NA	IPR026893	PF13350	NA	PTHR31126:SF1;PTHR31126	GO:0004725;GO:0016311	NA	NA	NA	NA	SSF52799	NA	NA	NA	NA	PS00383	NA	NA	NA	NA	NA	NA	NA
maker-scaffold38-augustus-gene-0.9-mRNA-1	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR004813	PF03169	TMhelix	PTHR31645;PTHR31645:SF3	GO:0055085	Coil	NA	NA	NA	NA	NA	NA	NA	TIGR00728	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold40-augustus-gene-0.228-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR038872	NA	TMhelix	PTHR41807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold31-snap-gene-0.265-mRNA-1	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR008221	PF01979;PF00449;PF00699;PF00547	NA	PTHR43440	GO:0006807;GO:0009039;GO:0016151;GO:0043419;GO:0016787;GO:0016810	NA	G3DSA:3.30.280.10;G3DSA:2.10.150.10;G3DSA:3.20.20.140;G3DSA:2.30.40.10	cd00390;cd00407;cd00375	KEGG: 00220+3.5.1.5|KEGG: 00230+3.5.1.5|KEGG: 00791+3.5.1.5|MetaCyc: PWY-5704	SSF51556;SSF54111;SSF51338;SSF51278	PS51368	NA	PR01752	TIGR01792;TIGR00192;TIGR00193	PS01120;PS00145	NA	PIRSF001222	MF_01953;MF_01954	NA	NA	NA	PD002319
augustus_masked-scaffold1-processed-gene-3.139-mRNA-1	mobidb-lite	NA	IPR004328	PF03097;PF13949	NA	PTHR23030;PTHR23030:SF30	GO:0005515	Coil	G3DSA:1.20.120.560;G3DSA:1.20.140.50;G3DSA:1.25.40.280	cd09237;cd09242	NA	NA	PS51180	NA	NA	NA	NA	SM01041	NA	NA	NA	NA	NA	NA
maker-scaffold202-augustus-gene-0.28-mRNA-1	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR020846	PF07690	TMhelix	PTHR23502:SF68;PTHR23502	GO:0016021;GO:0055085	NA	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	cd06174	NA	SSF103473	PS50850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold306-processed-gene-0.11-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR002293	PF00324	TMhelix	PTHR43341	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	NA	NA	PS00218	NA	PIRSF006060	NA	NA	NA	NA	NA
snap_masked-scaffold383-processed-gene-0.1-mRNA-1	NA	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	IPR033140	PF07859	TMhelix	PTHR43494;PTHR43494:SF2	GO:0016787	NA	G3DSA:3.40.50.1820	NA	NA	SSF53474	NA	NA	NA	NA	PS01174	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold177-processed-gene-0.32-mRNA-1	mobidb-lite	NA	IPR001932	PF00481	NA	PTHR13832;PTHR13832:SF385	GO:0003824;GO:0004722;GO:0006470;GO:0043169	NA	G3DSA:3.60.40.10	cd00143	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	SSF81606	PS51746	NA	NA	NA	PS01032	SM00331;SM00332	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold109-processed-gene-0.50-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold19-snap-gene-0.548-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
maker-scaffold7-augustus-gene-1.111-mRNA-1	NA	NA	IPR004527	PF00749	NA	PTHR43311:SF2;PTHR43311	GO:0000166;GO:0004818;GO:0005524;GO:0006424;GO:0004812;GO:0043039;GO:0008270	NA	G3DSA:3.40.50.620	cd00808	KEGG: 00860+6.1.1.17|KEGG: 00970+6.1.1.17|MetaCyc: PWY-5188|Reactome: R-HSA-379726	SSF52374	NA	NA	PR00987	TIGR00464	NA	NA	NA	MF_00022	NA	NA	NA	NA
maker-scaffold109-augustus-gene-0.62-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR011531	PF00955	TMhelix	PTHR11453:SF82;PTHR11453	GO:0006820;GO:0016021;GO:0005452;GO:0016020	NA	G3DSA:1.10.287.570	NA	Reactome: R-HSA-425381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold22-snap-gene-0.425-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR007219	PF00172;PF04082	NA	PTHR45595;PTHR45595:SF1	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	G3DSA:4.10.240.10	cd00067;cd12148	NA	SSF57701	PS50048	NA	NA	NA	PS00463	SM00906;SM00066	NA	NA	NA	NA	NA	NA
maker-scaffold140-snap-gene-0.10-mRNA-1	mobidb-lite	NA	IPR000795	PF00009;PF08938;PF06985	NA	PTHR23115:SF188;PTHR23115	GO:0003924;GO:0005525	NA	G3DSA:2.40.30.10;G3DSA:3.40.50.300	cd01883;cd16267	Reactome: R-HSA-429958	SSF52540;SSF50465;SSF50447	PS51722	NA	PR00315	TIGR00231	PS00301	NA	NA	NA	NA	NA	NA	NA
maker-scaffold55-snap-gene-0.224-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR024671	PF11700	TMhelix	PTHR23519	NA	NA	NA	NA	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
