Gene	interpro	GO	PATHWAY	Pfam	MobiDBLite	Gene3D	PANTHER	Coils	ProSiteProfiles	SMART	ProSitePatterns	CDD	SUPERFAMILY	Phobius	TMHMM	PRINTS	ProDom	TIGRFAM	Hamap	SignalP_GRAM_POSITIVE	PIRSF	SignalP_GRAM_NEGATIVE	SignalP_EUK	SFLD
maker-NODE_356_length_24363_cov_45.540683-augustus-gene-0.7-mRNA-1	IPR003349		Reactome: R-HSA-3214842	PF02373;PF13832;PF02375	mobidb-lite	G3DSA:3.30.40.10;G3DSA:2.60.120.650	PTHR10694:SF7;PTHR10694	Coil	PS51805;PS51184;PS51183	SM00545;SM00249;SM00558	NA	cd15571	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_329_length_29633_cov_45.921779-augustus-gene-0.9-mRNA-1	IPR038872	NA	NA	NA	mobidb-lite	NA	PTHR41807	Coil	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_100_length_131857_cov_44.196493-augustus-gene-0.25-mRNA-1	IPR001199	GO:0020037	NA	PF00173	NA	G3DSA:3.10.120.10	PTHR19359:SF14;PTHR19359	NA	PS50255	SM01117	PS00191	NA	SSF55856	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	PR00363	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_139_length_95396_cov_43.870063-augustus-gene-0.24-mRNA-1	IPR001452	GO:0005515	NA	PF07647;PF00169;PF00018	mobidb-lite	G3DSA:2.30.30.40;G3DSA:1.10.150.50	PTHR12844:SF27;PTHR12844	NA	PS50002;PS50003;PS50105	SM00233;SM00326;SM00454	NA	cd09535;cd13316	SSF50729;SSF50044;SSF47769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_38_length_217185_cov_43.015328-processed-gene-1.3-mRNA-1	IPR011701	GO:0016021;GO:0055085	NA	PF07690	mobidb-lite	G3DSA:1.20.1250.20	PTHR23501;PTHR23501:SF60	NA	PS50850	NA	NA	cd06174	SSF103473	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_278_length_41514_cov_44.877498-augustus-gene-0.1-mRNA-1	IPR014014	GO:0003676;GO:0005524	NA	PF00271;PF00270	mobidb-lite	G3DSA:3.40.50.300	PTHR24031;PTHR24031:SF96	Coil	PS51195;PS51194;PS51192	SM00487;SM00490	NA	cd00079	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_39_length_215932_cov_41.055295-processed-gene-1.1-mRNA-1	IPR006068	GO:0000166;GO:0016021	Reactome: R-HSA-936837	PF00689;PF00690;PF00122;PF00702;PF08318	mobidb-lite	G3DSA:1.20.1110.10;G3DSA:3.40.50.1000;G3DSA:1.20.58.1970;G3DSA:3.40.1110.10;G3DSA:2.70.150.10	PTHR42861:SF29;PTHR42861	Coil	NA	SM00831;SM00762	PS00154	NA	SSF56784;SSF81653;SSF81665;SSF81660	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	PR00121;PR00119	NA	TIGR01494	NA	NA	NA	NA	NA	SFLDS00003;SFLDF00027
maker-NODE_118_length_114700_cov_40.273258-augustus-gene-0.9-mRNA-1	IPR006722	GO:0005622;GO:0006888	NA	PF04628	NA	G3DSA:3.30.450.70	PTHR12403:SF1;PTHR12403	NA	NA	NA	NA	NA	SSF64356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_198_length_69493_cov_48.396650-processed-gene-0.9-mRNA-1	IPR002076	GO:0016021	KEGG: 00062+2.3.1.199|MetaCyc: PWY-5080|MetaCyc: PWY-5972|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-7036|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|Reactome: R-HSA-75876	PF01151	mobidb-lite	NA	PTHR11157;PTHR11157:SF12	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_170_length_80800_cov_39.347663-processed-gene-0.7-mRNA-1	IPR001406	GO:0001522;GO:0003723;GO:0009451;GO:0009982	NA	PF01416	mobidb-lite	G3DSA:3.30.70.580	PTHR11142;PTHR11142:SF5	Coil	NA	NA	NA	cd02569	SSF55120	NA	NA	NA	NA	NA	MF_00171	NA	NA	NA	NA	NA
augustus_masked-NODE_135_length_99411_cov_45.956206-processed-gene-0.10-mRNA-1	IPR036314	GO:0004784;GO:0006801;GO:0046872;GO:0055114	MetaCyc: PWY-6854|Reactome: R-HSA-2151201|Reactome: R-HSA-3299685|Reactome: R-HSA-8862803|Reactome: R-HSA-8950505	PF02777	NA	G3DSA:2.40.500.20	PTHR43595	NA	NA	NA	NA	NA	SSF54719;SSF46609	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_17_length_294554_cov_39.447357-processed-gene-1.13-mRNA-1	IPR006639	GO:0004190;GO:0016021	NA	PF04258	mobidb-lite	NA	PTHR12174;PTHR12174:SF23	NA	NA	SM00730	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_277966_cov_46.276628-processed-gene-1.33-mRNA-1	IPR019009		Reactome: R-HSA-1799339|Reactome: R-HSA-381038	PF09439	mobidb-lite	G3DSA:3.40.50.300	PTHR11485;PTHR11485:SF34	NA	NA	NA	NA	NA	SSF52540	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_434743_cov_44.004834-processed-gene-1.14-mRNA-1	IPR024766	GO:0008270	Reactome: R-HSA-8951664|Reactome: R-HSA-983168	PF12678	mobidb-lite	G3DSA:3.30.40.10	PTHR44541	Coil	PS50089	SM00184	NA	cd16479	SSF57850	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_35_length_223459_cov_41.673714-augustus-gene-0.10-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_30_length_236438_cov_44.521960-processed-gene-1.34-mRNA-1	IPR018996		Reactome: R-HSA-2993913|Reactome: R-HSA-2995383|Reactome: R-HSA-4419969	PF09402;PF12949	mobidb-lite	NA	PTHR13428;PTHR13428:SF7	NA	NA	NA	NA	cd12935	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_107_length_124630_cov_43.228300-augustus-gene-0.34-mRNA-1	IPR016024	GO:0008237;GO:0008270;GO:0006508	NA	PF01433;PF17900;PF09127	NA	G3DSA:1.10.390.10;G3DSA:2.60.40.1730;G3DSA:1.10.1740.60;G3DSA:1.25.40.320	PTHR11533:SF174;PTHR11533	NA	NA	SM01263	NA	cd09599	SSF48371;SSF63737;SSF55486	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	PR00756	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_346_length_26125_cov_47.760789-processed-gene-0.1-mRNA-1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	PF00067	mobidb-lite	G3DSA:1.10.630.10	PTHR24286:SF24;PTHR24286	NA	NA	NA	PS00086	NA	SSF48264	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE	NA	PR00465;PR00385	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
augustus_masked-NODE_27_length_244471_cov_38.850780-processed-gene-0.7-mRNA-1	IPR036866	NA	NA	PF12706	NA	NA	PTHR12553;PTHR12553:SF43	NA	NA	NA	NA	NA	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_172_length_79980_cov_42.289682-augustus-gene-0.17-mRNA-1	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0005215;GO:0016021	Reactome: R-HSA-189200	PF00083	mobidb-lite	NA	PTHR23503;PTHR23503:SF8	NA	PS50850	NA	PS00217	cd06174	SSF103473	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	PR00171	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_70_length_166446_cov_42.056253-augustus-gene-0.1-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_796642_cov_41.286555-augustus-gene-6.47-mRNA-1	IPR008521	GO:0015095;GO:0015693;GO:0016021	Reactome: R-HSA-5223345	PF05653	mobidb-lite	NA	PTHR12570:SF6;PTHR12570	NA	NA	NA	NA	NA	SSF103481	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_51_length_187746_cov_45.782346-processed-gene-0.3-mRNA-1	IPR009604	NA	NA	PF06741	mobidb-lite	NA	PTHR12854:SF7;PTHR12854	NA	NA	SM01272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_324_length_30555_cov_43.802320-augustus-gene-0.4-mRNA-1	IPR023299	GO:0000166;GO:0008553;GO:0016021;GO:0120029	Reactome: R-HSA-936837	PF00690;PF00702;PF00122	mobidb-lite	G3DSA:3.40.1110.10;G3DSA:1.20.1110.10;G3DSA:3.40.50.1000;G3DSA:2.70.150.10	PTHR42861:SF26;PTHR42861	Coil	NA	SM00831	PS00154	cd02076	SSF81665;SSF81653;SSF56784	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	PR00119;PR00120	NA	TIGR01647;TIGR01494	NA	NA	NA	NA	NA	SFLDS00003;SFLDF00027
maker-NODE_69_length_167294_cov_40.776188-augustus-gene-0.40-mRNA-1	IPR035979	GO:0003676	NA	PF02136;PF00076	mobidb-lite	G3DSA:3.10.450.50;G3DSA:3.30.70.330	PTHR10693:SF20;PTHR10693	Coil	PS50177;PS50102	SM00360	NA	cd00590;cd00780	SSF54928;SSF54427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_389_length_18749_cov_47.899903-processed-gene-0.2-mRNA-1	IPR023213	GO:0016746	Reactome: R-HSA-389661	PF02817;PF00198;PF00364	mobidb-lite	G3DSA:3.30.559.10;G3DSA:2.40.50.100;G3DSA:4.10.320.10	PTHR43178:SF5;PTHR43178	NA	PS50968;PS51826	NA	PS00189	cd06849	SSF52777;SSF47005;SSF51230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_75_length_158243_cov_47.703034-augustus-gene-0.12-mRNA-1	IPR012098	GO:0005783;GO:0045047	NA	PF10032	mobidb-lite	NA	PTHR28112	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	PIRSF008756	NA	NA	NA
augustus_masked-NODE_9_length_415362_cov_42.193286-processed-gene-1.26-mRNA-1	IPR036028	GO:0005515	NA	NA	mobidb-lite	G3DSA:2.30.30.40	NA	NA	NA	NA	NA	cd12087;cd00174	SSF50044	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_49_length_195447_cov_44.674084-augustus-gene-0.3-mRNA-1	IPR036259	GO:0016021;GO:0055085	NA	PF07690	NA	G3DSA:1.20.1250.20	PTHR43791:SF4;PTHR43791	NA	PS50850	NA	NA	cd06174	SSF103473	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_37_length_221904_cov_46.595508-processed-gene-0.25-mRNA-1	IPR001810	GO:0005515	NA	PF00646;PF00027;PF13516;PF16643	mobidb-lite	G3DSA:2.60.120.10;G3DSA:3.80.10.10	PTHR44001:SF2;PTHR44001	NA	PS50181;PS50042	SM00367;SM00100;SM00256	PS00889	cd00038	SSF51206;SSF81383;SSF52047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_156_length_86300_cov_41.894039-augustus-gene-0.3-mRNA-1	IPR006162	GO:0006633	Reactome: R-HSA-389661|Reactome: R-HSA-611105|Reactome: R-HSA-6799198|Reactome: R-HSA-77289	PF00550	NA	G3DSA:1.10.1200.10	PTHR20863;PTHR20863:SF5	NA	PS50075	NA	PS00012	NA	SSF47336	NA	NA	NA	PD000887	TIGR00517	MF_01217	SignalP-TM	NA	NA	NA	NA
maker-NODE_192_length_72282_cov_42.094796-augustus-gene-0.8-mRNA-1	IPR004835	GO:0016758;GO:0004100;GO:0006031	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	PF08407;PF01644	mobidb-lite	NA	PTHR22914;PTHR22914:SF11	NA	NA	NA	NA	cd04190	SSF53448	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	PD002998	NA	NA	NA	NA	NA	NA	NA
maker-NODE_123_length_108857_cov_43.638904-augustus-gene-0.9-mRNA-1	IPR016295	GO:0004298;GO:0005839;GO:0051603;GO:0004175	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PF00227	NA	G3DSA:3.60.20.10	PTHR11599:SF5;PTHR11599	NA	PS51476	NA	PS00854	cd03760	SSF56235	NA	NA	NA	NA	NA	NA	NA	PIRSF001213	NA	NA	NA
augustus_masked-NODE_142_length_93137_cov_45.150048-processed-gene-0.10-mRNA-1	IPR000608		Reactome: R-HSA-983168	PF00179	NA	G3DSA:3.10.110.10	PTHR24068;PTHR24068:SF119	NA	PS50127	SM00212	NA	cd00195	SSF54495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_318_length_32036_cov_43.169419-processed-gene-0.2-mRNA-1	IPR005225	GO:0005525;GO:0007165;GO:0016020;GO:0003924	NA	PF00071	mobidb-lite	G3DSA:3.40.50.300	PTHR24070;PTHR24070:SF284	NA	PS51421	SM00175;SM00176;SM00174;SM00173	NA	NA	SSF52540	NA	NA	PR00449	NA	TIGR00231	NA	NA	NA	NA	NA	NA
maker-NODE_44_length_209490_cov_45.622388-augustus-gene-1.11-mRNA-1	IPR005612	GO:0042254	NA	PF03914	mobidb-lite	NA	PTHR12048	Coil	NA	NA	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_114_length_116814_cov_45.725274-augustus-gene-0.17-mRNA-1	IPR012319	GO:0003684;GO:0003906;GO:0006284;GO:0008270;GO:0016799;GO:0006289;GO:0003676	NA	PF01149;PF06831	mobidb-lite	G3DSA:1.10.8.50;G3DSA:3.20.190.10	PTHR22993;PTHR22993:SF23	Coil	PS51068	SM00898;SM01232	NA	NA	SSF81624;SSF46946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_267_length_44022_cov_43.929217-augustus-gene-0.0-mRNA-1	IPR008146	GO:0004356;GO:0006807;GO:0006542;GO:0003824	KEGG: 00220+6.3.1.2|KEGG: 00250+6.3.1.2|KEGG: 00630+6.3.1.2|KEGG: 00910+6.3.1.2|MetaCyc: PWY-381|MetaCyc: PWY-5675|MetaCyc: PWY-6549|MetaCyc: PWY-6963|MetaCyc: PWY-6964	PF00120	NA	G3DSA:3.30.590.10	PTHR43785;PTHR43785:SF1	NA	NA	SM01230	NA	NA	SSF54368;SSF55931	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_304_length_36036_cov_34.666769-processed-gene-0.0-mRNA-1	IPR016271	GO:0008654;GO:0016020;GO:0016780	KEGG: 00260+2.7.8.8|KEGG: 00564+2.7.8.8|MetaCyc: PWY-5669	PF01066	mobidb-lite	G3DSA:1.20.120.1760	PTHR43043;PTHR43043:SF1	NA	NA	NA	PS00379	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	TIGR00473	NA	NA	PIRSF000852	NA	NA	NA
augustus_masked-NODE_92_length_138825_cov_44.010375-processed-gene-0.36-mRNA-1	IPR023313	GO:0019789	MetaCyc: PWY-7511|Reactome: R-HSA-983168	PF00179	NA	G3DSA:3.10.110.10	PTHR43927:SF1;PTHR43927	Coil	PS50127	SM00212	PS00183	cd00195	SSF54495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_186_length_73898_cov_49.016226-processed-gene-0.17-mRNA-1	IPR000727	GO:0016020;GO:0016192;GO:0048193	Reactome: R-HSA-6811440	PF09177	NA	G3DSA:1.20.58.90;G3DSA:1.20.5.110	PTHR19957;PTHR19957:SF124	NA	PS50192	SM00397	NA	cd15851	SSF58038;SSF47661	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_163_length_83586_cov_43.166225-augustus-gene-0.18-mRNA-1	IPR000550	GO:0003848;GO:0009396;GO:0042558;GO:0004156;GO:0044237	KEGG: 00790+2.7.6.3|MetaCyc: PWY-6147|MetaCyc: PWY-6148|MetaCyc: PWY-6797|MetaCyc: PWY-7539|MetaCyc: PWY-7852|MetaCyc: PWY-7853	PF01288;PF00809	NA	G3DSA:3.30.70.560;G3DSA:3.20.20.20	PTHR20941:SF1;PTHR20941	NA	PS50972	NA	PS00793;PS00792;PS00794	cd00739;cd00483	SSF51717;SSF55083	NA	NA	NA	NA	TIGR01496;TIGR01498	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_239_length_52855_cov_46.959642-processed-gene-0.3-mRNA-1	IPR001841	NA	NA	PF13639	mobidb-lite	G3DSA:3.30.40.10	PTHR22765;PTHR22765:SF27	NA	PS50089	SM00184	NA	cd16454	SSF57850	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_380_length_19773_cov_43.231498-processed-gene-0.2-mRNA-1	IPR029047	GO:0003924;GO:0005525	Reactome: R-HSA-3371453	PF06985;PF08938;PF00009;PF00012	mobidb-lite	G3DSA:3.30.420.40;G3DSA:3.40.50.300;G3DSA:2.40.30.10;G3DSA:3.30.30.30;G3DSA:1.20.1270.10;G3DSA:3.90.640.10;G3DSA:2.60.34.10	PTHR19375:SF215;PTHR19375	Coil	NA	NA	PS00329;PS00297;PS01036	cd10241;cd16267	SSF100920;SSF53067;SSF50447;SSF52540;SSF100934;SSF50465	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	PR00301	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_62_length_172866_cov_45.128124-processed-gene-0.50-mRNA-1	IPR001680	GO:0005515	NA	PF00400;PF13621	mobidb-lite	G3DSA:2.130.10.10;G3DSA:1.20.58.2110	PTHR45525	Coil	PS50082;PS50294;PS51184	SM00558;SM00320	PS00678	cd00200	SSF50978;SSF51197	NA	NA	PR00320	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_132_length_103366_cov_43.256744-augustus-gene-0.28-mRNA-1	IPR021109	NA	NA	NA	mobidb-lite	G3DSA:2.40.70.10	NA	NA	NA	NA	NA	cd12087	SSF50630	SIGNAL_PEPTIDE;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
augustus_masked-NODE_230_length_56103_cov_36.478455-processed-gene-0.6-mRNA-1	IPR013094	GO:0016787	NA	PF07859	NA	G3DSA:3.40.50.1820	PTHR23024:SF103;PTHR23024	NA	NA	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_110_length_119480_cov_40.655434-augustus-gene-0.2-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0016407	NA	PF00172;PF12464;PF14602	mobidb-lite	G3DSA:2.160.10.10;G3DSA:4.10.240.10	PTHR23416;PTHR23416:SF76	Coil	PS50048	SM01266;SM00066	PS00463	cd00067;cd03357	SSF57701;SSF51161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_434743_cov_44.004834-processed-gene-3.18-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	PTHR42044	Coil	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_211_length_63664_cov_38.757700-augustus-gene-0.8-mRNA-1	IPR014898	GO:0003677	NA	PF08790	mobidb-lite	G3DSA:2.20.28.110	PTHR13100	NA	PS51804	NA	NA	NA	SSF57667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_269_length_43518_cov_46.129797-augustus-gene-0.2-mRNA-1	NA	NA	NA	NA	NA	NA	PTHR43272:SF11;PTHR43272	Coil	NA	NA	NA	NA	SSF56801	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_304_length_36036_cov_34.666769-processed-gene-0.1-mRNA-1	IPR018556	GO:0001522;GO:0042254;GO:0031429;GO:0005546;GO:0016197;GO:0030036;GO:0031932;GO:0038203	Reactome: R-HSA-2029482|Reactome: R-HSA-5663213	PF09431;PF04410;PF00169	mobidb-lite	G3DSA:2.40.10.230;G3DSA:2.30.29.30;G3DSA:1.20.1270.60	PTHR31941;PTHR31941:SF7	Coil	PS50003	SM00233	NA	cd13311	SSF50729;SSF50447	NA	NA	NA	PD020235	NA	NA	NA	NA	NA	NA	NA
maker-NODE_75_length_158243_cov_47.703034-augustus-gene-0.16-mRNA-1	IPR000465	GO:0003684;GO:0005634;GO:0006289	Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-6781823|Reactome: R-HSA-6782135	PF05181	mobidb-lite	G3DSA:3.90.530.10	PTHR10142	Coil	NA	NA	PS00753	NA	SSF46955	NA	NA	NA	NA	TIGR00598	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_277966_cov_46.276628-processed-gene-1.42-mRNA-1	IPR004841	GO:0016020;GO:0055085;GO:0022857;GO:0006865;GO:0016021	NA	PF00324	NA	G3DSA:1.20.1740.10	PTHR43341:SF30;PTHR43341	NA	NA	NA	PS00218	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	PIRSF006060	NA	NA	NA
maker-NODE_38_length_217185_cov_43.015328-augustus-gene-0.14-mRNA-1	IPR000620	GO:0016020;GO:0016021	NA	PF00892;PF13127	mobidb-lite	NA	PTHR23051;PTHR23051:SF0	NA	NA	NA	NA	NA	SSF103481	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_30_length_236438_cov_44.521960-processed-gene-1.18-mRNA-1	IPR036866	NA	NA	PF07522	mobidb-lite	G3DSA:3.60.15.10;G3DSA:3.40.50.12650	PTHR23240:SF6;PTHR23240	NA	NA	NA	NA	cd16273	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
