Gene	interpro	ProSitePatterns	Coils	SUPERFAMILY	GO	Pfam	PANTHER	MobiDBLite	Phobius	TMHMM	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	CDD	Hamap	Gene3D	PRINTS	PATHWAY	ProSiteProfiles	ProDom	SMART	PIRSF	TIGRFAM	SFLD
PTB40745.1	IPR037813	NA	Coil	SSF55486;SSF63737	GO:0005669	NA	PTHR15137	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.390.60	NA	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	NA	NA	NA	NA	NA
PTB46108.1	IPR002293	PS00218	NA	NA	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	PF00324	PTHR43341	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	PIRSF006060	NA	NA
PTB39617.1	IPR006001	NA	NA	SSF52540	GO:0005975;GO:0016301	PF01202	PTHR43442:SF3;PTHR43442	NA	NA	NA	NA	NA	NA	cd02021	NA	G3DSA:3.40.50.300	NA	KEGG: 00030+2.7.1.12|MetaCyc: PWY-5530	NA	NA	NA	NA	TIGR01313	NA
PTB39758.1	IPR003347	NA	Coil	SSF51197	GO:0003677	PF10497;PF02373	PTHR32031;PTHR32031:SF115	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.650	PR00929	NA	PS51184	NA	SM00558;SM00384	NA	NA	NA
PTB45379.1	IPR000182	NA	NA	SSF55729	NA	PF00583	PTHR10908	NA	NA	NA	NA	NA	NA	cd04301	NA	G3DSA:3.40.630.30	NA	NA	PS51186	NA	NA	NA	NA	NA
PTB45628.1	IPR023392	NA	Coil	SSF47157	GO:0005742;GO:0006605;GO:0006886	PF02064	PTHR12430:SF0;PTHR12430	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.20.960.10	PR00351	NA	NA	NA	NA	PIRSF037707	NA	NA
PTB39787.1	IPR002013	NA	NA	NA	GO:0042578	PF02383	PTHR11200;PTHR11200:SF9	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS50275	NA	NA	NA	NA	NA
PTB40062.1	IPR019474	PS00518	Coil	SSF57850;SSF49599	GO:0000151;GO:0006511;GO:0016567;GO:0034450;GO:0004842;GO:0008270;GO:0005515	PF10408;PF04564;PF13923;PF02176	PTHR13931;PTHR13931:SF2	mobidb-lite	NA	NA	NA	NA	NA	cd16658	NA	G3DSA:3.30.40.10	NA	MetaCyc: PWY-7511	PS51698;PS50089;PS50145	NA	SM00504;SM00184	NA	NA	NA
PTB43658.1	NA	NA	NA	NA	NA	NA	PTHR35043	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47155.1	IPR001138	PS00463	NA	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	PTHR31313;PTHR31313:SF42	mobidb-lite	NA	NA	NA	NA	NA	cd14653;cd12148;cd00067	NA	G3DSA:4.10.240.10	NA	NA	PS50048	NA	SM00066;SM00906	NA	NA	NA
PTB38283.1	IPR036249	NA	NA	SSF52833;SSF47616	GO:0005515	PF14497	PTHR11571:SF161;PTHR11571	NA	NA	NA	NA	NA	NA	cd03192	NA	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	NA	NA	PS50405;PS50404	NA	NA	NA	NA	NA
PTB38596.1	IPR003689	NA	NA	NA	GO:0016020;GO:0030001;GO:0046873;GO:0055085;GO:0005385;GO:0016021;GO:0071577	PF02535	PTHR11040:SF32;PTHR11040	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00820	NA
PTB39804.1	IPR002058	NA	NA	SSF81301;SSF81631	NA	PF03828	PTHR12271;PTHR12271:SF40	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.460.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB39083.1	IPR002379	NA	NA	SSF81333	GO:0015078;GO:0015991;GO:0033177;GO:0033179	PF00137	PTHR10263:SF5;PTHR10263	NA	SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.20.120.610	PR00122	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	NA	NA	NA	NA	TIGR01100	NA
PTB42619.1	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43595.1	IPR023175	NA	NA	NA		PF18097;PF04652	PTHR12741:SF4;PTHR12741	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.270;G3DSA:1.20.5.420	PR01217	Reactome: R-HSA-162588|Reactome: R-HSA-917729	NA	NA	NA	NA	NA	NA
PTB39623.1	IPR013087	PS00028	NA	SSF57667	GO:0003676	NA	PTHR19818	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.160.60	NA	NA	PS50157	NA	SM00355	NA	NA	NA
PTB38935.1	IPR001680	PS00678	NA	SSF50978	GO:0005515	PF00400	PTHR22847	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.130.10.10	PR00320	NA	PS50082;PS50294	NA	SM00320	NA	NA	NA
PTB36107.1	IPR036322	NA	NA	SSF50978;SSF50998;SSF53474	GO:0005515	NA	PTHR42654;PTHR42654:SF1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820;G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB35064.1	IPR001279	NA	NA	SSF56281	NA	PF00753	PTHR23131	NA	NA	NA	NA	NA	NA	cd07722	NA	G3DSA:3.60.15.10	NA	NA	NA	NA	SM00849	NA	NA	NA
PTB39239.1	IPR020843	PS00059	NA	SSF51735;SSF50129	GO:0016491;GO:0008270;GO:0055114	PF00107;PF08240	PTHR42940;PTHR42940:SF4	NA	NA	NA	NA	NA	NA	cd08296	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	Reactome: R-HSA-71384	NA	NA	SM00829	NA	NA	NA
PTB39916.1	IPR039357	NA	NA	NA	GO:0006629;GO:0016627	PF02544	PTHR10556;PTHR10556:SF28	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	PS50244	NA	NA	NA	NA	NA
PTB42643.1	IPR001138	PS00463	Coil	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	PTHR31313:SF42;PTHR31313	mobidb-lite	NA	NA	NA	NA	NA	cd00067;cd12148	NA	G3DSA:4.10.240.10	NA	NA	PS50048	NA	SM00066;SM00906	NA	NA	NA
PTB43966.1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39542.1	IPR021047	NA	NA	NA	NA	PF11735	PTHR34144:SF5;PTHR34144	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44570.1	IPR036412	PS00154	NA	SSF56784;SSF81665;SSF81653;SSF81660	GO:0016021;GO:0000166	PF13246;PF00689;PF00702;PF00690;PF00122	PTHR43294	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	G3DSA:3.40.50.1000;G3DSA:2.70.150.10;G3DSA:1.20.1110.10;G3DSA:3.40.1110.10	PR00121;PR00119	Reactome: R-HSA-936837	NA	NA	SM00831	NA	TIGR01494	SFLDF00027;SFLDS00003
PTB45876.1	IPR036390	NA	NA	SSF46785;SSF50916	GO:0006367;GO:0005674;GO:0006366	PF02270;PF17683	PTHR10445:SF0;PTHR10445	mobidb-lite	NA	NA	NA	NA	NA	cd07980	NA	G3DSA:1.10.10.10	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	NA	NA	NA
PTB44556.1	IPR001138	PS00463	NA	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0005515;GO:0042981	PF11951;PF00172	PTHR36206	NA	NA	NA	NA	NA	NA	cd00067	NA	G3DSA:4.10.240.10	NA	NA	PS50048;PS50168	NA	SM00066	NA	NA	NA
PTB41741.1	IPR036736	PS00012;PS00455	NA	SSF47336;SSF52777;SSF56801;SSF51735	GO:0003824;GO:0031177	PF00501;PF00550;PF07993;PF00668	PTHR45527	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	cd05918	NA	G3DSA:3.40.50.12780;G3DSA:3.30.559.10;G3DSA:3.30.559.30;G3DSA:3.40.50.720;G3DSA:3.30.300.30;G3DSA:1.10.1200.10	NA	Reactome: R-HSA-389661	PS50075	NA	SM01294;SM00823	NA	TIGR01733;TIGR01746	NA
PTB46933.1	IPR029044	NA	NA	NA	GO:0016021;GO:0016757	PF05637	PTHR31306:SF5;PTHR31306	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	G3DSA:3.90.550.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB37032.1	IPR017937	PS00194	NA	SSF52833	GO:0045454;GO:0003756;GO:0016853	PF13848;PF00085	PTHR18929:SF132;PTHR18929	mobidb-lite	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	cd02995;cd02982;cd02981;cd02961	NA	G3DSA:3.40.30.10	PR00421	NA	PS51352	NA	NA	NA	TIGR01130;TIGR01126	NA
PTB39749.1	IPR019787	PS01359	Coil	SSF57903	NA	PF00628	PTHR12321;PTHR12321:SF68	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.40.10	NA	NA	NA	NA	SM00249	NA	NA	NA
PTB36246.1	IPR001138	NA	NA	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF04082	PTHR31313:SF43;PTHR31313	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	cd00067;cd12148	NA	G3DSA:4.10.240.10	NA	NA	PS50048	NA	SM00906	NA	NA	NA
PTB46591.1	IPR010756	NA	NA	NA	NA	PF07052	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB42242.1	IPR008429	NA	Coil	NA	GO:0016021	PF05602	PTHR21347	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39055.1	IPR001623	NA	NA	SSF46565	NA	PF00226	PTHR44145	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd06257	NA	G3DSA:1.10.287.110	PR00625	NA	PS50076	NA	SM00271	NA	NA	NA
PTB39447.1	NA	NA	Coil	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB42670.1	IPR012338	NA	NA	SSF56601	NA	PF00144	PTHR43645:SF4;PTHR43645	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.710.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB39341.1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35827.1	IPR021836	NA	Coil	NA	NA	PF11911	PTHR15887	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43192.1	IPR020846	NA	Coil	SSF103473	GO:0016021;GO:0055085	PF07690	PTHR23502:SF132;PTHR23502	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd06174	NA	NA	NA	NA	PS50850	NA	NA	NA	NA	NA
PTB45999.1	IPR011016	NA	Coil	SSF57850	GO:0008270	PF12906	PTHR13145	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	cd16702	NA	G3DSA:3.30.40.10	NA	MetaCyc: PWY-7511	PS51292	NA	SM00744	NA	NA	NA
PTB38993.1	IPR016197	PS01359	Coil	SSF54160;SSF57903;SSF52540	GO:0005524	PF00176;PF15446;PF00271	PTHR10799;PTHR10799:SF929	mobidb-lite	NA	NA	NA	NA	NA	cd00046;cd15489;cd00079;cd00024	NA	G3DSA:2.40.50.40;G3DSA:3.40.50.10810;G3DSA:3.40.50.300;G3DSA:3.30.40.10	NA	NA	PS51192;PS51194	NA	SM00487;SM00249;SM00490	NA	NA	NA
PTB39486.1	IPR036612	NA	Coil	SSF54791	GO:0003723;GO:0003676	PF00013	PTHR10627;PTHR10627:SF31	mobidb-lite	NA	NA	NA	NA	NA	cd02394;cd00105	NA	G3DSA:3.30.1370.10;G3DSA:3.30.310.210	NA	NA	PS50084	NA	SM00322	NA	NA	NA
PTB42142.1	IPR038607	NA	NA	SSF56300	NA	PF09423	PTHR11177;PTHR11177:SF327	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd07389	NA	G3DSA:3.60.21.70	NA	NA	NA	NA	NA	NA	NA	NA
PTB36645.1	IPR036412	PS00154;PS01229	NA	SSF56784;SSF55008;SSF81665;SSF81653	GO:0006812;GO:0016021;GO:0019829;GO:0030001;GO:0046872;GO:0000166	PF00403;PF00122;PF00702	PTHR43520	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd00371	NA	G3DSA:3.30.70.100;G3DSA:2.70.150.20;G3DSA:3.40.50.1000;G3DSA:3.40.1110.10	PR00119;PR00120	Reactome: R-HSA-936837	PS50846	NA	NA	NA	TIGR01525;TIGR01511;TIGR01494	SFLDG00002;SFLDF00027
PTB45870.1	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44471.1	IPR009060	NA	NA	SSF46934	GO:0005515	PF02845	PTHR21494;PTHR21494:SF0	mobidb-lite	NA	NA	NA	NA	NA	cd14364	NA	G3DSA:1.10.8.10	NA	NA	PS51140	NA	SM00546	NA	NA	NA
PTB43940.1	IPR013078	NA	NA	SSF53254	NA	PF00300	PTHR43387:SF6;PTHR43387	NA	NA	NA	NA	NA	NA	cd07067	NA	G3DSA:3.40.50.1240	NA	NA	NA	NA	SM00855	NA	NA	NA
PTB44525.1	IPR033121	PS00141	NA	SSF50630	GO:0004190;GO:0006508	PF00026	PTHR13683;PTHR13683:SF230	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	SignalP-noTM	NA	NA	NA	G3DSA:2.40.70.10	PR00792	NA	PS51767	NA	NA	NA	NA	NA
PTB44202.1	IPR021858	NA	Coil	NA	NA	PF11951	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43085.1	IPR038220	NA	NA	SSF51905;SSF52833;SSF54373	GO:0071949	PF07976;PF01494	PTHR43004;PTHR43004:SF4	mobidb-lite	NA	NA	NA	NA	NA	cd02979	NA	G3DSA:3.40.30.20;G3DSA:3.50.50.60;G3DSA:3.30.9.50	PR00420	NA	NA	NA	NA	NA	NA	NA
PTB37337.1	NA	NA	Coil	NA	NA	NA	PTHR18921	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44571.1	IPR020846	PS00217	NA	SSF103473	GO:0005215;GO:0016021;GO:0055085;GO:0022857;GO:0005315;GO:0006817	PF00083	PTHR24064;PTHR24064:SF325	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	cd06174	NA	NA	NA	NA	PS50850	NA	NA	NA	TIGR00887	NA
PTB37018.1	IPR005123	NA	NA	SSF51197	GO:0016491;GO:0055114	PF13532	PTHR31573	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.590	NA	NA	PS51471	NA	NA	NA	NA	NA
PTB42995.1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB40819.1	IPR000133	NA	NA	NA	GO:0006621;GO:0016021;GO:0046923	PF00810	PTHR10585;PTHR10585:SF30	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	PR00660	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	NA	NA	NA	NA	NA
PTB41247.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB38337.1	IPR000086	NA	NA	SSF55811	GO:0016787	PF00293	PTHR12992;PTHR12992:SF12	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51462	NA	NA	NA	NA	NA
PTB36366.1	IPR020683	NA	NA	SSF48403	GO:0005515	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	cd00204	NA	G3DSA:1.25.40.20	NA	NA	PS50297;PS50088	NA	NA	NA	NA	NA
PTB47058.1	IPR026891	PS00775	NA	SSF52279;SSF51445	GO:0004553;GO:0005975	PF01915;PF14310;PF00933	PTHR42715:SF5;PTHR42715	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	G3DSA:2.60.40.10;G3DSA:3.20.20.300;G3DSA:3.40.50.1700	PR00133	NA	NA	NA	SM01217	NA	NA	NA
PTB44071.1	IPR001138	NA	NA	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PTHR31986;PTHR31986:SF10	mobidb-lite	NA	NA	NA	NA	NA	cd00067	NA	NA	NA	NA	PS50048	NA	NA	NA	NA	NA
PTB38199.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35014.1	IPR032710	NA	NA	SSF54427	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	G3DSA:3.10.450.50	NA	NA	NA	NA	NA	NA	NA	NA
PTB45331.1	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35933.1	IPR018825	NA	NA	NA	NA	PF10348;PF10355	PTHR31685;PTHR31685:SF2	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	SignalP-TM	cd08760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44216.1	IPR007905	NA	NA	NA	GO:0016021;GO:0016125;GO:0047750	PF05241	PTHR14207;PTHR14207:SF0	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	PS51751	NA	NA	NA	NA	NA
PTB41720.1	IPR001650	PS00518	NA	SSF52540	GO:0005524	PF00176;PF00271	PTHR10799:SF948;PTHR10799	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	cd00079;cd00046	NA	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	NA	NA	PS51194;PS51192	NA	SM00490;SM00487	NA	NA	NA
PTB43953.1	NA	NA	NA	NA	NA	PF07264	PTHR34292	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35307.1	NA	NA	Coil	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39926.1	IPR001680	NA	NA	SSF50978;SSF50998	GO:0005515	PF00400	PTHR45589	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.130.10.10	NA	NA	PS50082;PS50294	NA	SM00320	NA	NA	NA
PTB36688.1	IPR037147	NA	NA	SSF143800	GO:0003735	PF00830	PTHR13528:SF2;PTHR13528	mobidb-lite	NA	NA	SignalP-TM	NA	NA	NA	NA	G3DSA:2.30.170.40	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA
PTB38839.1	IPR024312	NA	Coil	NA	GO:0007052	PF12709	PTHR13924;PTHR13924:SF10	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43051.1	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43591.1	IPR033307	NA	NA	SSF56300	GO:0006506	NA	PTHR13315:SF1;PTHR13315	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44338.1	IPR016181	NA	NA	SSF55729	NA	PF00583	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.630.30	NA	NA	NA	NA	NA	NA	NA	NA
PTB40568.1	IPR006085	PS00842	Coil	SSF47807;SSF88723	GO:0004518;GO:0006281;GO:0003677;GO:0003824;GO:0003697;GO:0004519;GO:0005634;GO:0006289;GO:0016788	PF00867;PF00752	PTHR16171;PTHR16171:SF7	mobidb-lite	NA	NA	NA	NA	NA	cd09904;cd09868	NA	G3DSA:3.40.50.1010	PR00066;PR00853	Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135	NA	NA	SM00485;SM00279;SM00484	NA	NA	NA
PTB46341.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	TMhelix	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
