Gene	Phobius	interpro	SUPERFAMILY	PANTHER	GO	Pfam	ProSiteProfiles	CDD	TMHMM	Coils	MobiDBLite	PATHWAY	ProSitePatterns	SMART	Gene3D	PIRSF	PRINTS	TIGRFAM	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Hamap	SFLD	ProDom
EGR45743.1	NA	IPR005321	SSF56266	PTHR36512		PF03576	NA	NA	NA	NA	mobidb-lite	KEGG: 00220+2.3.1.35+2.3.1.1|MetaCyc: PWY-5154	NA	NA	G3DSA:3.60.70.12	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52535.1	NA	IPR007307	NA	PTHR21531		PF04180	NA	NA	NA	NA	mobidb-lite	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52925.1	NA	IPR013783	SSF81296	PTHR40625:SF2;PTHR40625	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:2.60.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49884.1	NA	IPR009081	SSF53474;SSF55048;SSF52151;SSF53901;SSF47336	PTHR43775;PTHR43775:SF14	GO:0016740;GO:0031177;GO:0016787;GO:0003824;GO:0006508;GO:0008236	PF00550;PF00109;PF00698;PF07859;PF16073;PF02801;PF16197;PF14765;PF00326	PS50075	cd00833	NA	Coil	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	PS00606;PS00012	SM00823;SM00827;SM00825	G3DSA:3.40.366.10;G3DSA:3.10.129.110;G3DSA:3.30.70.3290;G3DSA:3.30.70.250;G3DSA:1.10.1200.10;G3DSA:3.40.50.1820;G3DSA:3.40.47.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45854.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR010929	SSF52540	PTHR19241:SF298;PTHR19241	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887;GO:0016020	PF06422;PF00005;PF01061	PS50893	cd03233	TMhelix	Coil	mobidb-lite	Reactome: R-HSA-1369062	PS00211	SM00382	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51860.1	NA	IPR030379	SSF52540	PTHR18884;PTHR18884:SF70	GO:0005525	PF00735	PS51719	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47014.1	NA	IPR002347	SSF51735	PTHR43647:SF3;PTHR43647	NA	PF00106	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.720	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
EGR45334.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	IPR008427	NA	PTHR35607;PTHR35607:SF6	NA	PF05730	NA	NA	NA	NA	NA	NA	NA	SM00747	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR48363.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	PTHR34992:SF2;PTHR34992	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR51976.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR004837	NA	PTHR31503;PTHR31503:SF20	GO:0016021;GO:0055085	PF01699	NA	NA	TMhelix	NA	NA	Reactome: R-HSA-425561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51599.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR014472	NA	PTHR10414;PTHR10414:SF61	GO:0008654;GO:0016020;GO:0016780	PF01066	NA	NA	TMhelix	NA	NA	NA	PS00379	NA	G3DSA:1.20.120.1760	PIRSF015665	NA	NA	NA	NA	NA	NA	NA	NA
EGR53006.1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	IPR001128	SSF48264	PTHR24305;PTHR24305:SF62	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	NA	NA	TMhelix	NA	NA	NA	PS00086	NA	G3DSA:1.10.630.10	NA	PR00385;PR00463	NA	NA	NA	NA	NA	NA	NA
EGR52532.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR001138	SSF57701	PTHR19444:SF21;PTHR19444	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF04082;PF00172	PS50048	cd12148;cd00067	NA	NA	mobidb-lite	NA	PS00463	SM00066;SM00906	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48249.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	IPR013094	SSF53474	PTHR23024;PTHR23024:SF328	GO:0016787	PF07859	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46394.1	NA	IPR027417	SSF52540	PTHR10799:SF868;PTHR10799	GO:0003677;GO:0005524;GO:0005634;GO:0006281;GO:0006338;GO:0006351;GO:0016887;GO:0031011	PF00271;PF00176;PF13892	PS51413;PS51194;PS51192	cd00046;cd00079	NA	Coil	mobidb-lite	Reactome: R-HSA-5689603|Reactome: R-HSA-5696394	NA	SM00487;SM00490	G3DSA:3.40.50.300;G3DSA:3.40.50.10810	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45205.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR021013	NA	PTHR31394	GO:0070072	PF11712	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47302.1	NA	IPR000210	SSF117281;SSF54695	PTHR23244:SF354;PTHR23244	GO:0005515	PF00651;PF13854;PF13418	PS50097	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:2.120.10.80	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44284.1	NA	IPR009072	SSF47113	PTHR10252:SF8;PTHR10252	GO:0046982;GO:0003700;GO:0006355;GO:0016602	PF00808	NA	NA	NA	NA	mobidb-lite	Reactome: R-HSA-1989781|Reactome: R-HSA-2426168|Reactome: R-HSA-380994|Reactome: R-HSA-381183	NA	NA	G3DSA:1.10.20.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45514.1	NA	IPR008271	SSF56112	PTHR11042;PTHR11042:SF99	GO:0004672;GO:0006468;GO:0005524	PF00069	PS50011	NA	NA	NA	mobidb-lite	NA	PS00108	SM00220	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46229.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR53026.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	IPR012951	SSF56176	PTHR13878;PTHR13878:SF50	GO:0016491;GO:0050660;GO:0055114;GO:0071949	PF08031;PF01565	PS51387	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.465.50;G3DSA:3.30.465.40	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR46921.1	NA	IPR004046	SSF47616;SSF52833	PTHR11571	GO:0005515	PF14497;PF13417	PS50405;PS50404	cd03039	NA	NA	NA	NA	NA	NA	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	NA	NA	NA	NA	NA	NA	NA	SFLDS00019	NA
EGR44190.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
EGR50254.1	NA	IPR004353	NA	PTHR13027;PTHR13027:SF7		PF03164	NA	NA	NA	NA	mobidb-lite	Reactome: R-HSA-8876198	NA	NA	NA	NA	PR01546	NA	NA	NA	NA	NA	NA	NA
EGR51751.1	NA	IPR011009	SSF56112	NA	GO:0004672;GO:0005524;GO:0006468	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	SM00220	G3DSA:1.10.510.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47733.1	NA	IPR006222	SSF103025;SSF101790	PTHR43757;PTHR43757:SF2	GO:0004047;GO:0006546;GO:0005515	PF01571;PF08669	NA	NA	NA	NA	NA	KEGG: 00260+2.1.2.10|KEGG: 00670+2.1.2.10	NA	NA	G3DSA:4.10.1250.10;G3DSA:2.40.30.110;G3DSA:3.30.70.1400;G3DSA:3.30.1360.120	PIRSF006487	NA	TIGR00528	SignalP-TM	NA	NA	NA	NA	NA
EGR50965.1	NA	IPR017946	SSF51695	PTHR13593:SF43;PTHR13593	GO:0006629;GO:0008081	PF00388	PS50007	cd08586	NA	NA	NA	NA	NA	SM00148	G3DSA:3.20.20.190	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49837.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	IPR021109	SSF50630	PTHR13683:SF326;PTHR13683	GO:0004190;GO:0006508	PF00026	PS51767	cd05474	NA	NA	NA	NA	PS00141	NA	G3DSA:2.40.70.10	NA	PR00792	NA	NA	SignalP-noTM	NA	NA	NA	NA
EGR52645.1	NA	IPR017986	SSF50978	PTHR22838;PTHR22838:SF0	GO:0005515	PF00400	PS50294;PS50897;PS50082;PS50896	cd00200	NA	NA	mobidb-lite	NA	PS00678	SM00320	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48201.1	NA	IPR000873	SSF56801	PTHR43201:SF8;PTHR43201	GO:0003824	PF00501;PF13193	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.300.310;G3DSA:3.40.50.12780	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47180.1	NA	IPR015915	SSF117281;SSF50965	PTHR23244;PTHR23244:SF401	GO:0005515	PF13964;PF13418;PF01344	NA	NA	NA	NA	mobidb-lite	NA	NA	SM00612	G3DSA:2.120.10.80	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48685.1	NA	NA	NA	NA	NA	PF15365	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47852.1	NA	NA	NA	NA	NA	PF13917	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50471.1	NA	IPR001683	SSF64268	PTHR11632;PTHR11632:SF5	GO:0035091	PF12825;PF00787;PF12828	PS50195	cd06869	NA	Coil	mobidb-lite	NA	NA	SM00312	G3DSA:3.30.1520.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46616.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR027417	SSF52540;SSF90123	PTHR24223;PTHR24223:SF331	GO:0005524;GO:0016021;GO:0016887;GO:0042626;GO:0055085	PF00005;PF00664	PS50893;PS50929	cd03244;cd03250	TMhelix	NA	NA	NA	NA	SM00382	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49082.1	NA	IPR001578	SSF54001	PTHR10589:SF29;PTHR10589	GO:0004843;GO:0005622;GO:0006511	PF01088	NA	cd09617	NA	NA	mobidb-lite	Reactome: R-HSA-5689603	NA	NA	G3DSA:3.40.532.10	NA	PR00707	NA	NA	NA	NA	NA	NA	NA
EGR45530.1	NA	IPR014640	SSF51366;SSF52317	PTHR21235:SF2;PTHR21235	GO:0000105;GO:0000107;GO:0016763;GO:0016833;GO:0003824	PF00117;PF00977	PS51273	cd04731;cd01748	NA	NA	NA	NA	NA	NA	G3DSA:3.20.20.70;G3DSA:3.40.50.880	PIRSF036936	NA	TIGR01855;TIGR00735	NA	NA	NA	MF_00278	NA	NA
EGR44702.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	IPR008030	SSF51735	PTHR42748:SF14;PTHR42748		PF05368	NA	NA	NA	NA	NA	Reactome: R-HSA-70635	NA	NA	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47308.1	NA	IPR016163	SSF53720;SSF55194	PTHR43353;PTHR43353:SF5	GO:0016491;GO:0016620;GO:0055114;GO:0009013;GO:0009450	PF00171;PF01765	NA	cd07103	NA	Coil	mobidb-lite	Reactome: R-HSA-916853	PS00070;PS00687	NA	G3DSA:3.40.309.10;G3DSA:3.30.1360.40;G3DSA:1.10.132.20;G3DSA:3.40.605.10	NA	NA	TIGR01780	NA	NA	NA	NA	NA	NA
EGR52727.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR004932	NA	PTHR10743	GO:0016021	PF03248	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	PIRSF016013	NA	NA	NA	NA	NA	NA	NA	NA
EGR48179.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR002645	SSF52091	PTHR11814:SF181;PTHR11814	GO:0008271;GO:0008272;GO:0016020;GO:0055085;GO:0015116;GO:0016021	PF00916;PF01740	PS50801	cd07042	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00815	NA	NA	NA	NA	NA	NA
EGR45372.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR002523	SSF144083	PTHR21535	GO:0016020;GO:0030001;GO:0046873;GO:0055085	PF01544	NA	NA	TMhelix	Coil	mobidb-lite	NA	NA	NA	G3DSA:1.20.58.340	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44077.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR011701	SSF103473	PTHR43791;PTHR43791:SF54	GO:0016021;GO:0055085	PF07690	PS50850	cd06174	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50663.1	SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
EGR44370.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR008979	SSF49785	PTHR12953;PTHR12953:SF0	NA	PF07738	PS51469	NA	TMhelix	Coil	mobidb-lite	NA	NA	NA	G3DSA:2.60.120.260	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50621.1	NA	IPR001452	SSF50044;SSF103657	PTHR45102	GO:0005515;GO:0005737	PF03114;PF00018	PS50002;PS51021	cd07599	NA	Coil	mobidb-lite	NA	NA	SM00326;SM00721	G3DSA:2.30.30.40;G3DSA:1.20.1270.60	NA	PR00452;PR01887	NA	NA	NA	NA	NA	NA	NA
EGR50927.1	NA	IPR014001	SSF52540	PTHR13710:SF105;PTHR13710	GO:0003676;GO:0005524;GO:0006310;GO:0008026	PF00270;PF16124;PF00271	PS51192;PS51194	cd00079;cd00046	NA	NA	NA	NA	NA	SM00490;SM00487	G3DSA:3.40.50.300	NA	NA	TIGR00614	NA	NA	NA	NA	NA	NA
EGR51521.1	NA	IPR000262	SSF55856;SSF51395	PTHR10578;PTHR10578:SF82	GO:0016491;GO:0020037;GO:0003824	PF01070;PF00173	PS51349;PS50255	cd02922	NA	Coil	NA	Reactome: R-HSA-9033241	PS00191	SM01117	G3DSA:3.20.20.70;G3DSA:3.10.120.10	NA	PR00363	NA	NA	NA	NA	NA	NA	NA
EGR49892.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR011701	SSF103473	PTHR43791;PTHR43791:SF29	GO:0016021;GO:0055085	PF07690	NA	cd06174	TMhelix	NA	mobidb-lite	NA	NA	NA	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46967.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR003663	SSF103473	PTHR23500:SF35;PTHR23500	GO:0016020;GO:0022857;GO:0055085;GO:0005215;GO:0016021	PF00083	PS50850	cd06174	TMhelix	Coil	NA	Reactome: R-HSA-189200	PS00216;PS00217	NA	G3DSA:1.20.1250.20	NA	PR00171	TIGR00879	NA	NA	NA	NA	NA	NA
EGR50558.1	NA	IPR022092	NA	NA		PF12329;PF12325	NA	NA	NA	Coil	mobidb-lite	Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45383.1	NA	IPR015424	SSF53383	PTHR11773	GO:0004375;GO:0006546;GO:0055114;GO:0003824;GO:0006544	PF02347	NA	cd00613	NA	NA	NA	KEGG: 00260+1.4.4.2|Reactome: R-HSA-6783984	NA	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	TIGR00461	NA	NA	NA	NA	NA	NA
EGR46778.1	NA	IPR002616	SSF51713	PTHR43530	GO:0006400;GO:0016763;GO:0008479;GO:0101030	PF01702	NA	NA	NA	NA	NA	MetaCyc: PWY-6700|Reactome: R-HSA-6782315	NA	NA	G3DSA:3.20.20.105	NA	NA	TIGR00449;TIGR00430	NA	NA	NA	MF_00168	NA	NA
EGR48516.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR001171	NA	PTHR21257;PTHR21257:SF17	GO:0016020;GO:0016628;GO:0055114	PF01222	NA	NA	TMhelix	NA	NA	NA	PS01018;PS01017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51761.1	NA	IPR036914	SSF52335;SSF52021;SSF53671;SSF52440;SSF56059;SSF48108;SSF51556;SSF52317	PTHR11405:SF5;PTHR11405	GO:0005524;GO:0046872;GO:0006807;GO:0006520;GO:0016743;GO:0016597;GO:0004070;GO:0006207;GO:0004088;GO:0006541	PF02729;PF02142;PF00185;PF02787;PF00117;PF02786;PF00988	PS50975;PS51273	cd01423;cd01744	NA	NA	NA	KEGG: 00240+6.3.5.5|KEGG: 00250+6.3.5.5|MetaCyc: PWY-5154|MetaCyc: PWY-5686|MetaCyc: PWY-7400|MetaCyc: PWY-7790|MetaCyc: PWY-7791	PS00866;PS00867;PS00097	SM01096;SM00851;SM01097	G3DSA:3.40.50.20;G3DSA:3.20.20.140;G3DSA:3.30.470.20;G3DSA:3.40.50.1370;G3DSA:3.40.50.880;G3DSA:3.50.30.20;G3DSA:3.40.50.1380;G3DSA:1.10.1030.10;G3DSA:3.30.1490.20	NA	PR00098;PR00100;PR00101;PR00099	TIGR01369;TIGR00670;TIGR01368	NA	NA	NA	MF_01209	NA	NA
EGR52651.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50378.1	NA	IPR004399	SSF48613;SSF53613	PTHR20858;PTHR20858:SF17	GO:0008972;GO:0009228	PF03070;PF08543	NA	cd01169	NA	NA	NA	KEGG: 00730+2.7.1.49|MetaCyc: PWY-6910|MetaCyc: PWY-7356|MetaCyc: PWY-7357	NA	NA	G3DSA:3.40.1190.20;G3DSA:1.20.910.10	NA	NA	TIGR00097	NA	NA	NA	NA	NA	NA
EGR45298.1	NA	IPR015892	SSF53056	PTHR11002:SF16;PTHR11002	GO:0004089;GO:0008270;GO:0015976	PF00484	NA	cd00883	NA	NA	NA	KEGG: 00910+4.2.1.1|MetaCyc: PWY-241|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6142|MetaCyc: PWY-7115|MetaCyc: PWY-7117	PS00704	SM00947	G3DSA:3.40.1050.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49471.1	NA	IPR000172	SSF51905;SSF54373	PTHR11552;PTHR11552:SF152	GO:0016614;GO:0050660;GO:0055114	PF05199;PF00732	NA	NA	NA	NA	NA	Reactome: R-HSA-6798163	PS00624	NA	G3DSA:4.10.450.10;G3DSA:3.30.410.40;G3DSA:3.50.50.60;G3DSA:1.10.1220.110	PIRSF000137	NA	NA	NA	NA	NA	NA	NA	NA
EGR52137.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	IPR002016	SSF48113	PTHR31356;PTHR31356:SF4	GO:0004601;GO:0006979;GO:0020037;GO:0055114	PF00141;PF01822	PS51212;PS50873	NA	NA	NA	mobidb-lite	NA	NA	SM00321	G3DSA:1.10.520.10;G3DSA:1.10.420.10	NA	PR00458	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR51258.1	NA	IPR000467	NA	PTHR23149;PTHR23149:SF19	GO:0003676	PF01585	PS50174	NA	NA	Coil	mobidb-lite	NA	NA	SM00443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52629.1	NA	IPR011564	SSF50249	PTHR14513	GO:0000723;GO:0000784;GO:0003677;GO:0043047	PF16686;PF02765	NA	cd04497	NA	Coil	mobidb-lite	Reactome: R-HSA-1221632|Reactome: R-HSA-171306|Reactome: R-HSA-2559586	NA	SM00976	G3DSA:2.40.50.140	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48593.1	NA	IPR001650	SSF52540	PTHR18934:SF193;PTHR18934	GO:0004386;GO:0003676;GO:0005524	PF04408;PF07717;PF00270;PF00271	PS51194;PS51192	cd00046;cd00079	NA	NA	mobidb-lite	NA	PS00690	SM00487;SM00847;SM00490	G3DSA:3.40.50.300;G3DSA:1.20.120.1080	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52452.1	NA	IPR012677	SSF54928	PTHR44160;PTHR44160:SF3	GO:0003676	PF00076	PS50102	cd12619;cd12614;cd12622	NA	NA	mobidb-lite	NA	NA	SM00361;SM00360	G3DSA:3.30.70.330	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52268.1	NA	IPR012340	SSF50249;SSF50104	PTHR13691:SF16;PTHR13691	GO:0003735;GO:0005840;GO:0006412	PF00181;PF03947	NA	NA	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00467	SM01382;SM01383	G3DSA:2.40.50.140;G3DSA:2.30.30.30;G3DSA:4.10.950.10	PIRSF002158	NA	NA	NA	NA	NA	NA	NA	NA
EGR48499.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR027417	SSF52540;SSF90123	PTHR24223;PTHR24223:SF328	GO:0005524;GO:0016021;GO:0016887;GO:0042626;GO:0055085	PF00005;PF00664	PS50893;PS50929	NA	TMhelix	NA	mobidb-lite	NA	PS00211	SM00382	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49422.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR000326	SSF48317	PTHR10165;PTHR10165:SF84	NA	PF01569	NA	cd03390	TMhelix	NA	mobidb-lite	NA	NA	SM00014	G3DSA:1.20.144.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46018.1	NA	IPR001345	SSF52540;SSF53254	PTHR10606;PTHR10606:SF44	GO:0003824;GO:0003873;GO:0005524;GO:0006000;GO:0006003	PF00300;PF01591	NA	cd07067	NA	NA	NA	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-70171	PS00175	SM00855	G3DSA:3.40.50.300;G3DSA:3.40.50.1240	PIRSF000709	PR00991	NA	NA	NA	NA	NA	NA	NA
EGR48986.1	NA	IPR001680	SSF50978;SSF109925	PTHR44129	GO:0005515	PF00400	PS50082;PS50896;PS50294	cd00200	NA	NA	mobidb-lite	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-2565942|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-5620912|Reactome: R-HSA-5663220|Reactome: R-HSA-6811436|Reactome: R-HSA-68877|Reactome: R-HSA-8854518	PS00678	SM00320	G3DSA:1.20.960.30;G3DSA:2.130.10.10	PIRSF037647	PR00320	NA	NA	NA	NA	MF_03141	NA	NA
EGR48691.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	IPR028927	SSF50911	PTHR15071:SF0;PTHR15071		PF02157	NA	NA	TMhelix	NA	NA	Reactome: R-HSA-432720|Reactome: R-HSA-6811440|Reactome: R-HSA-8856825|Reactome: R-HSA-8856828	NA	NA	G3DSA:2.70.130.10	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
