Gene	interpro	GO	ProSitePatterns	ProSiteProfiles	MobiDBLite	Gene3D	SUPERFAMILY	SMART	PANTHER	TMHMM	Phobius	Pfam	CDD	PATHWAY	TIGRFAM	PRINTS	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Coils	PIRSF	Hamap	SFLD	ProDom
maker-NIGB01000007.1-augustus-gene-4.33-mRNA-1	IPR006109	GO:0004367;GO:0005975;GO:0055114;GO:0016491;GO:0006072;GO:0009331;GO:0016616;GO:0046168;GO:0051287	PS00957	NA	mobidb-lite	G3DSA:1.10.1040.10	SSF48179;SSF51735	NA	PTHR11728:SF8;PTHR11728	NA	NA	PF07479;PF01210	NA	KEGG: 00564+1.1.1.94|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-7902|Reactome: R-HSA-1483166	NA	PR00077	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-13.21-mRNA-1	IPR036915	GO:0000079;GO:0019901	NA	NA	mobidb-lite	G3DSA:1.10.472.10	SSF47954	NA	PTHR15615;PTHR15615:SF0	NA	NA	PF08613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-35.51-mRNA-1	IPR036236	GO:0003676	PS00028	PS50157	mobidb-lite	G3DSA:3.30.160.60	SSF57667	SM00355	PTHR23226:SF61;PTHR23226	NA	NA	PF00096	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-19.17-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468	PS00108;PS00107	PS50011	mobidb-lite	G3DSA:1.10.510.10	SSF56112	SM00220	PTHR24361;PTHR24361:SF611	NA	NA	PF00069	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000007.1-augustus-gene-5.27-mRNA-1	IPR016346	GO:0007165;GO:0005515	PS00678	PS50082;PS50294	mobidb-lite	G3DSA:2.130.10.10	SSF50978	SM00320	PTHR19850;PTHR19850:SF47	NA	NA	PF00400	cd00200	Reactome: R-HSA-163359|Reactome: R-HSA-202040|Reactome: R-HSA-381676|Reactome: R-HSA-392170|Reactome: R-HSA-392451|Reactome: R-HSA-392851|Reactome: R-HSA-400042|Reactome: R-HSA-4086398|Reactome: R-HSA-416476|Reactome: R-HSA-416482|Reactome: R-HSA-418217|Reactome: R-HSA-418555|Reactome: R-HSA-418592|Reactome: R-HSA-418594|Reactome: R-HSA-418597|Reactome: R-HSA-420092|Reactome: R-HSA-428930|Reactome: R-HSA-432040|Reactome: R-HSA-456926|Reactome: R-HSA-500657|Reactome: R-HSA-6814122	NA	PR00319;PR00320	NA	NA	NA	Coil	PIRSF002394	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-11.3-mRNA-1	IPR017441	GO:0005524;GO:0004672;GO:0006468;GO:0004712;GO:0007093;GO:0051304	PS00107;PS00108	PS50011	mobidb-lite	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	SM00220	PTHR22974;PTHR22974:SF21	NA	NA	PF00069	cd14131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000004.1-processed-gene-38.39-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000006.1-processed-gene-3.26-mRNA-1	IPR014001	GO:0003676;GO:0005524	NA	PS51192;PS51195;PS51194	mobidb-lite	G3DSA:3.40.50.300	SSF52540	SM00487;SM00490	PTHR24031:SF336;PTHR24031	NA	NA	PF00271;PF00270	cd00079	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-33.35-mRNA-1	IPR004762	GO:0006865;GO:0016021;GO:0016020;GO:0055085;GO:0022857	PS00218	NA	NA	G3DSA:1.20.1740.10	NA	NA	PTHR43341:SF31;PTHR43341	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF00324	NA	NA	TIGR00913	NA	NA	NA	NA	NA	PIRSF006060	NA	NA	NA
augustus_masked-NIGB01000008.1-processed-gene-4.1-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-23.22-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-12.9-mRNA-1	IPR017884	GO:0003677;GO:0005524;GO:0031491;GO:0043044;GO:0003676;GO:0005634;GO:0006338;GO:0016818	NA	PS51293;PS51192;PS51194	mobidb-lite	G3DSA:1.20.5.1190;G3DSA:3.40.50.300;G3DSA:1.10.10.60;G3DSA:3.40.50.10810;G3DSA:1.10.1040.30	SSF52540;SSF101224;SSF46689	SM00490;SM00717;SM00487	PTHR10799;PTHR10799:SF856	NA	NA	PF00271;PF00176;PF09110;PF09111	cd00167;cd00046;cd00079	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000009.1-augustus-gene-3.17-mRNA-1	IPR002928	GO:0003774;GO:0016459;GO:0005524;GO:0051015	NA	PS51844;PS51456	mobidb-lite	G3DSA:1.20.120.720;G3DSA:4.10.270.10;G3DSA:3.40.850.10;G3DSA:2.30.30.360;G3DSA:3.30.70.3240;G3DSA:1.20.58.530	SSF52540;SSF90257	SM00242	PTHR13140;PTHR13140:SF574	NA	NA	PF01576;PF00063;PF02736	cd01377	NA	NA	PR00193	SignalP-TM	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-12.7-mRNA-1	IPR000195	NA	NA	PS50086	mobidb-lite	G3DSA:1.10.472.80;G3DSA:1.10.8.270	SSF47923	SM00164	PTHR22957:SF26;PTHR22957	NA	NA	PF00566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-19.22-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-20.24-mRNA-1	IPR004841	GO:0016020;GO:0055085;GO:0006865;GO:0016021;GO:0022857	PS00218	NA	mobidb-lite	G3DSA:1.20.1740.10	NA	NA	PTHR43341:SF9;PTHR43341	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF00324	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF006060	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-16.26-mRNA-1	IPR029058	NA	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	PTHR43039:SF3;PTHR43039	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF12697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-35.13-mRNA-1	IPR018490	GO:0008272;GO:0015116;GO:0016021;GO:0008271;GO:0016020;GO:0055085	NA	PS50042;PS50801	mobidb-lite	G3DSA:3.30.750.24;G3DSA:2.60.120.10	SSF51206;SSF52091	SM00100	PTHR11814:SF59;PTHR11814	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF00916;PF00027;PF01740	cd00038;cd07042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-16.3-mRNA-1	IPR007241		NA	NA	mobidb-lite	NA	NA	NA	PTHR13038:SF10;PTHR13038	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF04109	NA	Reactome: R-HSA-1632852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-32.11-mRNA-1	IPR040114	NA	NA	NA	NA	G3DSA:1.25.40.570	NA	NA	PTHR12732:SF4;PTHR12732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-11.30-mRNA-1	IPR032284	GO:0003676;GO:0005524;GO:0006310;GO:0008026	PS00690	PS51192;PS51194	NA	G3DSA:3.40.50.300	SSF52540	SM00487;SM00490	PTHR13710;PTHR13710:SF105	NA	NA	PF16124;PF00270;PF00271	cd00079;cd00046	NA	TIGR00614	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-8.38-mRNA-1	IPR040241	NA	NA	NA	mobidb-lite	NA	NA	SM01320	PTHR31145;PTHR31145:SF2	TMhelix	SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	PF14558;PF06011	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-33.30-mRNA-1	IPR010422	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR21680	NA	NA	PF06244	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-20.11-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0004707	PS01351;PS00108	PS50011	mobidb-lite	G3DSA:1.10.510.10;G3DSA:3.30.200.20	SSF56112	SM00220	PTHR24055;PTHR24055:SF10	NA	NA	PF00069	cd07857	KEGG: 04150+2.7.11.24	NA	NA	NA	NA	NA	NA	PIRSF000615	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-14.1-mRNA-1	IPR036968	GO:0016765;GO:0003855;GO:0003856;GO:0003866;GO:0004764;GO:0004765;GO:0009073;GO:0003824;GO:0005737;GO:0055114	PS01128;PS00885;PS00104	NA	NA	G3DSA:3.65.10.10;G3DSA:1.20.1090.10;G3DSA:3.40.50.1970;G3DSA:3.40.50.300;G3DSA:3.20.20.70;G3DSA:3.40.50.10860	SSF52540;SSF53223;SSF55205;SSF51569;SSF51735;SSF56796	NA	PTHR21090	TMhelix	NA	PF01487;PF01202;PF08501;PF01761;PF00275	cd00502;cd08195;cd01556;cd00464	KEGG: 00400+4.2.1.10|MetaCyc: PWY-6163|MetaCyc: PWY-6416|MetaCyc: PWY-6707	TIGR01357;TIGR01093;TIGR01356	PR01100	NA	NA	NA	NA	PIRSF000514	MF_00109;MF_00210;MF_03143	NA	NA
maker-NIGB01000001.1-augustus-gene-21.10-mRNA-1	IPR036743	GO:0005885;GO:0015629;GO:0030833;GO:0034314;GO:0005315;GO:0006817;GO:0016020	NA	NA	mobidb-lite	G3DSA:1.25.40.190	SSF69103	NA	PTHR11101:SF57;PTHR11101	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF04699;PF01384	NA	Reactome: R-HSA-427652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-3.55-mRNA-1	IPR017986	GO:0005515	PS00678	PS50294;PS50082	NA	G3DSA:2.130.10.10	SSF50978	SM00320	PTHR19856:SF0;PTHR19856	NA	NA	PF00400;PF12894	NA	NA	NA	PR00320	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-1.19-mRNA-1	IPR040115	GO:0071786	NA	NA	mobidb-lite	NA	NA	NA	PTHR22166;PTHR22166:SF12	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PF10058	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-5.51-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-5.19-mRNA-1	IPR027815	GO:0016020	NA	NA	mobidb-lite	G3DSA:3.30.230.70	SSF54211;SSF55666	NA	PTHR13018:SF53;PTHR13018	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF14703;PF01138;PF12621;PF02714;PF13967	cd11370	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-33.2-mRNA-1	IPR027417	GO:0005515;GO:0005524;GO:0005694;GO:0051276	NA	NA	mobidb-lite	G3DSA:3.40.50.300;G3DSA:1.20.1060.20;G3DSA:3.30.70.1620	SSF52540;SSF75553	SM00968	PTHR43977	NA	NA	PF06470;PF02463	cd03272	NA	NA	NA	NA	NA	NA	Coil	PIRSF005719	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-14.33-mRNA-1	IPR002130	GO:0000413;GO:0003755;GO:0006457	PS00170	PS50072	NA	G3DSA:2.40.100.10	SSF50891	NA	PTHR11071:SF387;PTHR11071	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	PF00160	cd01926	NA	NA	PR00153	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000008.1-augustus-gene-2.39-mRNA-1	IPR000795	GO:0003924;GO:0005525;GO:0000288;GO:0003747;GO:0006415	NA	PS51722	mobidb-lite	G3DSA:3.40.50.300;G3DSA:2.40.30.10	SSF50447;SSF52540;SSF50465	NA	PTHR23115;PTHR23115:SF36	NA	NA	PF00009;PF03144;PF03143	cd04089;cd01883;cd03704	NA	NA	PR00315;PR01343	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-2.12-mRNA-1	IPR018791		NA	NA	mobidb-lite	NA	NA	NA	PTHR15157:SF13;PTHR15157	NA	NA	PF10186	NA	Reactome: R-HSA-1632852	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-24.21-mRNA-1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	mobidb-lite	NA	NA	SM00906	PTHR31944:SF55;PTHR31944	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF04082	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000008.1-processed-gene-3.17-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	TMhelix	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-18.20-mRNA-1	IPR001392	GO:0006886;GO:0016192;GO:0030131	NA	PS51072	NA	G3DSA:3.30.450.60;G3DSA:2.60.40.1170	SSF64356;SSF49447	NA	PTHR10529;PTHR10529:SF236	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PF00928	cd09251	NA	NA	PR00314	NA	NA	NA	NA	PIRSF005992	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-28.18-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000006.1-processed-gene-10.33-mRNA-1	IPR001650	GO:0004386;GO:0005515;GO:0003676;GO:0005524	PS00690	PS51194;PS51192	mobidb-lite	G3DSA:3.40.50.300;G3DSA:3.10.110.10;G3DSA:1.20.120.1080	SSF54495;SSF52540;SSF54768;SSF46934	SM00847;SM00490;SM00487	PTHR18934:SF145;PTHR18934	NA	NA	PF00271;PF07717;PF04408;PF05773;PF00270	cd00079;cd00046	NA	NA	NA	SignalP-TM	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-18.10-mRNA-1	IPR001041	GO:0009055;GO:0051536;GO:0051537	PS00814	PS51085	mobidb-lite	G3DSA:3.10.20.30	SSF54292	NA	PTHR23426;PTHR23426:SF25	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	PF00111	cd00207	Reactome: R-HSA-1362409|Reactome: R-HSA-196108|Reactome: R-HSA-211976|Reactome: R-HSA-2395516|Reactome: R-HSA-5579026	NA	PR00355	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-20.5-mRNA-1	IPR039551	GO:0016746	PS00440	NA	mobidb-lite	G3DSA:1.10.275.20;G3DSA:3.30.559.10;G3DSA:3.30.559.40;G3DSA:3.30.559.70	SSF52777	NA	PTHR22589;PTHR22589:SF29	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	PF00755	NA	Reactome: R-HSA-389661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000004.1-processed-gene-15.4-mRNA-1	IPR002119	GO:0000786;GO:0003677;GO:0005634;GO:0046982	NA	NA	mobidb-lite	G3DSA:1.10.20.10	SSF47113	SM00414	PTHR23430;PTHR23430:SF206	NA	NA	PF16211;PF00125	cd00074	Reactome: R-HSA-3214858	NA	PR00620	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000009.1-augustus-gene-13.51-mRNA-1	IPR013862	NA	NA	NA	NA	NA	NA	NA	PTHR28077	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF08552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000009.1-augustus-gene-6.17-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-46.18-mRNA-1	IPR004648	GO:0055085	NA	NA	mobidb-lite	NA	NA	NA	PTHR22601:SF48;PTHR22601	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF03169	NA	NA	TIGR00727;TIGR00728	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000007.1-augustus-gene-0.35-mRNA-1	IPR027409	GO:0005524;GO:0006457;GO:0051082	PS00995;PS00750;PS00751	NA	NA	G3DSA:3.50.7.10;G3DSA:1.10.560.10;G3DSA:3.30.260.10	SSF52029;SSF48592;SSF54849	NA	PTHR11353:SF23;PTHR11353	NA	NA	PF00118	cd03336	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-5620922|Reactome: R-HSA-6798695|Reactome: R-HSA-6814122	TIGR02341	PR00304	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-33.34-mRNA-1	IPR036026	GO:0004571;GO:0005509;GO:0016020;GO:0003824	NA	NA	mobidb-lite	G3DSA:1.50.10.10	SSF48225	NA	PTHR11742;PTHR11742:SF55	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PF01532	NA	NA	NA	PR00747	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-10.8-mRNA-1	IPR001670	GO:0016491;GO:0046872;GO:0055114	NA	NA	NA	G3DSA:1.20.1090.10;G3DSA:3.40.50.1970	SSF56796	NA	PTHR11496:SF83;PTHR11496	NA	NA	PF00465	cd08190	Reactome: R-HSA-880009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-16.35-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000004.1-processed-gene-20.7-mRNA-1	IPR038356	NA	NA	NA	NA	G3DSA:1.20.1440.170	NA	NA	PTHR13349	NA	NA	PF11176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000010.1-processed-gene-4.28-mRNA-1	IPR021726	GO:0000347;GO:0006397;GO:0006406	NA	NA	mobidb-lite	NA	NA	NA	PTHR21597:SF0;PTHR21597	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PF11732;PF11262;PF16134	NA	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-35.26-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-12.19-mRNA-1	IPR033690	GO:0005524;GO:0006139;GO:0019205;GO:0004017;GO:0016776;GO:0006172	PS00113	NA	NA	G3DSA:3.40.50.300	SSF52540	NA	PTHR23359;PTHR23359:SF117	NA	NA	PF00406;PF05191	cd01428	KEGG: 00230+2.7.4.3|KEGG: 00730+2.7.4.3|MetaCyc: PWY-7219|Reactome: R-HSA-499943	TIGR01351	PR00094	NA	NA	NA	Coil	NA	MF_00235;MF_03168	NA	NA
maker-NIGB01000009.1-augustus-gene-10.4-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-19.3-mRNA-1	IPR001680	GO:0005515	PS00678	PS50082;PS50294	mobidb-lite	G3DSA:2.130.10.10	SSF50978	SM00320	PTHR22847:SF603;PTHR22847	NA	NA	PF00400	cd00200	NA	NA	PR00320	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-21.27-mRNA-1	IPR016654	GO:0006397	NA	NA	NA	G3DSA:2.30.30.100	SSF50182	SM00651	PTHR13829	NA	NA	PF01423	cd01725	Reactome: R-HSA-430039|Reactome: R-HSA-72163|Reactome: R-HSA-72165	NA	NA	NA	NA	NA	NA	PIRSF016394	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-29.16-mRNA-1	IPR027229	GO:0019789;GO:0008270	NA	PS50800;PS51044;PS51466	mobidb-lite	G3DSA:3.30.40.10;G3DSA:1.10.720.30;G3DSA:2.60.120.780	NA	NA	PTHR10782:SF4;PTHR10782	NA	NA	PF02891;PF14324	NA	Reactome: R-HSA-3232118|Reactome: R-HSA-3899300|Reactome: R-HSA-4090294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000004.1-processed-gene-29.23-mRNA-1	IPR005198	GO:0003824	NA	NA	NA	G3DSA:1.50.10.20	SSF48208	NA	PTHR12145;PTHR12145:SF25	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	PF03663	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-20.8-mRNA-1	IPR025887	GO:0004553;GO:0005975;GO:0003824;GO:0030246	NA	NA	NA	G3DSA:2.60.40.1760;G3DSA:3.20.20.80;G3DSA:2.60.40.1180	SSF51011;SSF74650;SSF51445	NA	PTHR43053;PTHR43053:SF2	NA	NA	PF13802;PF01055	cd06593;cd14752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000004.1-processed-gene-31.24-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR38793:SF1;PTHR38793	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF18142	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000009.1-augustus-gene-2.26-mRNA-1	IPR005198	GO:0003824	NA	NA	mobidb-lite	G3DSA:1.50.10.20	SSF48208	NA	PTHR12145:SF33;PTHR12145	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PF03663	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-15.53-mRNA-1	IPR001680	GO:0005515;GO:0006888	NA	PS50082;PS50294	mobidb-lite	G3DSA:1.25.40.1030;G3DSA:2.130.10.10;G3DSA:1.20.940.10	SSF50978	SM00320	PTHR13923:SF11;PTHR13923	NA	NA	PF07304;PF12931	NA	Reactome: R-HSA-204005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-35.43-mRNA-1	IPR036259	GO:0016021;GO:0055085	NA	NA	mobidb-lite	G3DSA:1.20.1250.20	SSF103473	NA	PTHR23501;PTHR23501:SF92	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF07690	cd06174	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-33.6-mRNA-1	IPR000626	GO:0005515;GO:0003684;GO:0006289;GO:0043161;GO:0005634	NA	PS50030;PS50053	mobidb-lite	G3DSA:1.10.8.10;G3DSA:3.10.20.90;G3DSA:1.10.10.540	SSF54236;SSF101238;SSF46934	SM00213;SM00165;SM00727	PTHR10621:SF0;PTHR10621	NA	NA	PF00627;PF09280;PF00240	cd14281;cd01805	Reactome: R-HSA-5689877|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	TIGR00601	PR01839	NA	NA	NA	NA	NA	NA	NA	NA
