Gene	interpro	GO	Gene3D	ProSiteProfiles	Pfam	SMART	PANTHER	MobiDBLite	CDD	SUPERFAMILY	ProSitePatterns	Coils	PATHWAY	TIGRFAM	Phobius	TMHMM	Hamap	PIRSF	PRINTS	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	ProDom	SFLD
maker-NODE_168_length_58473_cov_49.864687-augustus-gene-0.17-mRNA-1	IPR017107	GO:0005794;GO:0016192;GO:0030121;GO:0006886;GO:0030117	G3DSA:2.60.40.1230;G3DSA:1.25.10.10	PS50180	PF02883;PF01602	SM00809	PTHR22780;PTHR22780:SF5	mobidb-lite	NA	SSF49348;SSF48371	NA	NA	Reactome: R-HSA-432720	NA	NA	NA	NA	PIRSF037094	NA	NA	NA	NA	NA	NA
maker-NODE_23_length_184657_cov_42.976307-augustus-gene-0.5-mRNA-1	IPR024704	GO:0005515;GO:0005524;GO:0005694;GO:0051276	G3DSA:3.40.50.300;G3DSA:3.30.70.1620;G3DSA:3.30.160.60;G3DSA:1.20.1060.20	NA	PF02463;PF06470	SM00968	PTHR43977	mobidb-lite	cd03272	SSF75553;SSF52540	NA	Coil	NA	NA	NA	NA	NA	PIRSF005719	NA	NA	NA	NA	NA	NA
maker-NODE_117_length_75369_cov_46.770022-augustus-gene-0.3-mRNA-1	IPR015943	GO:0005515	G3DSA:2.130.10.10	NA	NA	NA	NA	mobidb-lite	NA	SSF50978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_201490_cov_48.986974-augustus-gene-0.4-mRNA-1	IPR015425	GO:0003779;GO:0017048;GO:0030036;GO:0016043	G3DSA:1.10.238.150;G3DSA:1.10.12.30;G3DSA:1.20.58.2220;G3DSA:1.25.10.10	PS51444;PS51232;PS51231	PF02181;PF06371;PF06367	SM00498;SM01139;SM01140	PTHR23213;PTHR23213:SF321	mobidb-lite	NA	SSF101447;SSF48371	NA	Coil	NA	NA	NA	NA	NA	NA	PR01217	NA	NA	NA	NA	NA
maker-NODE_16_length_205114_cov_50.024787-augustus-gene-0.29-mRNA-1	IPR007695	GO:0005524;GO:0006298;GO:0030983;GO:0003677;GO:0032300	G3DSA:3.40.50.300;G3DSA:1.10.1420.10;G3DSA:3.40.1170.10;G3DSA:3.30.420.110	NA	PF01624;PF05188;PF00488;PF05190;PF05192	SM00534;SM00533	PTHR11361:SF35;PTHR11361	NA	cd03285	SSF52540;SSF48334	PS00486	Coil	Reactome: R-HSA-5632928	NA	NA	NA	NA	PIRSF005813	NA	NA	NA	NA	NA	NA
maker-NODE_171_length_57720_cov_48.161131-augustus-gene-0.6-mRNA-1	IPR001619	GO:0006904;GO:0016192	G3DSA:3.40.50.2060;G3DSA:3.90.830.10;G3DSA:1.25.40.850;G3DSA:3.40.50.1910	NA	PF00995	NA	PTHR11679;PTHR11679:SF1	NA	NA	SSF56815	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_213_length_45035_cov_50.180057-processed-gene-0.14-mRNA-1	IPR013783	GO:0000272;GO:0005576;GO:0052761;GO:0004553;GO:0005975	G3DSA:2.60.40.10;G3DSA:2.60.120.260;G3DSA:3.20.20.80	NA	PF00703;PF18368	NA	PTHR43536:SF1;PTHR43536	NA	NA	SSF49785;SSF49303;SSF51445	NA	NA	KEGG: 00520+3.2.1.165	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
augustus_masked-NODE_300_length_25696_cov_51.562087-processed-gene-0.14-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA	NA
maker-NODE_61_length_109926_cov_44.427700-augustus-gene-0.28-mRNA-1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	G3DSA:1.10.630.10	NA	PF00067	NA	PTHR24279:SF85;PTHR24279	NA	NA	SSF48264	NA	Coil	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	PR00465	NA	NA	NA	NA	NA
augustus_masked-NODE_25_length_181697_cov_51.705028-processed-gene-0.91-mRNA-1	IPR024954	GO:0003677;GO:0005634	G3DSA:2.30.29.30;G3DSA:2.30.29.220;G3DSA:2.30.29.150	NA	PF03531;PF08512;PF17292	SM01287	PTHR13711:SF204;PTHR13711	mobidb-lite	cd13231;cd13230;cd13229	SSF50729	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955	NA	NA	NA	NA	NA	PR00887	NA	NA	NA	NA	NA
maker-NODE_190_length_51738_cov_37.447715-augustus-gene-0.1-mRNA-1	IPR011047	GO:0005515	G3DSA:2.130.10.10;G3DSA:1.20.1280.50	PS50294;PS50082;PS50181	PF12937;PF00400	SM00320;SM00256	PTHR44007:SF5;PTHR44007	mobidb-lite	cd00200	SSF50998;SSF81383	PS00678	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	PR00320	NA	NA	NA	NA	NA
augustus_masked-NODE_127_length_73092_cov_44.228370-processed-gene-0.14-mRNA-1	IPR018244	GO:0005576	G3DSA:3.40.33.10	NA	PF00188	SM00198	PTHR10334:SF312;PTHR10334	NA	NA	SSF55797	PS01009	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	PR00837	SignalP-noTM	SignalP-TM	SignalP-TM	NA	NA
maker-NODE_196_length_49217_cov_50.206865-augustus-gene-0.20-mRNA-1	IPR011687	NA	NA	NA	PF07767	NA	PTHR14211	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	PIRSF017302	NA	NA	NA	NA	NA	NA
maker-NODE_232_length_39890_cov_48.708523-augustus-gene-0.5-mRNA-1	IPR035979	GO:0003676;GO:0003723;GO:0005634;GO:0006397	G3DSA:3.30.70.330	PS50102	PF15519;PF00076	SM00360	PTHR44047:SF1;PTHR44047	mobidb-lite	cd12284;cd12283;cd12285	SSF54928	NA	NA	NA	TIGR01622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_65_length_107139_cov_47.890919-processed-gene-0.45-mRNA-1	IPR008851	GO:0003677;GO:0005634;GO:0006367;GO:0032968	NA	NA	NA	NA	PTHR13011	mobidb-lite	NA	SSF50916	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_51_length_127036_cov_43.513344-processed-gene-0.13-mRNA-1	NA	NA	NA	NA	NA	NA	PTHR36223:SF1;PTHR36223	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_268_length_32726_cov_39.414522-augustus-gene-0.5-mRNA-1	IPR027417	GO:0005524;GO:0036402;GO:0005737;GO:0016787;GO:0030163	G3DSA:3.40.50.300;G3DSA:2.40.50.140;G3DSA:1.10.8.60	NA	PF16450;PF00004;PF17862	SM00382	PTHR23073:SF59;PTHR23073	mobidb-lite	cd00009	SSF52540	PS00674	Coil	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	TIGR01242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_14_length_223582_cov_47.348450-processed-gene-0.22-mRNA-1	IPR039461	GO:0005737;GO:0006508;GO:0008239	G3DSA:1.20.120.1470	NA	PF03571	NA	PTHR23422:SF11;PTHR23422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF007828	NA	NA	NA	NA	NA	NA
maker-NODE_167_length_58586_cov_47.273046-augustus-gene-0.7-mRNA-1	IPR002048	GO:0005509;GO:0004609;GO:0008654	G3DSA:2.60.40.150;G3DSA:1.10.238.10	PS50222;PS50004	PF02666;PF00168	SM00239	PTHR10067;PTHR10067:SF2	mobidb-lite	cd04039;cd04024	SSF49562;SSF47473	PS00018	NA	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	TIGR00163	NA	NA	MF_00663	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_32_length_163309_cov_48.572870-processed-gene-0.31-mRNA-1	IPR011545	GO:0003676;GO:0005524;GO:0003723;GO:0004004;GO:0005634	G3DSA:3.40.50.300	PS51192;PS51195;PS51194	PF00270;PF00271;PF08147	SM00487;SM00490;SM01123	PTHR24031:SF292;PTHR24031	mobidb-lite	cd00079;cd00268	SSF52540	PS00039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD024971	NA
augustus_masked-NODE_97_length_85224_cov_44.487984-processed-gene-0.4-mRNA-1	NA	NA	NA	NA	NA	NA	PTHR36089	mobidb-lite	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	PD039572	NA
maker-NODE_370_length_15501_cov_45.353389-augustus-gene-0.10-mRNA-1	IPR001915	GO:0004222;GO:0006508	NA	NA	PF01435	NA	PTHR22726;PTHR22726:SF1	mobidb-lite	cd07331	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_35_length_151761_cov_47.413364-augustus-gene-0.6-mRNA-1	IPR013783	GO:0005515;GO:0007165;GO:0031588;GO:0045859	G3DSA:2.60.40.10;G3DSA:3.30.160.760	NA	PF04739;PF16561	SM01010	PTHR10343;PTHR10343:SF45	mobidb-lite	cd02859	SSF160219;SSF81296	NA	NA	Reactome: R-HSA-1445148|Reactome: R-HSA-1632852|Reactome: R-HSA-2151209|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-6804756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_121_length_74372_cov_49.311428-processed-gene-0.19-mRNA-1	IPR036259	GO:0016021;GO:0055085	G3DSA:1.20.1250.20	NA	PF07690	NA	PTHR11360:SF120;PTHR11360	mobidb-lite	cd06174	SSF103473	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_79_length_95875_cov_50.363663-augustus-gene-0.40-mRNA-1	IPR000850	GO:0005524;GO:0006139;GO:0019205;GO:0005739;GO:0004017	NA	NA	PF00406;PF05191	NA	PTHR23359:SF68;PTHR23359	NA	cd01428	SSF52540	PS00113	NA	KEGG: 00230+2.7.4.3|KEGG: 00730+2.7.4.3|MetaCyc: PWY-7219|Reactome: R-HSA-499943	NA	NA	NA	MF_03169;MF_00235	NA	PR00094	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_484860_cov_50.546594-processed-gene-3.88-mRNA-1	IPR031327	GO:0003677;GO:0005524;GO:0006260;GO:0006270;GO:0042555	G3DSA:2.20.28.10;G3DSA:2.40.50.140;G3DSA:3.30.1640.10	PS50051	PF00493;PF14551;PF17855;PF17207	SM00350;SM00382	PTHR11630;PTHR11630:SF46	mobidb-lite	cd00009	SSF52540;SSF50249	PS00847	NA	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962|Reactome: R-HSA-69052	NA	NA	NA	NA	NA	PR01659;PR01657	NA	NA	NA	NA	NA
augustus_masked-NODE_110_length_78336_cov_48.540654-processed-gene-0.3-mRNA-1	NA	NA	NA	NA	PF13398	NA	PTHR33979:SF2;PTHR33979	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_98_length_84858_cov_48.024855-processed-gene-0.23-mRNA-1	IPR000834	GO:0004181;GO:0006508;GO:0008270	G3DSA:3.40.630.10	NA	PF00246	SM00631	PTHR11705;PTHR11705:SF96	NA	cd06228	SSF53187	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
maker-NODE_43_length_136401_cov_48.875449-augustus-gene-0.13-mRNA-1	IPR007274	GO:0005375;GO:0016021;GO:0035434	NA	NA	PF04145	NA	PTHR12483:SF69;PTHR12483	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_20_length_197905_cov_46.958691-processed-gene-0.33-mRNA-1	IPR001895	GO:0005085;GO:0007264;GO:0005622	G3DSA:1.20.870.10;G3DSA:1.10.840.10	PS50212;PS50009	PF00617;PF00618	SM00147;SM00229	PTHR23113;PTHR23113:SF244	mobidb-lite	cd06224	SSF48366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_369570_cov_49.812937-processed-gene-1.5-mRNA-1	IPR015338	GO:0016021;GO:0016757	G3DSA:3.90.550.10	NA	PF09258	NA	PTHR45576	NA	NA	SSF53448	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_48_length_132367_cov_46.539012-augustus-gene-0.1-mRNA-1	IPR001792	GO:0003998	G3DSA:3.30.70.100	PS51160	PF00708	NA	PTHR10029	mobidb-lite	NA	SSF54975	NA	NA	KEGG: 00620+3.6.1.7|KEGG: 00627+3.6.1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_201490_cov_48.986974-augustus-gene-1.2-mRNA-1	IPR000297	GO:0003755	G3DSA:3.10.50.40	PS50198	PF13616	NA	PTHR10657;PTHR10657:SF25	mobidb-lite	NA	SSF54534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_353_length_17486_cov_50.573651-augustus-gene-0.3-mRNA-1	IPR014756	GO:0031204	G3DSA:2.60.40.150;G3DSA:1.10.287.110	PS50076	PF02889;PF00226	SM00973;SM00271	PTHR24075;PTHR24075:SF0	mobidb-lite	cd06257	SSF81296;SSF158702;SSF46565	PS00636	Coil	Reactome: R-HSA-381038	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	PR00625	NA	NA	NA	NA	NA
maker-NODE_23_length_184657_cov_42.976307-augustus-gene-0.23-mRNA-1	IPR036188	GO:0016491;GO:0055114;GO:0016627;GO:0022900;GO:0050660;GO:0006099	G3DSA:3.50.50.60;G3DSA:1.20.58.100;G3DSA:3.90.700.10;G3DSA:4.10.80.40	NA	PF02910;PF00890	NA	PTHR11632;PTHR11632:SF51	NA	NA	SSF51905;SSF56425;SSF46977	PS00504	NA	Reactome: R-HSA-611105|Reactome: R-HSA-71403	TIGR01812;TIGR01816	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	PIRSF000171	NA	NA	NA	NA	NA	NA
maker-NODE_131_length_72194_cov_49.483453-augustus-gene-0.31-mRNA-1	IPR014362	GO:0016639;GO:0055114;GO:0006520;GO:0016491	G3DSA:3.40.50.720;G3DSA:3.40.50.10860;G3DSA:1.10.285.10	NA	PF00208;PF02812	SM00839	PTHR43571	mobidb-lite	cd05313	SSF51735;SSF53223	PS00074	NA	Reactome: R-HSA-2151201|Reactome: R-HSA-70614	NA	NA	NA	NA	PIRSF000185	PR00082	NA	NA	NA	NA	NA
maker-NODE_47_length_133174_cov_48.055529-augustus-gene-0.5-mRNA-1	IPR020843	GO:0016491;GO:0055114	G3DSA:3.90.180.10	NA	PF00107;PF08240	SM00829	PTHR43677:SF4;PTHR43677	mobidb-lite	cd08241	SSF51735;SSF50129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_165515_cov_51.014215-augustus-gene-0.85-mRNA-1	IPR001650	GO:0005524	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	PS51192;PS51194	PF00271;PF00176	SM00490;SM00487	PTHR10799:SF812;PTHR10799	mobidb-lite	cd00079;cd00046	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_93_length_85896_cov_40.397626-processed-gene-0.3-mRNA-1	IPR006086	GO:0004518;GO:0006281;GO:0035312;GO:0003677;GO:0003824	G3DSA:3.40.50.1010;G3DSA:1.10.150.20	NA	PF00867;PF00752	SM00484;SM00485;SM00279	PTHR11081;PTHR11081:SF8	mobidb-lite	cd09857;cd09908	SSF47807;SSF88723	NA	NA	Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473	NA	NA	NA	NA	NA	PR00853	NA	NA	NA	NA	NA
augustus_masked-NODE_31_length_163481_cov_44.283746-processed-gene-0.37-mRNA-1	IPR004840	GO:0006865;GO:0016021;GO:0055085;GO:0016020;GO:0022857	G3DSA:1.20.1740.10	NA	PF00324	NA	PTHR43341;PTHR43341:SF4	NA	NA	NA	PS00218	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	PIRSF006060	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_211_length_45516_cov_31.731851-processed-gene-0.7-mRNA-1	IPR004713	GO:0006812;GO:0008324;GO:0016021;GO:0055085;GO:0006816;GO:0015369	G3DSA:1.20.58.1130;G3DSA:1.20.1420.30	NA	PF01699	NA	PTHR31503:SF20;PTHR31503	mobidb-lite	NA	NA	NA	NA	Reactome: R-HSA-425561	TIGR00846;TIGR00378	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_201490_cov_48.986974-augustus-gene-0.3-mRNA-1	IPR024298	GO:0048208	G3DSA:1.25.40.1030	NA	PF12931;PF12932	NA	PTHR13402;PTHR13402:SF6	mobidb-lite	cd09233	NA	NA	NA	Reactome: R-HSA-204005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_270656_cov_47.001638-augustus-gene-1.77-mRNA-1	IPR002347	GO:0016491	G3DSA:3.40.50.720	NA	PF13561	NA	PTHR43008:SF4;PTHR43008	NA	NA	SSF51735	PS00061	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	PR00081;PR00080	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_54_length_123371_cov_39.834661-processed-gene-0.42-mRNA-1	IPR023321	GO:0008270;GO:0019789	G3DSA:3.30.40.10;G3DSA:2.60.120.780	PS51466;PS51044	PF14324;PF02891	NA	PTHR10782:SF4;PTHR10782	mobidb-lite	NA	NA	NA	NA	Reactome: R-HSA-3232118|Reactome: R-HSA-3899300|Reactome: R-HSA-4090294	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
augustus_masked-NODE_17_length_203802_cov_50.618800-processed-gene-1.51-mRNA-1	IPR001214	GO:0005515	G3DSA:3.30.40.10;G3DSA:2.170.270.10	PS50280	PF00856	SM00317	PTHR14571;PTHR14571:SF9	mobidb-lite	NA	SSF82199;SSF57903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_71_length_102734_cov_48.718889-processed-gene-0.30-mRNA-1	IPR036431	GO:0003677	G3DSA:1.10.150.60	NA	NA	NA	PTHR13964;PTHR13964:SF27	mobidb-lite	NA	SSF46774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_6_length_318289_cov_41.506698-augustus-gene-1.17-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	PS50048	PF00172	SM00066	PTHR31845:SF5;PTHR31845	mobidb-lite	cd00067;cd12148	SSF57701	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_18_length_203530_cov_45.273546-augustus-gene-0.27-mRNA-1	IPR001841	NA	G3DSA:3.30.40.10	PS50089	PF02225;PF13639	SM00184	PTHR22765	mobidb-lite	cd16454;cd04813	SSF57850;SSF52025	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-TM	NA	NA
maker-NODE_246_length_36549_cov_49.531712-augustus-gene-0.2-mRNA-1	IPR012099	GO:0000027;GO:0005634;GO:0016887;GO:0005524	G3DSA:3.40.50.300	PS50234	PF17867;PF07728;PF17865	SM00382	PTHR22908:SF66;PTHR22908	mobidb-lite	cd00009	SSF53300;SSF52540	NA	Coil	NA	NA	NA	NA	NA	PIRSF010340	NA	NA	NA	NA	NA	NA
maker-NODE_49_length_132195_cov_49.441704-augustus-gene-0.0-mRNA-1	IPR003864	GO:0016020	NA	NA	PF02714;PF13967;PF12621;PF14703	NA	PTHR13018;PTHR13018:SF53	mobidb-lite	NA	NA	NA	Coil	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_12_length_262446_cov_48.377925-augustus-gene-0.4-mRNA-1	IPR017970	GO:0006355;GO:0043565;GO:0003677	G3DSA:1.10.10.60	PS50071	PF00046	SM00389	PTHR24326;PTHR24326:SF483	mobidb-lite	cd00086	SSF46689	PS00027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_45_length_135580_cov_49.032801-augustus-gene-0.3-mRNA-1	IPR001810	GO:0005515	G3DSA:1.20.1280.50;G3DSA:2.130.10.10	PS50294;PS50082;PS50181	PF00646;PF00400	SM00256;SM00320	PTHR44007:SF3;PTHR44007	mobidb-lite	cd00200	SSF81383;SSF50978	PS00678	NA	NA	NA	NA	NA	NA	NA	PR00320	NA	NA	NA	NA	NA
