Gene	MobiDBLite	Gene3D	CDD	interpro	SUPERFAMILY	PANTHER	GO	Pfam	ProSiteProfiles	Phobius	SignalP_EUK	SignalP_GRAM_POSITIVE	TMHMM	SMART	Coils	ProSitePatterns	PATHWAY	PIRSF	PRINTS	Hamap	SignalP_GRAM_NEGATIVE	SFLD	TIGRFAM	ProDom
augustus_masked-scaffold14-processed-gene-1.234-mRNA-1	mobidb-lite	G3DSA:2.130.10.10	cd00200	IPR001680	SSF50978	PTHR22838:SF0;PTHR22838	GO:0005515	PF00400	PS50082;PS50294;PS50897	NA	NA	NA	NA	SM00320	NA	PS00678	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold49-processed-gene-0.324-mRNA-1	mobidb-lite	G3DSA:3.40.630.30	NA	IPR016181	SSF55729	PTHR42919:SF8;PTHR42919	NA	NA	PS51186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold41-processed-gene-0.319-mRNA-1	NA	G3DSA:2.60.40.1760;G3DSA:3.20.20.80	cd14752	IPR000322	SSF74650;SSF51445	PTHR22762:SF120;PTHR22762	GO:0004553;GO:0005975;GO:0003824;GO:0030246	PF01055;PF13802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold7-snap-gene-2.254-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR42105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold194-augustus-gene-0.108-mRNA-1	mobidb-lite	G3DSA:3.40.20.10;G3DSA:2.30.30.40	cd11962;cd11961;cd11281	IPR001452	SSF55753;SSF50044	PTHR10829;PTHR10829:SF25	GO:0005515;GO:0003779;GO:0005622	PF00241;PF14604;PF00018	PS50002;PS51263	NA	NA	NA	NA	SM00102;SM00326	NA	NA	NA	NA	PR00499;PR00452	NA	NA	NA	NA	NA
augustus_masked-scaffold17-processed-gene-1.219-mRNA-1	mobidb-lite	G3DSA:2.130.10.10	NA	IPR036322	SSF50978	PTHR11227:SF17;PTHR11227	GO:0005515	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	SM00320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold69-augustus-gene-0.129-mRNA-1	NA	G3DSA:3.40.50.970	cd02000	IPR001017	SSF52518	PTHR11516:SF40;PTHR11516	GO:0016624;GO:0004739;GO:0006086;GO:0043231	PF00676	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	Reactome: R-HSA-389661	NA	NA	NA	NA	NA	TIGR03182	NA
maker-scaffold151-snap-gene-0.4-mRNA-1	mobidb-lite	NA	NA	IPR012929	NA	PTHR18898	GO:0006606	PF07926	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-5619107|Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA
maker-scaffold90-augustus-gene-0.5-mRNA-1	mobidb-lite	G3DSA:4.10.240.10	cd12148;cd14723;cd00067	IPR007219	SSF57701	PTHR45594	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	PF04082;PF00172	PS50048	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SM00906;SM00066	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold211-processed-gene-0.84-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR15549	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold111-augustus-gene-0.108-mRNA-1	mobidb-lite	G3DSA:3.90.1200.10;G3DSA:3.30.200.20	cd05157	IPR011009	SSF56112	PTHR22603;PTHR22603:SF66	NA	PF01633	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold205-processed-gene-0.87-mRNA-1	mobidb-lite	NA	cd00154	IPR027417	SSF52540	PTHR24073;PTHR24073:SF450	GO:0003924;GO:0005525	PF00071	PS51419	NA	NA	NA	NA	SM00175;SM00173;SM00174	NA	NA	NA	NA	PR00449	NA	NA	NA	TIGR00231	NA
maker-scaffold94-augustus-gene-0.7-mRNA-1	mobidb-lite	G3DSA:3.50.50.60;G3DSA:3.30.9.50;G3DSA:3.40.30.20	cd02979	IPR036188	SSF52833;SSF51905;SSF54373	PTHR43004:SF4;PTHR43004	GO:0071949	PF07976;PF01494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00420	NA	NA	NA	NA	NA
maker-scaffold70-snap-gene-0.49-mRNA-1	mobidb-lite	G3DSA:1.25.40.180	NA	IPR022745	SSF48371;SSF101489	PTHR23253:SF9;PTHR23253	GO:0003723;GO:0005515	PF12152;PF02854	NA	NA	NA	NA	NA	SM00543	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold55-augustus-gene-0.360-mRNA-1	mobidb-lite	NA	NA	IPR006603	NA	PTHR12226	NA	PF04193	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	SM00679	NA	NA	NA	PIRSF023381	NA	NA	NA	NA	NA	NA
maker-scaffold143-augustus-gene-0.45-mRNA-1	NA	G3DSA:3.40.50.300	cd02037	IPR019591	SSF52540	PTHR23264:SF19;PTHR23264	GO:0016226;GO:0051536;GO:0051539	PF10609	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-2564830	NA	NA	MF_02040;MF_03038	NA	NA	NA	NA
snap_masked-scaffold56-processed-gene-0.18-mRNA-1	NA	NA	NA	NA	NA	PTHR35859:SF1;PTHR35859	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold34-snap-gene-0.249-mRNA-1	mobidb-lite	G3DSA:1.25.40.10	NA	IPR006597	SSF81901	PTHR11102:SF145;PTHR11102	GO:0005515	PF08238	PS50005	NA	NA	NA	NA	SM00671	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold68-augustus-gene-0.260-mRNA-1	mobidb-lite	G3DSA:1.20.1250.20	cd06174	IPR020846	SSF103473	PTHR43791:SF16;PTHR43791	GO:0016021;GO:0055085	PF07690	PS50850	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold1-augustus-gene-2.162-mRNA-1	mobidb-lite	G3DSA:1.10.10.10	NA	IPR008806	NA	PTHR12949	GO:0003677;GO:0003899;GO:0006351;GO:0003697;GO:0005666	PF05645;PF08221	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	NA	NA	NA	NA	NA
maker-scaffold44-snap-gene-0.0-mRNA-1	NA	G3DSA:1.10.630.10	NA	IPR001128	SSF48264	PTHR24305;PTHR24305:SF149	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	TMhelix	NA	NA	PS00086	NA	NA	PR00385;PR00463	NA	NA	NA	NA	NA
maker-scaffold8-augustus-gene-2.1-mRNA-1	mobidb-lite	NA	NA	IPR022233	NA	PTHR13251		PF12584	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold104-processed-gene-0.132-mRNA-1	NA	NA	NA	IPR039254	NA	PTHR38705	NA	PF13668	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	SignalP-noTM	SignalP-TM	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold35-augustus-gene-0.3-mRNA-1	NA	G3DSA:2.40.50.140	cd03368	IPR006032	SSF50249	PTHR11652:SF1;PTHR11652	GO:0003735;GO:0005840;GO:0006412;GO:0015935	PF00164	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-TM	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	PR01034	NA	NA	NA	TIGR00981	NA
maker-scaffold141-snap-gene-0.155-mRNA-1	NA	G3DSA:3.60.20.10	cd03760	IPR029055	SSF56235	PTHR11599;PTHR11599:SF5	GO:0004298;GO:0004175;GO:0005839;GO:0051603	PF00227	PS51476	NA	NA	NA	NA	NA	NA	PS00854	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PIRSF001213	NA	NA	NA	NA	NA	NA
maker-scaffold58-snap-gene-0.22-mRNA-1	mobidb-lite	NA	NA	IPR038872	NA	PTHR41807	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold4-processed-gene-2.64-mRNA-1	mobidb-lite	G3DSA:1.20.1540.10	NA	IPR022764	SSF144091	PTHR43731;PTHR43731:SF8	GO:0004252;GO:0016021	PF01694	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold26-snap-gene-1.69-mRNA-1	mobidb-lite	G3DSA:1.25.40.10	NA	IPR011990	SSF48452;SSF81901	PTHR15704	GO:0005515;GO:0006401;GO:0055087	PF13432;PF13176	PS50005;PS50293	NA	NA	NA	NA	SM00028	Coil	NA	Reactome: R-HSA-429958	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold180-processed-gene-0.28-mRNA-1	NA	G3DSA:3.40.50.300;G3DSA:3.40.50.1240	cd07067	IPR003094	SSF52540;SSF53254	PTHR10606;PTHR10606:SF39	GO:0003824;GO:0005524;GO:0006003;GO:0003873;GO:0006000	PF01591;PF00300	NA	NA	NA	NA	NA	SM00855	NA	NA	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-70171	PIRSF000709	PR00991	NA	NA	NA	NA	NA
augustus_masked-scaffold122-processed-gene-0.32-mRNA-1	mobidb-lite	G3DSA:4.10.240.10	cd00067	IPR001138	SSF57701	PTHR31069:SF7;PTHR31069	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	PS50048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold63-augustus-gene-0.228-mRNA-1	mobidb-lite	G3DSA:3.30.160.60	NA	IPR013087	SSF57667	NA	GO:0003676	NA	PS50157	NA	NA	NA	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold218-processed-gene-0.10-mRNA-1	NA	NA	NA	IPR015720	NA	PTHR22811;PTHR22811:SF14	NA	PF01105	PS50866	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	SignalP-noTM	NA	NA	SM01190	Coil	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold22-augustus-gene-1.110-mRNA-1	mobidb-lite	G3DSA:1.50.10.10	NA	IPR036026	SSF48225	PTHR11742;PTHR11742:SF55	GO:0004571;GO:0005509;GO:0016020;GO:0003824	PF01532	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	PR00747	NA	NA	NA	NA	NA
maker-scaffold2-snap-gene-3.338-mRNA-1	mobidb-lite	G3DSA:2.30.29.30	cd13220	IPR004182	NA	PTHR23319;PTHR23319:SF4	NA	PF02893;PF16016	PS51778	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	SM00568	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold212-processed-gene-0.19-mRNA-1	mobidb-lite	NA	NA	IPR008501	NA	PTHR23405:SF5;PTHR23405	GO:0000445;GO:0006397	PF05615	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72187	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold121-processed-gene-0.103-mRNA-1	mobidb-lite	NA	cd06186	IPR017927	SSF63380	PTHR11972:SF129;PTHR11972	GO:0016491;GO:0055114	PF08030;PF01794;PF08022	PS51384	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00052;SFLDG01168	NA	NA
maker-scaffold86-augustus-gene-0.11-mRNA-1	mobidb-lite	G3DSA:3.40.50.300	cd00079;cd00268	IPR001650	SSF52540	PTHR24031;PTHR24031:SF57	GO:0003676;GO:0005524	PF00271;PF00270	PS51194;PS51192;PS51195	NA	NA	NA	NA	SM00490;SM00487	NA	PS00039	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold116-processed-gene-0.206-mRNA-1	mobidb-lite	NA	NA	IPR007853	NA	PTHR20922;PTHR20922:SF13	GO:0008270	PF05180	PS51501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold27-augustus-gene-1.46-mRNA-1	NA	G3DSA:2.40.50.140;G3DSA:3.40.50.300;G3DSA:1.10.8.60	cd00009	IPR035256	SSF52540	PTHR23073:SF8;PTHR23073	GO:0036402;GO:0005524;GO:0005737;GO:0016787;GO:0030163	PF00004;PF16450	NA	NA	NA	NA	NA	SM00382	Coil	PS00674	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	TIGR01242	NA
maker-scaffold10-snap-gene-1.147-mRNA-1	mobidb-lite	G3DSA:3.30.450.20;G3DSA:3.30.450.270;G3DSA:3.40.50.2300;G3DSA:3.30.565.10;G3DSA:3.30.450.40;G3DSA:1.10.287.130	cd00075;cd00082;cd00156	IPR011006	SSF52172;SSF47384;SSF55785;SSF55781;SSF55874	PTHR43065;PTHR43065:SF10	GO:0000160;GO:0000155;GO:0007165;GO:0006355;GO:0009584;GO:0018298;GO:0005515	PF02518;PF00360;PF08446;PF00512;PF00072;PF01590	PS50110;PS50109;PS50046;PS50112	NA	NA	NA	NA	SM00387;SM00448;SM00388	NA	NA	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	NA	PR01033	NA	NA	NA	NA	NA
maker-scaffold108-augustus-gene-0.146-mRNA-1	mobidb-lite	NA	cd07440	IPR016137	SSF48097	PTHR13155	NA	PF00615	PS50132	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	SM00315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold8-augustus-gene-2.3-mRNA-1	NA	G3DSA:3.40.630.10	cd05674	IPR017141	SSF53187;SSF55031	PTHR11014:SF16;PTHR11014	GO:0004181;GO:0016787;GO:0006508;GO:0008237	PF07687;PF01546	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	SignalP-noTM	SignalP-TM	NA	NA	NA	PS00758	NA	PIRSF037217	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold35-augustus-gene-0.31-mRNA-1	mobidb-lite	G3DSA:1.10.1200.10;G3DSA:3.30.559.10;G3DSA:3.30.559.30;G3DSA:3.30.300.30;G3DSA:3.40.50.12780	cd05930	IPR009081	SSF52777;SSF47336;SSF56801	PTHR45527	GO:0031177;GO:0003824	PF00550;PF00668;PF00501	PS50075	NA	NA	NA	NA	SM00823	NA	PS00012;PS00455	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold85-processed-gene-0.160-mRNA-1	mobidb-lite	NA	NA	IPR028095	NA	NA	NA	PF14475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold51-augustus-gene-0.322-mRNA-1	mobidb-lite	G3DSA:1.25.40.10;G3DSA:1.10.8.10;G3DSA:1.10.287.110	NA	IPR036869	SSF46565;SSF46934;SSF48452	PTHR23172;PTHR23172:SF19	GO:0005515	NA	PS50030	NA	NA	NA	NA	SM00165	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold104-augustus-gene-0.4-mRNA-1	mobidb-lite	G3DSA:1.25.40.10	NA	IPR019734	SSF48452	PTHR10130;PTHR10130:SF0	GO:0005515	PF13432;PF13414	PS50005;PS50293	NA	NA	NA	NA	SM00028	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold2-augustus-gene-3.293-mRNA-1	mobidb-lite	G3DSA:1.20.1610.10;G3DSA:3.30.2080.10;G3DSA:1.20.1050.60;G3DSA:2.70.98.10	NA	IPR012939	SSF48208	PTHR12143;PTHR12143:SF36	GO:0003824;GO:0030246	PF07971;PF17678	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	TIGR01180	NA
maker-scaffold112-snap-gene-0.89-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR33048;PTHR33048:SF92	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold111-augustus-gene-0.112-mRNA-1	mobidb-lite	G3DSA:1.10.10.10	cd07323	IPR006630	SSF46785	PTHR22792:SF99;PTHR22792	NA	PF05383	PS50961	NA	NA	NA	NA	SM00715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold91-augustus-gene-0.9-mRNA-1	NA	G3DSA:3.40.50.720	NA	IPR002347	SSF51735	PTHR43157:SF1;PTHR43157	NA	PF00106	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA
maker-scaffold58-augustus-gene-0.94-mRNA-1	NA	G3DSA:3.40.50.720;G3DSA:1.10.8.770;G3DSA:3.40.50.10860;G3DSA:3.10.410.10	cd00477;cd01080	IPR000559	SSF53223;SSF52540;SSF51735	PTHR43274	GO:0004329;GO:0005524;GO:0003824;GO:0055114;GO:0004488	PF00763;PF02882;PF01268	NA	NA	NA	NA	NA	NA	NA	PS00767;PS00722;PS00766;PS00721	KEGG: 00670+6.3.4.3|KEGG: 00720+6.3.4.3|MetaCyc: PWY-1722|MetaCyc: PWY-2161|MetaCyc: PWY-2201|MetaCyc: PWY-3841|Reactome: R-HSA-196757	NA	PR00085	MF_01543;MF_01576	NA	NA	NA	NA
augustus_masked-scaffold121-processed-gene-0.117-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR34992:SF4;PTHR34992	NA	NA	NA	TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-scaffold87-processed-gene-0.50-mRNA-1	mobidb-lite	G3DSA:3.30.40.10	cd16449	IPR013083	SSF57850	PTHR44679	NA	PF13639	PS50089	NA	NA	NA	NA	SM00184	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold105-snap-gene-0.206-mRNA-1	mobidb-lite	G3DSA:4.10.240.10	cd12148;cd00067	IPR001138	SSF57701	PTHR31944	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	PS50048	SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	SM00066	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold2-augustus-gene-3.281-mRNA-1	NA	G3DSA:3.50.50.60;G3DSA:3.30.1490.10;G3DSA:3.30.1370.30	cd00347	IPR002938	SSF56047;SSF51905	PTHR13789;PTHR13789:SF205	GO:0071949;GO:0003735;GO:0005840;GO:0006412;GO:0004502;GO:0006569;GO:0019805	PF01494;PF00410	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PR00420	MF_01971	NA	NA	NA	NA
maker-scaffold102-snap-gene-0.192-mRNA-1	mobidb-lite	G3DSA:3.40.50.620;G3DSA:3.60.110.10	cd07570;cd00553	IPR003010	SSF56317;SSF52402	PTHR23090:SF9;PTHR23090	GO:0006807;GO:0003952;GO:0005524;GO:0009435	PF00795;PF02540	PS50263	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	Coil	NA	KEGG: 00760+6.3.5.1|MetaCyc: PWY-5381|MetaCyc: PWY-5653|MetaCyc: PWY-7761|Reactome: R-HSA-196807	PIRSF006630	NA	MF_02090	NA	NA	TIGR00552	NA
