Gene	MobiDBLite	interpro	GO	SUPERFAMILY	PATHWAY	CDD	SMART	PANTHER	Pfam	Phobius	Gene3D	TMHMM	SignalP_GRAM_NEGATIVE	Coils	PIRSF	PRINTS	ProSiteProfiles	ProSitePatterns	Hamap	TIGRFAM	SignalP_EUK	SignalP_GRAM_POSITIVE	ProDom	SFLD
maker-NIGD01000003.1-augustus-gene-24.25-mRNA-1	NA	IPR035371		NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	PTHR17972	PF17407;PF17406;PF03813;PF17405;PF17404;PF17403	NA	G3DSA:1.10.1410.10;G3DSA:3.30.460.10;G3DSA:3.30.70.3030	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-40.5-mRNA-1	mobidb-lite	IPR013507	GO:0005524;GO:0006298;GO:0030983;GO:0016887;GO:0032300	SSF54211;SSF55874	Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5545483|Reactome: R-HSA-5632987|Reactome: R-HSA-6796648|Reactome: R-HSA-912446	cd03483;cd00075	SM01340	PTHR10073;PTHR10073:SF40	PF01119;PF16413;PF13589	NA	G3DSA:3.30.230.10;G3DSA:3.30.565.10	NA	NA	NA	NA	NA	NA	PS00058	NA	TIGR00585	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-34.6-mRNA-1	mobidb-lite	IPR000717	GO:0030234;GO:0000502;GO:0042176	SSF46785	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	SM00088;SM00753	PTHR10758;PTHR10758:SF2	PF01399;PF08375	NA	G3DSA:1.25.40.570	NA	NA	Coil	NA	NA	PS50250	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-18.21-mRNA-1	mobidb-lite	IPR039163	NA	NA	NA	NA	NA	PTHR13605;PTHR13605:SF4	PF09430	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
augustus_masked-NIGD01000011.1-processed-gene-13.19-mRNA-1	mobidb-lite	IPR017956	GO:0003677;GO:0000785;GO:0005634;GO:0006355	NA	Reactome: R-HSA-2559584	NA	SM00384	NA	NA	NA	NA	NA	NA	NA	NA	PR00929;PR00930	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-4.1-mRNA-1	mobidb-lite	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	SSF90123;SSF52540	NA	NA	SM00382	PTHR24223;PTHR24223:SF240	PF00005;PF00664	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	TMhelix	NA	Coil	NA	NA	PS50929;PS50893	PS00211	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-28.15-mRNA-1	mobidb-lite	IPR004882	GO:0003729;GO:0005685;GO:0006376	NA	NA	NA	NA	PTHR12375:SF30;PTHR12375	PF03194	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000009.1-processed-gene-7.2-mRNA-1	mobidb-lite	IPR028245	NA	NA	NA	NA	NA	PTHR31962;PTHR31962:SF4	PF13805	NA	G3DSA:1.20.1270.60	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000009.1-processed-gene-7.0-mRNA-1	NA	IPR010699	NA	NA	NA	NA	NA	PTHR37488:SF1;PTHR37488	PF06912	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-24.4-mRNA-1	mobidb-lite	IPR001365	GO:0019239	SSF51556	Reactome: R-HSA-74217	NA	NA	PTHR11409;PTHR11409:SF37	PF00962	NA	G3DSA:3.20.20.140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-27.0-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-75.35-mRNA-1	mobidb-lite	IPR001781	GO:0035023	SSF57716	NA	cd08368;cd09397	SM00132	PTHR24216;PTHR24216:SF15	PF00412	NA	G3DSA:2.10.110.10	NA	NA	NA	NA	NA	PS50023	PS00478	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-19.7-mRNA-1	mobidb-lite	IPR004813	GO:0055085	NA	NA	NA	NA	PTHR31645:SF0;PTHR31645	PF03169	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	TIGR00728	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-30.32-mRNA-1	mobidb-lite	IPR001753	GO:0003824	SSF52096	NA	cd06558	NA	PTHR11941:SF105;PTHR11941	PF00378	NA	G3DSA:3.90.226.10;G3DSA:1.10.12.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000011.1-processed-gene-5.8-mRNA-1	mobidb-lite	IPR009348	NA	NA	NA	NA	NA	PTHR12991	PF06218	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-14.19-mRNA-1	NA	IPR036291	GO:0004470;GO:0004471;GO:0051287;GO:0055114	SSF51735;SSF53223	NA	NA	SM00919;SM01274	PTHR23406:SF40;PTHR23406	PF03949;PF00390	NA	G3DSA:3.40.50.10380;G3DSA:3.40.50.720	NA	NA	NA	PIRSF000106	PR00072	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000010.1-processed-gene-26.27-mRNA-1	NA	IPR001680	GO:0005515	SSF50978	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-2565942|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-5620912|Reactome: R-HSA-5663220|Reactome: R-HSA-6811436|Reactome: R-HSA-68877|Reactome: R-HSA-8854518	cd00200	SM00320	PTHR44129	PF00400	NA	G3DSA:2.130.10.10	NA	NA	NA	PIRSF037647	PR00320	PS50082;PS50294	PS00678	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-30.16-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	TMhelix	SignalP-noTM	Coil	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-74.13-mRNA-1	NA	IPR023299	GO:0000166	SSF56784;SSF81665	Reactome: R-HSA-936837	NA	NA	PTHR24093:SF370;PTHR24093	PF00689	TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	G3DSA:3.40.1110.10;G3DSA:1.20.1110.10;G3DSA:3.40.50.1000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-22.1-mRNA-1	mobidb-lite	IPR004837	GO:0016021;GO:0055085	SSF81995	Reactome: R-HSA-425561	NA	NA	PTHR31503;PTHR31503:SF10	PF01699;PF03733	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	G3DSA:1.20.58.1130;G3DSA:1.20.1420.30	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000012.1-augustus-gene-8.34-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-23.18-mRNA-1	mobidb-lite	IPR031052	GO:0006355	NA	NA	NA	NA	PTHR31669	PF10551	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-51.24-mRNA-1	NA	IPR004273	GO:0003777;GO:0007018;GO:0030286;GO:0005524	SSF52540	NA	cd00009	SM00382	PTHR10676:SF314;PTHR10676	PF12775;PF03028;PF12777;PF08393;PF17857;PF12780;PF12774;PF08385;PF18198;PF17852;PF12781	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:3.40.50.11510;G3DSA:3.40.50.300;G3DSA:1.20.920.20;G3DSA:1.10.8.710;G3DSA:1.20.920.30;G3DSA:1.20.140.100;G3DSA:1.10.8.1220;G3DSA:3.20.180.20;G3DSA:1.10.8.720;G3DSA:1.10.472.130;G3DSA:1.20.58.1120	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-13.12-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR33048	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000006.1-augustus-gene-7.30-mRNA-1	mobidb-lite	NA	NA	SSF57850	NA	NA	NA	PTHR15439:SF8;PTHR15439	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000012.1-augustus-gene-3.32-mRNA-1	mobidb-lite	IPR006068	GO:0000166;GO:0016021	SSF81665;SSF81660;SSF56784;SSF81653	Reactome: R-HSA-936837	NA	SM00831	PTHR42861:SF12;PTHR42861	PF00689;PF13246;PF00122;PF00690;PF00702	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:3.40.1110.10;G3DSA:2.70.150.10;G3DSA:1.20.1110.10;G3DSA:3.40.50.1000	TMhelix	NA	NA	NA	PR00119	NA	PS00154	NA	TIGR01494	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-71.3-mRNA-1	mobidb-lite	IPR005123	GO:0016491;GO:0055114	SSF51197	NA	NA	NA	PTHR10209;PTHR10209:SF361	PF14226	NA	G3DSA:2.60.120.330	NA	NA	Coil	NA	NA	PS51471	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-28.15-mRNA-1	NA	IPR006175		SSF55298	Reactome: R-HSA-8849175	cd00448	NA	PTHR11803;PTHR11803:SF13	PF01042	NA	G3DSA:3.30.1330.40	NA	NA	NA	NA	NA	NA	PS01094	NA	TIGR00004	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-32.24-mRNA-1	mobidb-lite	IPR003439	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	SSF90123;SSF52540	NA	NA	SM00382	PTHR24221;PTHR24221:SF400	PF00005;PF00664	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	TMhelix	NA	NA	NA	NA	PS50893;PS50929	PS00211	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-59.27-mRNA-1	mobidb-lite	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	NA	NA	NA	PTHR24305;PTHR24305:SF92	PF00067	NA	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00463	NA	PS00086	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-15.4-mRNA-1	mobidb-lite	IPR015421	GO:0003824;GO:0016740;GO:0009058;GO:0030170;GO:0003870;GO:0033014	SSF53383	KEGG: 00260+2.3.1.37|KEGG: 00860+2.3.1.37|MetaCyc: PWY-5189|MetaCyc: PWY-7536|Reactome: R-HSA-189451	cd06454	NA	PTHR13693:SF57;PTHR13693	PF00155	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	NA	NA	NA	NA	PS00599	NA	TIGR01821	NA	SignalP-TM	NA	NA
maker-NIGD01000010.1-augustus-gene-27.30-mRNA-1	mobidb-lite	IPR011701	GO:0016021;GO:0055085	SSF103473	NA	cd06174	NA	PTHR23502;PTHR23502:SF68	PF07690	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	G3DSA:1.20.1250.20	TMhelix	NA	NA	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-27.16-mRNA-1	mobidb-lite	IPR001204	GO:0005315;GO:0006817;GO:0016020	NA	Reactome: R-HSA-427652	NA	NA	PTHR11101;PTHR11101:SF57	PF01384	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000004.1-augustus-gene-48.0-mRNA-1	NA	IPR009049	GO:0004056;GO:0042450;GO:0003824	SSF48557	KEGG: 00220+4.3.2.1|KEGG: 00250+4.3.2.1|MetaCyc: PWY-4983|MetaCyc: PWY-4984|MetaCyc: PWY-5|MetaCyc: PWY-5154|MetaCyc: PWY-7400|Reactome: R-HSA-70635	cd01359	NA	PTHR43814	PF00206;PF14698	NA	G3DSA:1.20.200.10;G3DSA:1.10.40.30;G3DSA:1.10.275.10	NA	NA	NA	NA	PR00149;PR00145	NA	PS00163	MF_00006	TIGR00838	NA	NA	NA	NA
maker-NIGD01000008.1-augustus-gene-9.20-mRNA-1	mobidb-lite	IPR016439	GO:0016021	NA	Reactome: R-HSA-1660661	NA	SM00724	PTHR12560;PTHR12560:SF0	PF03798;PF08390	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	PS50922	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000010.1-augustus-gene-25.36-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-6.9-mRNA-1	mobidb-lite	IPR019340		NA	Reactome: R-HSA-3214847|Reactome: R-HSA-5689880	NA	NA	PTHR13556	PF10198	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000010.1-processed-gene-8.6-mRNA-1	NA	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0005215;GO:0016020	SSF103473	Reactome: R-HSA-189200	cd06174	NA	PTHR23500:SF143;PTHR23500	PF00083	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	G3DSA:1.20.1250.20	TMhelix	NA	NA	NA	PR00171	PS50850	PS00216;PS00217	NA	TIGR00879	NA	NA	NA	NA
augustus_masked-NIGD01000002.1-processed-gene-5.8-mRNA-1	mobidb-lite	IPR000467	GO:0003676	NA	Reactome: R-HSA-72163	NA	SM00443	PTHR23329;PTHR23329:SF1	PF07842;PF12457;PF01585	NA	NA	NA	NA	Coil	NA	NA	PS50174	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-0.1-mRNA-1	mobidb-lite	IPR002110	GO:0005515	SSF53474;SSF48403	NA	cd00204	SM00248	PTHR44139	PF05057;PF12796	NA	G3DSA:1.25.40.20;G3DSA:3.40.50.1820	NA	NA	NA	NA	PR01415	PS50088;PS50297	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000004.1-augustus-gene-29.2-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000006.1-augustus-gene-7.37-mRNA-1	NA	IPR029058	GO:0016787	SSF53474	NA	NA	NA	PTHR43494;PTHR43494:SF2	PF07859	SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	G3DSA:3.40.50.1820	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-17.23-mRNA-1	NA	IPR005599	GO:0016757	NA	NA	NA	NA	PTHR22760;PTHR22760:SF3	PF03901	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-NIGD01000010.1-augustus-gene-14.21-mRNA-1	NA	IPR005829	GO:0005215;GO:0016021;GO:0055085	SSF103473	NA	cd06174	NA	PTHR23502:SF7;PTHR23502	PF07690	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	G3DSA:1.20.1250.20	TMhelix	NA	NA	NA	NA	PS50850	PS00216	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-74.23-mRNA-1	mobidb-lite	IPR003959	GO:0005524;GO:0003677;GO:0006260	SSF48019;SSF52540	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-176187|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6804756|Reactome: R-HSA-69091|Reactome: R-HSA-69473	cd00009	SM00382	PTHR11669;PTHR11669:SF20	PF00004;PF08542	NA	G3DSA:1.20.272.10;G3DSA:3.40.50.300;G3DSA:1.10.8.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-17.33-mRNA-1	mobidb-lite	IPR002562	GO:0003676;GO:0006139;GO:0008408	SSF53098	NA	cd06141	NA	PTHR13620:SF0;PTHR13620	PF01612	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	G3DSA:3.30.420.10	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000010.1-processed-gene-1.28-mRNA-1	mobidb-lite	IPR002110	GO:0005515	SSF48403	NA	cd00204	SM00248	PTHR10622;PTHR10622:SF10	PF06985;PF00023;PF12796	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:1.25.40.20	TMhelix	NA	Coil	NA	NA	PS50088;PS50297	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-17.25-mRNA-1	NA	IPR001163		SSF50182	Reactome: R-HSA-430039|Reactome: R-HSA-72163	cd01732	SM00651	PTHR20971	PF01423	NA	G3DSA:2.30.30.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-48.0-mRNA-1	mobidb-lite	IPR038718	GO:0005524;GO:0016817	SSF52540	NA	cd00046;cd00079	SM00487;SM00490	PTHR10799;PTHR10799:SF889	PF00176;PF08658;PF00271	NA	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	NA	NA	NA	NA	NA	PS51194;PS51192	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-53.19-mRNA-1	mobidb-lite	IPR011989	NA	SSF48371	NA	NA	SM01349	PTHR21567:SF9;PTHR21567	PF12348	NA	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-1.10-mRNA-1	NA	IPR039331	GO:0003993;GO:0046872;GO:0016787	SSF49363;SSF56300	NA	cd00839	NA	PTHR22953;PTHR22953:SF12	PF14008;PF16656;PF00149	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	G3DSA:3.60.21.10;G3DSA:2.60.40.380	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
augustus_masked-NIGD01000009.1-processed-gene-17.11-mRNA-1	mobidb-lite	IPR036465	GO:0000723;GO:0003677;GO:0003684;GO:0005634;GO:0006303;GO:0042162;GO:0043564;GO:0004003	SSF100939;SSF68906;SSF53300	Reactome: R-HSA-164843|Reactome: R-HSA-1834949|Reactome: R-HSA-3270619|Reactome: R-HSA-5693571|Reactome: R-HSA-6798695	cd00788;cd01458	SM00513;SM00559	PTHR12604:SF2;PTHR12604	PF02735;PF03731;PF03730;PF02037	NA	G3DSA:3.40.50.410;G3DSA:4.10.970.10;G3DSA:2.40.290.10;G3DSA:1.10.1600.10;G3DSA:1.10.720.30	NA	NA	NA	PIRSF003033	NA	PS50800	NA	NA	TIGR00578	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-3.29-mRNA-1	mobidb-lite	IPR020095	GO:0003723;GO:0009982;GO:0001522;GO:0009451	SSF55120	NA	cd02568	NA	PTHR11142:SF4;PTHR11142	PF01416	NA	G3DSA:3.30.70.660;G3DSA:3.30.70.580	NA	NA	Coil	NA	NA	NA	NA	NA	TIGR00071	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-49.9-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR23253:SF9;PTHR23253	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-8.37-mRNA-1	NA	IPR017144	GO:0016787	SSF53187;SSF55031	NA	cd05672	NA	PTHR30575;PTHR30575:SF0	PF07687;PF01546	NA	G3DSA:3.40.630.10;G3DSA:3.30.70.360	NA	NA	NA	PIRSF037226	NA	NA	NA	NA	TIGR01891	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-77.23-mRNA-1	mobidb-lite	IPR004274	GO:0005743;GO:0005744;GO:0015031	SSF56784	Reactome: R-HSA-1268020	cd07521	SM00577	PTHR12210:SF3;PTHR12210	PF03031	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:3.40.50.1000	NA	NA	Coil	NA	NA	PS50969	NA	NA	NA	NA	SignalP-TM	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-47.17-mRNA-1	NA	IPR001497	GO:0003908;GO:0006281;GO:0003824	SSF46767	Reactome: R-HSA-5657655	cd06445	NA	PTHR10815	PF01035	NA	G3DSA:1.10.10.10	NA	NA	NA	NA	NA	NA	PS00374	NA	TIGR00589	NA	NA	NA	NA
augustus_masked-NIGD01000002.1-processed-gene-2.19-mRNA-1	mobidb-lite	IPR011990	GO:0005515	NA	NA	NA	NA	PTHR44149	PF13812	NA	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	PS51375	NA	NA	TIGR00756	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-38.14-mRNA-1	mobidb-lite	IPR011706	GO:0005507;GO:0016491;GO:0055114	SSF49503	NA	cd13895	NA	PTHR11709;PTHR11709:SF136	PF07731;PF07732;PF00394	NA	G3DSA:2.60.40.420	NA	NA	NA	NA	NA	NA	PS00079;PS00080	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-23.26-mRNA-1	NA	IPR011042	GO:0006508;GO:0008236	SSF82171;SSF53474	NA	NA	NA	PTHR42776:SF11;PTHR42776	PF00326	NA	G3DSA:2.120.10.30;G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000008.1-augustus-gene-0.18-mRNA-1	mobidb-lite	IPR036259	GO:0016021;GO:0022857;GO:0055085	SSF103473	NA	cd06174	NA	PTHR24064;PTHR24064:SF235	PF00083	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	G3DSA:1.20.1250.20	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
