Gene	Phobius	PANTHER	interpro	GO	ProSiteProfiles	TMHMM	SUPERFAMILY	SMART	Gene3D	Pfam	PATHWAY	MobiDBLite	Coils	ProSitePatterns	PRINTS	TIGRFAM	CDD	PIRSF	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	Hamap	SFLD	ProDom
RFU81122.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR24064;PTHR24064:SF113	IPR020846	GO:0016021;GO:0022857;GO:0055085	PS50850	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20	PF00083	NA	mobidb-lite	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU81531.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73958.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR31806:SF5;PTHR31806	IPR038271	GO:0016020;GO:0022857;GO:0055085;GO:0005215;GO:0016021	NA	TMhelix	NA	NA	G3DSA:1.10.4160.10	PF02133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74111.1	NA	PTHR20973	IPR036388	GO:0006281;GO:0030915	NA	NA	NA	NA	G3DSA:1.10.10.10;G3DSA:3.30.40.10;G3DSA:1.10.10.2370	PF07574;PF08746	MetaCyc: PWY-7511|Reactome: R-HSA-3108214	mobidb-lite	NA	NA	NA	NA	cd16493	NA	NA	NA	NA	NA	NA	NA
RFU76646.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR43341:SF15;PTHR43341	IPR002293	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	NA	TMhelix	NA	NA	G3DSA:1.20.1740.10	PF00324	NA	mobidb-lite	NA	PS00218	NA	NA	NA	PIRSF006060	NA	NA	NA	NA	NA	NA
RFU81867.1	NA	PTHR42973;PTHR42973:SF2	IPR016169	GO:0016491;GO:0050660;GO:0055114;GO:0071949	PS51387	NA	SSF56176	NA	G3DSA:3.30.465.10;G3DSA:3.30.43.10;G3DSA:3.40.462.20	PF01565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81118.1	NA	PTHR10261:SF0;PTHR10261	IPR009028	GO:0006886;GO:0016192;GO:0030117;GO:0005198;GO:0030126	NA	NA	SSF55711;SSF49348;SSF48371	NA	G3DSA:2.60.40.1480;G3DSA:1.25.10.10;G3DSA:3.30.310.10	PF16381;PF08752;PF01602	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	mobidb-lite	NA	NA	NA	NA	NA	PIRSF037093	NA	NA	NA	NA	NA	NA
RFU74842.1	NA	PTHR42886;PTHR42886:SF24	IPR000073	NA	NA	NA	SSF53474	NA	NA	PF00561	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
RFU71794.1	NA	PTHR23213;PTHR23213:SF321	IPR010473	GO:0003779;GO:0017048;GO:0030036;GO:0016043	PS51232	NA	SSF48371	SM01139;SM01140	G3DSA:1.10.238.150;G3DSA:1.25.10.10	PF06371;PF06367	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75666.1	NA	PTHR12854;PTHR12854:SF7	IPR009604	NA	NA	NA	NA	SM01272	NA	PF06741	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78975.1	NA	PTHR44029	IPR036869	GO:0003676;GO:0008270	PS50076;PS50157	NA	SSF46565;SSF57667	SM00271;SM00451	G3DSA:3.30.160.60;G3DSA:1.10.287.110	PF12171;PF00226	NA	mobidb-lite	Coil	PS00028;PS00636	PR00625	NA	cd06257	NA	NA	NA	NA	NA	NA	NA
RFU79239.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU76377.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR23028:SF58;PTHR23028	IPR002656	GO:0016747	NA	TMhelix	NA	NA	NA	PF01757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79979.1	SIGNAL_PEPTIDE;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PTHR13457	IPR016024		NA	NA	SSF48371	SM01036	G3DSA:1.25.10.10	PF08146;PF12397	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72458.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
RFU79416.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR23502;PTHR23502:SF50	IPR020846	GO:0016021;GO:0055085	NA	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	PF07690	NA	NA	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU81629.1	NA	PTHR11353:SF57;PTHR11353	IPR000306	GO:0046872;GO:0016307;GO:0046488;GO:0005524	PS51455;PS50178	NA	SSF52029;SSF57903;SSF56104	SM00330;SM00064	G3DSA:1.20.58.1870;G3DSA:3.30.800.10;G3DSA:3.30.40.10;G3DSA:3.50.7.10	PF01363;PF01504;PF00118	NA	mobidb-lite	Coil	NA	NA	NA	cd03334	NA	NA	NA	NA	NA	NA	NA
RFU81101.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR24306;PTHR24306:SF7	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	TMhelix	SSF48264	NA	G3DSA:1.10.630.10	PF00067	NA	NA	NA	NA	PR00465	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79563.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR35043	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75185.1	NA	PTHR12537:SF12;PTHR12537	IPR001313	GO:0003723	PS50302;PS50303	NA	SSF48371	SM00025	G3DSA:1.25.10.10	PF00806	NA	mobidb-lite	NA	NA	NA	NA	cd07920	NA	NA	NA	NA	NA	NA	NA
RFU77983.1	NA	PTHR11224;PTHR11224:SF10	IPR000571	GO:0046872	PS50103	NA	SSF90229	SM00356	G3DSA:4.10.1000.10	PF00642	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74439.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR11562:SF48;PTHR11562	IPR002524	GO:0006812;GO:0008324;GO:0016021;GO:0055085	NA	TMhelix	SSF160240;SSF161111	NA	G3DSA:1.20.1510.10	PF01545	Reactome: R-HSA-435368	mobidb-lite	NA	NA	NA	TIGR01297	NA	NA	NA	NA	NA	NA	NA	NA
RFU80883.1	NA	PTHR22780;PTHR22780:SF5	IPR039261	GO:0006886;GO:0016192;GO:0005509;GO:0016491;GO:0055114;GO:0030117	PS50222;PS50180	NA	SSF52343;SSF49348;SSF47473;SSF48371	SM00809;SM00054	G3DSA:1.10.238.10;G3DSA:3.40.50.80;G3DSA:1.25.10.10;G3DSA:2.60.40.1230	PF02883;PF13833;PF00175;PF13499;PF01602	NA	mobidb-lite	NA	PS00018	NA	NA	cd00051;cd00322	NA	NA	NA	NA	NA	NA	NA
RFU81530.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR31382:SF4;PTHR31382	IPR013928	GO:0006814;GO:0015385;GO:0016020;GO:0005886;GO:0016021;GO:0030004;GO:0006812;GO:0015299;GO:0055085	NA	TMhelix	NA	NA	G3DSA:1.20.1530.20	PF08619;PF00999	NA	mobidb-lite	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU76679.1	NA	PTHR14413:SF16;PTHR14413	IPR036373	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	SSF64263	NA	G3DSA:3.90.1030.10	PF01196	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	mobidb-lite	NA	PS01167	NA	TIGR00059	NA	NA	NA	NA	NA	NA	NA	NA
RFU80551.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	NA	SSF57701	NA	NA	PF00172	NA	mobidb-lite	NA	NA	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA
RFU76998.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR42810:SF2;PTHR42810	IPR006043	GO:0016020;GO:0022857;GO:0055085;GO:0005215	NA	TMhelix	NA	NA	NA	PF00860	Reactome: R-HSA-196836	mobidb-lite	NA	NA	NA	TIGR00801	NA	NA	NA	NA	NA	NA	NA	NA
RFU79669.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80634.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR31030	IPR026777	GO:0032220;GO:0043332	NA	TMhelix	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78282.1	NA	PTHR11685:SF204;PTHR11685	IPR013083	GO:0016491;GO:0004842;GO:0016567	PS50089	NA	SSF52833;SSF57850	SM00647;SM00184	G3DSA:1.20.120.1750;G3DSA:3.30.40.10;G3DSA:3.40.30.10	PF01485;PF08534	Reactome: R-HSA-3299685|Reactome: R-HSA-5628897	mobidb-lite	Coil	PS00518	NA	NA	cd03013;cd16625	NA	SignalP-TM	NA	NA	NA	NA	NA
RFU81083.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR13317	IPR008010	NA	NA	TMhelix	NA	NA	NA	PF05346	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
RFU72206.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR45400	IPR004853	NA	NA	TMhelix	NA	NA	NA	PF03151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73635.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80925.1	NA	PTHR15629;PTHR15629:SF8	IPR007461	NA	NA	NA	NA	NA	NA	PF04366	NA	mobidb-lite	NA	NA	NA	NA	cd11524	NA	NA	NA	NA	NA	NA	NA
RFU75166.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR22779;PTHR22779:SF6	IPR019334	NA	NA	TMhelix	NA	NA	NA	PF10190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80306.1	NA	PTHR16166:SF93;PTHR16166	IPR009543	NA	NA	NA	NA	NA	NA	PF06650;PF16909;PF16910;PF16908;PF12624	NA	mobidb-lite	Coil	NA	NA	NA	NA	PIRSF037235	NA	NA	NA	NA	NA	NA
RFU81987.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR11360:SF130;PTHR11360	IPR036259	GO:0006415;GO:0003747;GO:0016021;GO:0055085	PS50850	TMhelix	SSF103473;SSF75620	SM00937	G3DSA:3.30.160.20;G3DSA:3.30.70.1660;G3DSA:1.20.1250.20	PF03462;PF07690;PF00472	NA	mobidb-lite	Coil	PS00745	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU80256.1	NA	PTHR11496;PTHR11496:SF83	IPR001670	GO:0016491;GO:0046872;GO:0055114	NA	NA	SSF56796	NA	G3DSA:3.40.50.1970;G3DSA:1.20.1090.10	PF00465	Reactome: R-HSA-880009	NA	Coil	NA	NA	NA	cd08190	NA	NA	NA	NA	NA	NA	NA
RFU73808.1	NA	PTHR43400;PTHR43400:SF4	IPR027477		NA	NA	SSF56425;SSF51905	NA	G3DSA:3.90.700.10;G3DSA:3.50.50.60	PF00890	Reactome: R-HSA-611105|Reactome: R-HSA-71403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78608.1	NA	PTHR18934;PTHR18934:SF83	IPR007502	GO:0004386	PS51194;PS51192	NA	SSF52540	SM00847;SM00490;SM00487	G3DSA:3.40.50.300;G3DSA:1.20.120.1080	PF04408;PF07717;PF00271	NA	mobidb-lite	Coil	PS00690	NA	NA	cd00046;cd00079	NA	NA	NA	NA	NA	NA	NA
RFU75751.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	PTHR40416	IPR015943	GO:0005515	NA	NA	SSF63829	NA	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
RFU76260.1	NA	PTHR11133;PTHR11133:SF14	IPR032095	GO:0016491;GO:0055114	NA	NA	SSF55347;SSF51735	NA	G3DSA:3.40.50.720;G3DSA:1.10.1870.10;G3DSA:3.30.360.10	PF16653;PF03435	Reactome: R-HSA-71064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75280.1	NA	PTHR11188;PTHR11188:SF84	IPR011021	NA	NA	NA	SSF81296	SM01017	G3DSA:2.60.40.640	PF00339	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75502.1	NA	PTHR23089:SF21;PTHR23089	IPR001310	GO:0003824	PS51084	NA	SSF54197	NA	G3DSA:3.30.428.10	PF01230;PF05347	NA	NA	NA	NA	PR00332	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73759.1	NA	PTHR23176	IPR027267	GO:0007165	PS51741;PS50238	NA	SSF103657;SSF48350	SM00324	G3DSA:1.10.555.10;G3DSA:1.20.1270.60	PF00611;PF00620	Reactome: R-HSA-194840	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76264.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR42861;PTHR42861:SF26	IPR006534	GO:0008553;GO:0016021;GO:0120029;GO:0000166	NA	TMhelix	SSF81665;SSF81653;SSF56784	SM00831	G3DSA:1.20.1110.10;G3DSA:2.70.150.10;G3DSA:3.40.50.1000;G3DSA:3.40.1110.10	PF00122;PF00690;PF00702	Reactome: R-HSA-936837	mobidb-lite	NA	PS00154	PR00120;PR00119	TIGR01647;TIGR01494	cd02076	NA	NA	NA	NA	NA	SFLDF00027;SFLDS00003	NA
RFU72375.1	NA	PTHR24356:SF1;PTHR24356	IPR035965	GO:0004672;GO:0006468;GO:0000160;GO:0005524;GO:0004674	PS50110;PS50112;PS50011;PS51285	NA	SSF55785;SSF52172;SSF56112	SM00220;SM00448	G3DSA:3.40.50.2300;G3DSA:3.30.200.20;G3DSA:3.30.450.20;G3DSA:1.10.510.10	PF00072;PF00069	NA	mobidb-lite	Coil	PS00108	NA	TIGR00229	cd05611;cd00156	NA	NA	NA	NA	NA	NA	NA
RFU78466.1	NA	PTHR44284	IPR013083	GO:0005515;GO:0004842;GO:0016567	PS50293;PS51698	NA	SSF57850;SSF48452	SM00504;SM00028	G3DSA:3.30.40.10;G3DSA:1.25.40.10	PF13431;PF04564	MetaCyc: PWY-7511	NA	NA	NA	NA	NA	cd16654	NA	NA	NA	NA	NA	NA	NA
RFU73667.1	NA	PTHR22847	IPR017986	GO:0005515	PS50294;PS50082	NA	SSF50978	SM00320	G3DSA:2.130.10.10	PF00400	NA	NA	NA	PS00678	PR00320	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74840.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR31495:SF0;PTHR31495	IPR002347		NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF00106;PF05042	KEGG: 00073+1.11.2.3|MetaCyc: PWY-321|MetaCyc: PWY-6917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75101.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR13743;PTHR13743:SF112	IPR015943	GO:0005515	PS50294;PS51783;PS50082;PS50197	NA	SSF50729;SSF50978;SSF49899;SSF81837	SM00320;SM01026	G3DSA:2.130.10.10;G3DSA:2.60.120.200;G3DSA:1.10.1540.10	PF14844;PF13385;PF02138	NA	mobidb-lite	NA	NA	NA	NA	cd01201;cd06071	NA	NA	NA	NA	NA	NA	NA
RFU77654.1	NA	PTHR11829;PTHR11829:SF330	IPR001766	GO:0003700;GO:0006355;GO:0043565	PS50039	NA	SSF46785	SM00339	G3DSA:1.10.10.10	PF00250	NA	mobidb-lite	NA	PS00657;PS00658	PR00053	NA	cd00059	NA	NA	NA	NA	NA	NA	NA
RFU75944.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR11803:SF22;PTHR11803	IPR006175		NA	NA	SSF55298	NA	G3DSA:3.30.1330.40	PF01042	Reactome: R-HSA-8849175	NA	NA	NA	NA	NA	cd00448	NA	NA	NA	NA	NA	NA	NA
RFU74363.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR22765;PTHR22765:SF43	IPR001841	NA	PS50089	TMhelix	SSF57850	SM00184	G3DSA:3.30.40.10	PF13639	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77628.1	NA	PTHR10553;PTHR10553:SF2	IPR001163	GO:0000387;GO:0005681	NA	NA	SSF50182	SM00651	G3DSA:2.30.30.100	PF01423	NA	NA	NA	NA	NA	NA	cd01719	PIRSF037188	NA	NA	NA	NA	NA	NA
RFU72499.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR45594	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	NA	SSF57701	SM00066;SM00906	G3DSA:4.10.240.10	PF04082;PF00172	NA	mobidb-lite	NA	PS00463	NA	NA	cd14723;cd00067;cd12148	NA	NA	NA	NA	NA	NA	NA
RFU76764.1	NA	PTHR22934;PTHR22934:SF24	IPR040106	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74071.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR43029:SF4;PTHR43029	IPR029020	GO:0008519;GO:0016020;GO:0072488;GO:0015696	NA	TMhelix	SSF111352	NA	G3DSA:1.10.3430.10	PF00909	NA	mobidb-lite	NA	PS01219	NA	TIGR00836	NA	NA	NA	NA	NA	NA	NA	NA
RFU78745.1	NA	PTHR43941	IPR010935	GO:0005515;GO:0005524;GO:0005694;GO:0051276	NA	NA	SSF52540;SSF75553	SM00968	G3DSA:1.20.1060.20;G3DSA:3.40.50.300;G3DSA:3.30.70.1620	PF06470;PF02463	Reactome: R-HSA-2299718|Reactome: R-HSA-2514853	mobidb-lite	Coil	NA	NA	NA	cd03273	PIRSF005719	NA	NA	NA	NA	NA	NA
RFU79662.1	NA	PTHR42840:SF5;PTHR42840	IPR000683	GO:0016491	NA	NA	SSF55347;SSF51735	NA	G3DSA:3.40.50.720;G3DSA:3.30.360.10	PF01408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76677.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR23028:SF53;PTHR23028	IPR002656	GO:0016747	NA	TMhelix	NA	NA	NA	PF01757	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79870.1	NA	PTHR10606:SF44;PTHR10606	IPR013079	GO:0003873;GO:0005524;GO:0006000;GO:0003824;GO:0006003	NA	NA	SSF52540;SSF53254	SM00855	G3DSA:3.40.50.300;G3DSA:3.40.50.1240	PF01591;PF00300	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-70171	NA	NA	PS00175	PR00991	NA	cd07067	PIRSF000709	NA	NA	NA	NA	NA	NA
RFU71856.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU80935.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR11353;PTHR11353:SF64	IPR018370	GO:0005524;GO:0005737;GO:0006457;GO:0015629;GO:0030042;GO:0003779;GO:0005622;GO:0042026	PS51263	NA	SSF55753;SSF48592;SSF52029	SM00102	G3DSA:3.40.20.10;G3DSA:1.10.560.10;G3DSA:3.30.260.10;G3DSA:3.50.7.10	PF00241;PF00118	Reactome: R-HSA-1268020|Reactome: R-HSA-8869496	NA	NA	PS00296	PR00298	TIGR02348	cd11286;cd03344	NA	NA	NA	NA	MF_00600	NA	NA
RFU74893.1	NA	PTHR24128;PTHR24128:SF12	IPR036770	GO:0005515	PS50088;PS50297	NA	SSF48403	SM00248	NA	PF12796	NA	mobidb-lite	Coil	NA	PR01415	NA	cd00204	NA	NA	NA	NA	NA	NA	NA
RFU72345.1	NA	PTHR10351:SF42;PTHR10351	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	cd07389	NA	NA	NA	NA	NA	NA	NA
RFU77039.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR23501;PTHR23501:SF103	IPR020846	GO:0016021;GO:0055085	PS50850	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20	PF07690	NA	mobidb-lite	NA	NA	PR01036	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU82057.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR43008;PTHR43008:SF7	IPR002347	GO:0016491	NA	TMhelix	SSF51735	NA	G3DSA:3.40.50.720	PF00106	NA	NA	NA	PS00061	PR00081	NA	cd05233	NA	NA	NA	NA	NA	NA	NA
RFU80232.1	NA	PTHR10438:SF360;PTHR10438	IPR036249	GO:0045454;GO:0006662;GO:0015035	PS51352	NA	SSF52833	NA	G3DSA:3.40.30.10	PF00085	NA	NA	NA	PS00194	PR00421	TIGR01068	cd02947	PIRSF000077	NA	NA	NA	NA	NA	NA
RFU76009.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR11360;PTHR11360:SF164	IPR020846	GO:0016021;GO:0055085	PS50850	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20	PF07690	NA	mobidb-lite	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU78021.1	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	PTHR10762:SF1;PTHR10762	IPR016435	GO:0003824;GO:0005975;GO:0030246;GO:0016853	NA	NA	SSF74650	NA	G3DSA:3.40.50.11850;G3DSA:3.40.50.11840;G3DSA:3.40.50.11860;G3DSA:2.70.98.10	PF01866;PF01263	MetaCyc: PWY-6482|MetaCyc: PWY-7546|Reactome: R-HSA-5358493	mobidb-lite	NA	NA	NA	TIGR00322	cd09019	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	SFLDS00032	NA
RFU76396.1	NA	PTHR23024:SF328;PTHR23024	IPR013094	GO:0016787	NA	TMhelix	SSF53474	NA	G3DSA:3.40.50.1820	PF07859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80910.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74338.1	NA	PTHR11374:SF3;PTHR11374	IPR001732	GO:0016616;GO:0051287;GO:0055114;GO:0003979	NA	NA	SSF52413;SSF48179;SSF51735	SM00984	G3DSA:3.40.50.720;G3DSA:1.20.5.100	PF03721;PF03720;PF00984	Reactome: R-HSA-173599	mobidb-lite	NA	NA	NA	TIGR03026	NA	NA	NA	NA	NA	NA	NA	NA
RFU81971.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	PTHR44631	IPR001841	GO:0008270	PS50089	TMhelix	SSF57850	SM00184	G3DSA:3.30.40.10	PF12678	Reactome: R-HSA-8951664|Reactome: R-HSA-983168	mobidb-lite	NA	NA	NA	NA	cd16448	NA	NA	NA	SignalP-noTM	NA	NA	NA
RFU79148.1	NA	PTHR19818;PTHR19818:SF97	IPR013087	GO:0003676	PS50157	NA	SSF57667	SM00355	G3DSA:3.30.160.60	PF00096	NA	mobidb-lite	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72930.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
