1433_CANAL,SIMILARITY: Belongs to the 14-3-3 family.
Q4WQ27_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WQJ0_ASPFU,CATALYTIC ACTIVITY: Thioredoxin + NADP(+) = thioredoxin disulfide + NADPH.
Q4WU51_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WUA3_ASPFU,FUNCTION: Catalyzes the ferrous insertion into protoporphyrin IX (By similarity).
Q4WWN9_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WX65_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WXC5_ASPFU,SIMILARITY: Belongs to the eukaryotic-type primase small subunit family.
Q4WXL8_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WYU7_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4WZG4_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4X0J6_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4X132_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q4X146_ASPFU,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q50I20_ASPFM,SIMILARITY: Belongs to the citrate synthase family.
Q56J91_CANGB,Unknown
Q589C6_BOTFU,Unknown
Q58FH5_CRYNV,Unknown
Q58ID3_USTMD,Unknown
Q595W5_PICPA,Unknown
Q59J76_CRYNV,Unknown
Q59JX6_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59K50_CANAL,SIMILARITY: Belongs to the thiolase family.
Q59KD5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59KP3_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59KS4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59KY8_CANAL,CATALYTIC ACTIVITY: A phosphoprotein + H(2)O = a protein + phosphate.
Q59KZ0_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59KZ2_CANAL,SIMILARITY: Contains 1 PpiC domain.
Q59L90_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59LF3_CANAL,SIMILARITY: Contains 1 SH3 domain.
Q59LL5_CANAL,CATALYTIC ACTIVITY: D-erythro-1-(imidazol-4-yl)glycerol 3- phosphate = 3-(imidazol-4-yl)-2-oxopropyl phosphate + H(2)O.
Q59LQ7_CANAL,CATALYTIC ACTIVITY: CTP + phosphatidate = diphosphate + CDP- diacylglycerol.
Q59LS4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59M50_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59MD2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59MV8_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q59MV9_CANAL,SIMILARITY: Belongs to the globin family.
Q59NG2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59NL7_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59NP5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59NY2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59P43_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59PD2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59PF9_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59PH2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59PJ5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59PP4_CANAL,Unknown
Q59QA6_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59QC5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59QH2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59QW5_CANAL,SIMILARITY: Contains 1 LisH domain.
Q59RB8_CANAL,SIMILARITY: Belongs to the isocitrate lyase/PEP mutase superfamily. Isocitrate lyase family.
Q59RG0_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59RG1_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59RQ6_CANAL,CATALYTIC ACTIVITY: Protein N(6)-(dihydrolipoyl)lysine + NAD(+) = protein N(6)-(lipoyl)lysine + NADH.
Q59RR0_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59RW2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59RW3_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59RW5_CANAL,Unknown
Q59SD1_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59SE5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59SI6_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59SR4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59SU1_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q59TL7_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59TP1_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59TT3_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59TV9_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59TZ7_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59U72_CANAL,FUNCTION: Catalyzes the ferrous insertion into protoporphyrin IX (By similarity).
Q59UI5_CANAL,SIMILARITY: Contains 1 RRM (RNA recognition motif) domain.
Q59UQ8_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59UR3_CANAL,SIMILARITY: Contains 1 ARID domain.
Q59VF3_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59VG6_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59VH7_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q59VQ3_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59VU9_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59W09_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59W43_CANAL,SIMILARITY: Belongs to the bZIP family.
Q59W63_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59WD6_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59WE5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59WF4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59WH0_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59WU2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59X23_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59X54_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59X89_CANAL,SIMILARITY: Belongs to the small GTPase superfamily. Rab family.
Q59XB1_CANAL,CATALYTIC ACTIVITY: S-adenosyl-L-methionine = (5-deoxy-5- adenosyl)(3-aminopropyl)-methylsulfonium salt + CO(2).
Q59XF7_CANAL,CATALYTIC ACTIVITY: S-adenosyl-L-methionine = (5-deoxy-5- adenosyl)(3-aminopropyl)-methylsulfonium salt + CO(2).
Q59XR0_CANAL,SIMILARITY: Belongs to the eukaryotic type I topoisomerase family.
Q59XU5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59XX2_CANAL,SIMILARITY: Belongs to the glycosyl hydrolase 17 family.
Q59YF3_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59YK6_CANAL,SIMILARITY: Contains 1 DH (DBL-homology) domain.
Q59Z23_CANAL,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q59Z29_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59Z39_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59Z94_CANAL,SIMILARITY: Contains 1 protein kinase domain.
Q59ZB7_CANAL,SIMILARITY: Belongs to the small GTPase superfamily. Rab family.
Q59ZI9_CANAL,SIMILARITY: Belongs to the protein kinase superfamily.
Q59ZX1_CANAL,SIMILARITY: Contains 1 SET domain.
Q59ZX2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q59ZY7_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A0E5_CANAL,Unknown
Q5A0W8_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A0Y0_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A0Z0_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A1D3_CANAL,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q5A2S8_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A2W3_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A3N8_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A3V2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A401_CANAL,FUNCTION: Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha-chain (By similarity).
Q5A409_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A415_CANAL,SIMILARITY: Belongs to the actin family.
Q5A432_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A4F3_CANAL,Unknown
Q5A4H1_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A4X5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A4X7_CANAL,CATALYTIC ACTIVITY: ATP + D-ribose 5-phosphate = AMP + 5-phospho- alpha-D-ribose 1-diphosphate.
Q5A504_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A506_CANAL,SIMILARITY: Contains 1 C2 domain.
Q5A594_CANAL,Unknown
Q5A5C0_CANAL,Unknown
Q5A5C1_CANAL,Unknown
Q5A5Q6_CANAL,Unknown
Q5A5U4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A651_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q5A661_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A672_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A688_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A6P9_CANAL,SIMILARITY: Belongs to the CAP family.
Q5A747_CANAL,COFACTOR: Iron (By similarity).
Q5A755_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A762_CANAL,SIMILARITY: Belongs to the ABC transporter superfamily.
Q5A7R7_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A7S7_CANAL,SIMILARITY: Contains 1 fork-head DNA-binding domain.
Q5A839_CANAL,CATALYTIC ACTIVITY: Hydrolysis of an N(6)-acetyl-lysine residue of a histone to yield a deacetylated histone.
Q5A8L5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A8N2_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q5A8T4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A8Y9_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A948_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5A9D4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AA09_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AAG6_CANAL,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q5AAJ8_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AAL9_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AB06_CANAL,SIMILARITY: Contains 1 PI3K/PI4K domain.
Q5AB74_CANAL,SIMILARITY: Belongs to the TCP-1 chaperonin family.
Q5AB91_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5ABB1_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5ABD7_CANAL,CATALYTIC ACTIVITY: A phosphoprotein + H(2)O = a protein + phosphate.
Q5ABE2_CANAL,SIMILARITY: Belongs to the cyclin family.
Q5ABP4_CANAL,CATALYTIC ACTIVITY: A phosphoprotein + H(2)O = a protein + phosphate.
Q5ABU7_CANAL,Unknown
Q5ABZ2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AC08_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q5ACC9_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q5ACS8_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5ACU3_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5ACU9_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5ACY5_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q5AD07_CANAL,FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity).
Q5ADM9_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5ADP3_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5ADS0_CANAL,Unknown
Q5ADT0_CANAL,Unknown
Q5ADT1_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5ADV7_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AEK8_CANAL,SIMILARITY: Contains 1 cytochrome b5 heme-binding domain.
Q5AEM6_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q5AEW4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AFE4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AFI8_CANAL,FUNCTION: Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate (By similarity).
Q5AFM2_CANAL,SIMILARITY: Belongs to the bZIP family.
Q5AG40_CANAL,SIMILARITY: Belongs to the AAA ATPase family.
Q5AG61_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AG71_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AG89_CANAL,CATALYTIC ACTIVITY: Thioredoxin + NADP(+) = thioredoxin disulfide + NADPH.
Q5AGE4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AGE7_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AH14_CANAL,Unknown
Q5AHA0_CANAL,SIMILARITY: Contains 1 GAF domain.
Q5AHB5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AHE3_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AHE4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AHF9_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AHG6_CANAL,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q5AHJ0_CANAL,FUNCTION: Subunit of the peripheral V1 complex of vacuolar ATPase essential for assembly or catalytic function. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells (By similarity).
Q5AHR8_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AHR9_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AI00_CANAL,SIMILARITY: Belongs to the small GTPase superfamily. Rab family.
Q5AI14_CANAL,Unknown
Q5AI81_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AIC4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AJ77_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AJC0_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AJC8_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AJH1_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AJH4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AJZ0_CANAL,SIMILARITY: Belongs to the eukaryotic-type primase small subunit family.
Q5AK12_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AK62_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AKA8_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AKU6_CANAL,Unknown
Q5AL09_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AL34_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AL52_CANAL,SIMILARITY: Contains 1 FH2 (formin homology 2) domain.
Q5ALK3_CANAL,CATALYTIC ACTIVITY: ATP + D-ribose 5-phosphate = AMP + 5-phospho- alpha-D-ribose 1-diphosphate.
Q5ALS7_CANAL,SIMILARITY: Contains 1 Zn(2)-C6 fungal-type DNA-binding domain.
Q5AM49_CANAL,Unknown
Q5AMH6_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AMK1_CANAL,SIMILARITY: Contains 2 SH3 domains.
Q5AMQ4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AMQ6_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AMT2_CANAL,SIMILARITY: Belongs to the glycosyl hydrolase 17 family.
Q5ANE1_CANAL,SIMILARITY: Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
Q5ANJ4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5ANJ5_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5ANM6_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5AP71_CANAL,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q5AP97_CANAL,SIMILARITY: Belongs to the protein kinase superfamily.
Q5APD4_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5APF6_CANAL,SIMILARITY: Belongs to the GHMP kinase family.
Q5APG1_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5APH6_CANAL,PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; N(2)- acetyl-L-ornithine from L-glutamate.
Q5APH9_CANAL,SIMILARITY: Belongs to the PP2C family.
Q5APK9_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5APR8_CANAL,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q5APU2_CANAL,CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.
Q5D1P9_GLOAC,Unknown
Q5D6D3_COCHE,Unknown
Q5EGQ1_CRYNE,Unknown
Q5EGQ2_CRYNE,Unknown
Q5EKM7_VERDA,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q5EMY3_MAGGR,SIMILARITY: Belongs to the AAA ATPase family.
Q5F0I1_CANDU,Unknown
Q5FY74_PICPA,Unknown
Q5GFD3_PHAND,Unknown
Q5IFQ6_CRYNV,FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity).
Q5J4D6_PHAND,CATALYTIC ACTIVITY: Acetyl-CoA + H(2)O + glyoxylate = (S)-malate + CoA.
Q5J7N6_COCHE,SIMILARITY: Belongs to the bZIP family.
Q5K2R7_CLAPU,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q5K8C9_CRYNJ,Unknown
Q5K995_CRYNJ,Unknown
Q5KB00_CRYNJ,SIMILARITY: Contains 1 DH (DBL-homology) domain.
Q5MGB7_PHYIN,Unknown
